621127418	20170120	201701	2017	2017.0548	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								1	125	125	12	3	-5.0	5	3	5	-1.70492397479477	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	https://in.newshub.org/donald-trump-wants-fund-mexico-border-wall-20-import-tax-spokesman-25204021.html
621127419	20170120	201701	2017	2017.0548	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								1	164	164	16	4	-7.0	1	1	1	-2.03850509626274	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	https://www.abqjournal.com/936821/how-trumps-immigration-and-trade-policies-could-hurt-border-town-economies.html
621127420	20170120	201701	2017	2017.0548	MEXGOV	MEXICO	MEX					GOV			USA	UNITED STATES	USA								1	164	164	16	4	-7.0	13	4	13	-1.6396444456154	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	https://www.abqjournal.com/936821/how-trumps-immigration-and-trade-policies-could-hurt-border-town-economies.html
621127437	20170120	201701	2017	2017.0548	USA	UNITED STATES	USA								MEXGOV	MEXICO	MEX					GOV			1	057	057	05	1	8.0	1	1	1	-2.03850509626274	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170127	https://www.abqjournal.com/936821/how-trumps-immigration-and-trade-policies-could-hurt-border-town-economies.html
621127438	20170120	201701	2017	2017.0548	USA	UNITED STATES	USA								MEXGOV	MEXICO	MEX					GOV			1	164	164	16	4	-7.0	1	1	1	-2.03850509626274	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	https://www.abqjournal.com/936821/how-trumps-immigration-and-trade-policies-could-hurt-border-town-economies.html
621127492	20170127	201701	2017	2017.0740											BUS	BUSINESS						BUS			1	010	010	01	1	0.0	2	1	2	0.12048192771085	0							4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170127	http://blog.ihs.com/swiss-maker-u-blox-bulks-up-to-first-place-with-simcom-acquisition
621127730	20170127	201701	2017	2017.0740											IRL	IRELAND	IRL								1	042	042	04	1	1.9	1	1	1	-4.78540772532189	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Omagh, Omagh, United Kingdom	UK	UKT3	54.6	-7.3	-2604672	20170127	http://thepensivequill.am/2017/01/making-history.html
621127797	20170127	201701	2017	2017.0740											MED	SPOKESMAN						MED			0	043	043	04	1	2.8	36	17	36	-1.64500736055427	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	http://valleycentral.com/news/local/spokesman-trump-calling-for-20-percent-tax-on-imports-from-mexico-to-pay-for-border-wall
621127813	20170127	201701	2017	2017.0740											MEX	MEXICO	MEX								1	061	061	06	2	6.4	66	33	66	-4.77658251716658	0							3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	1	Mexico	MX	MX	23	-102	MX	20170127	http://abc6onyourside.com/news/nation-world/trump-wants-tax-to-pay-for-border-wall
621127815	20170127	201701	2017	2017.0740											MEX	MEXICO	MEX								1	061	061	06	2	6.4	32	13	32	-2.1937364214354	0							1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.630wpro.com/news/trump-wants-20-tax-on-imports-from-mexico-to-pay-for-wall/
621127821	20170127	201701	2017	2017.0740											MEX	MEXICO	MEX								1	111	111	11	3	-2.0	9	6	9	-3.66441175368938	0							1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.herald.co.zw/well-not-pay-for-the-wall/
621128014	20170127	201701	2017	2017.0740											USA	UNITED STATES	USA								0	050	050	05	1	3.5	1	1	1	-3.04975922953451	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	http://www.setn.com/News.aspx?NewsID=220199
621128061	20170127	201701	2017	2017.0740											USA	UNITED STATES	USA								0	130	130	13	3	-4.4	1	1	1	-7.34658599827139	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.theet.com/web_exclusive/world/rights-advocates-warn-of-backlash-if-trump-pursues-torture/article_b8de2eca-9adc-5faa-bd48-eeb0177e1007.html
621128123	20170127	201701	2017	2017.0740											USAMED	UNITED STATES	USA					MED			1	040	040	04	1	1.0	34	17	34	-3.16023077332019	0							1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.dailyprogress.com/news/politics/wire/the-latest-us-halts-travel-for-refugee-interviewers/article_68eb8247-eeef-577c-aaa0-2131f86af286.html
621128476	20170127	201701	2017	2017.0740	BUS	COMPANIES						BUS			MEX	MEXICO	MEX								0	042	042	04	1	1.9	4	1	4	-2.03850509626274	3	El Paso, Texas, United States	US	USTX	31.7587	-106.487	1380946	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170127	https://www.abqjournal.com/936821/how-trumps-immigration-and-trade-policies-could-hurt-border-town-economies.html
621128478	20170127	201701	2017	2017.0740	BUS	COMPANIES						BUS			MEX	MEXICO	MEX								0	061	061	06	2	6.4	225	137	225	-2.66255958367145	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.mysanantonio.com/news/politics/article/How-Trump-s-plan-to-pay-for-Mexico-border-wall-10887281.php
621128479	20170127	201701	2017	2017.0740	BUS	COMPANIES						BUS			MEX	MEXICO	MEX								1	061	061	06	2	6.4	6	4	6	-2.19395637042696	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	http://mynorthwest.com/525408/how-trumps-plan-to-pay-for-mexico-border-wall-would-work/
621128608	20170127	201701	2017	2017.0740	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	5	1	5	0	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170127	https://www.yahoo.com/news/north-american-free-trade-agreement-231026924.html
621128609	20170127	201701	2017	2017.0740	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	12	3	12	-2.15633423180593	4	Salmon Arm, British Columbia, Canada	CA	CA02	50.7	-119.283	-573088	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Salmon Arm, British Columbia, Canada	CA	CA02	50.7	-119.283	-573088	20170127	http://www.kelownacapnews.com/news/411918026.html
621128616	20170127	201701	2017	2017.0740	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	0	1	United States	US	US	38	-97	US	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	Mexico	MX	MX	23	-102	MX	20170127	https://www.yahoo.com/news/north-american-free-trade-agreement-231026924.html
621128677	20170127	201701	2017	2017.0740	CHN	CHINESE	CHN																		0	051	051	05	1	3.4	2	1	2	3.31564986737401	1	China	CH	CH	35	105	CH	0							3	Palm Beach, Florida, United States	US	USFL	26.7056	-80.0364	288390	20170127	http://www.mypalmbeachpost.com/entertainment/2017-gerber-baby-has-been-announced/BuIRMlQLvnvxztTGPxFX8M/
621128690	20170127	201701	2017	2017.0740	CHN	CHINA	CHN								MEX	MEXICO	MEX								1	061	061	06	2	6.4	1	1	1	-3.64077669902913	4	South China Sea, Brunei (general), Brunei	BX	BX00	15	115	-1337919	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://news.xinhuanet.com/english/2017-01/27/c_136015550.htm
621128695	20170127	201701	2017	2017.0740	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	6.77966101694916	1	China	CH	CH	35	105	CH	3	University Of Idaho, Idaho, United States	US	USID	46.7257	-117.011	375665	1	China	CH	CH	35	105	CH	20170127	http://www.boiseweekly.com/boise/confucius-institute-chinese-movie-night-ocean-heaven/Event?oid=3962768
621128696	20170127	201701	2017	2017.0740	CHN	CHINESE	CHN								USAEDU	IDAHO	USA					EDU			1	046	046	04	1	7.0	2	1	2	6.77966101694916	1	China	CH	CH	35	105	CH	3	University Of Idaho, Idaho, United States	US	USID	46.7257	-117.011	375665	1	China	CH	CH	35	105	CH	20170127	http://www.boiseweekly.com/boise/confucius-institute-chinese-movie-night-ocean-heaven/Event?oid=3962768
621128833	20170127	201701	2017	2017.0740	COP	POLICE						COP			COPCRM	PRISON						COP	CRM		1	173	173	17	4	-5.0	4	1	4	-10.8045977011494	1	Mexico	MX	MX	23	-102	MX	3	Bexar County, Texas, United States	US	USTX	29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX	29.4502	-98.517	1383800	20170127	http://www.mysanantonio.com/news/local/crime/article/Suspect-charged-in-2015-revenge-killing-of-man-10887266.php
621128864	20170127	201701	2017	2017.0740	COP	DRUG ENFORCEMENT						COP			LEG	CONGRESS						LEG			0	010	010	01	1	0.0	12	1	12	-4.78647176841502	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170127	http://forum.pafoa.org/external.php?s=5acd5465b4fedf8e1a86a85db6b7cc58&type=RSS2&forumids=2
621128866	20170127	201701	2017	2017.0740	COP	DRUG ENFORCEMENT						COP			LEG	CONGRESS						LEG			0	020	020	02	1	3.0	12	1	12	-4.78647176841502	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170127	http://forum.pafoa.org/external.php?s=5acd5465b4fedf8e1a86a85db6b7cc58&type=RSS2&forumids=2
621128883	20170127	201701	2017	2017.0740	COP	POLICE						COP			USA	WASHINGTON	USA								0	020	020	02	1	3.0	3	1	3	0.13927576601671	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170127	http://www.mypalmbeachpost.com/travel/step-aside-avocado-toast-glatt-kosher-deli-opens-miami/8fVPvcffpxB00sYhLN3kWP/
621128935	20170127	201701	2017	2017.0740	CRI	COSTA RICA	CRI								CVL	POPULATION						CVL			1	051	051	05	1	3.4	1	1	1	0.682261208577	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170127	http://www.newsroompanama.com/news/panama/world-viewtrump-blind-new-era-renewable-power
621128946	20170127	201701	2017	2017.0740	CRM	ILLEGAL IMMIGRANT						CRM													0	071	071	07	2	7.4	5	5	5	-2.36598842902887	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.newsobserver.com/news/nation-world/national/article128957999.html
621129038	20170127	201701	2017	2017.0740	CVL	POPULATION						CVL													1	051	051	05	1	3.4	5	3	5	0.204667274303823	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170127	http://www.newsroompanama.com/news/panama/world-viewtrump-blind-new-era-renewable-power
621129125	20170127	201701	2017	2017.0740	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								0	042	042	04	1	1.9	16	8	16	-3.73878753723538	4	Camino Real, Tamaulipas, Mexico	MX	MX28	23.3833	-99.4167	-1654581	2	New Mexico, United States	US	USNM	34.8375	-106.237	NM	4	Camino Real, Tamaulipas, Mexico	MX	MX28	23.3833	-99.4167	-1654581	20170127	http://www.kcbd.com/story/34356969/muslims-latinos-unify-over-trumps-immigration-border-plan
621129158	20170127	201701	2017	2017.0740	DEU	GERMANY	DEU								GBR	BRITISH	GBR								0	040	040	04	1	1.0	1	1	1	-3.01857585139319	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170127	http://www.watoday.com.au/world/british-alignment-with-donald-trump-threatens-european-order-20170126-gtzm2h.html
621129325	20170127	201701	2017	2017.0740	EDU	ECONOMIST						EDU			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	8	1	8	-1.07296137339056	1	Mexico	MX	MX	23	-102	MX	3	Chevy Chase, District of Columbia, United States	US	USDC	38.964	-77.0678	529471	3	Chevy Chase, District of Columbia, United States	US	USDC	38.964	-77.0678	529471	20170127	http://www.baltimoresun.com/news/opinion/oped/bs-ed-republican-deficit-20170126-story.html
621129326	20170127	201701	2017	2017.0740	EDU	ECONOMIST						EDU			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	2	1	2	-1.07296137339056	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	Chevy Chase, District of Columbia, United States	US	USDC	38.964	-77.0678	529471	20170127	http://www.baltimoresun.com/news/opinion/oped/bs-ed-republican-deficit-20170126-story.html
621129573	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR																		0	040	040	04	1	1.0	1	1	1	-3.01857585139319	1	United States	US	US	38	-97	US	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170127	http://www.watoday.com.au/world/british-alignment-with-donald-trump-threatens-european-order-20170126-gtzm2h.html
621129612	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								CVL	SMALL TOWN						CVL			0	130	130	13	3	-4.4	3	3	3	-1.24205972356439	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.ivpressonline.com/news/politics/uk-s-may-praises-trump-s-renewal-but-differs-on/article_3b1f060f-1f0c-56bd-a8e3-96f40ce0cfe9.html
621129644	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								GOVMIL	DEFENSE SECRETARY						GOV	MIL		0	036	036	03	1	4.0	16	15	16	-6.23964310256691	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.ivpressonline.com/news/world/rights-advocates-warn-of-backlash-if-trump-pursues-torture/article_32803c4e-8404-5bb4-933a-01eed4755de5.html
621129648	20170127	201701	2017	2017.0740	GBR	BRITAIN	GBR								IGOWSTNAT	NATO	WST	NAT				IGO			0	050	050	05	1	3.5	22	3	22	-1.23979311945716	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	20170127	http://ksyl.com/world/6e834f5410a538c432581ec43de2af85
621129662	20170127	201701	2017	2017.0740	GBR	BRITISH	GBR								LEG	LAWMAKER						LEG			0	040	040	04	1	1.0	2	1	2	-2.12053571428571	1	United Kingdom	UK	UK	54	-2	UK	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	1	United Kingdom	UK	UK	54	-2	UK	20170127	http://thefox1049.com/news/030030-trump-republican-lawmakers-wrestle-over-priorities-for-bold-agenda/
621129664	20170127	201701	2017	2017.0740	GBR	BRITISH	GBR								LEG	LAWMAKER						LEG			0	046	046	04	1	7.0	2	1	2	-2.12053571428571	1	United Kingdom	UK	UK	54	-2	UK	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	1	United Kingdom	UK	UK	54	-2	UK	20170127	http://thefox1049.com/news/030030-trump-republican-lawmakers-wrestle-over-priorities-for-bold-agenda/
621129666	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								MOS	MUSLIM				MOS					0	132	132	13	3	-5.8	12	10	12	-1.28107880608962	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.middleeasteye.net/news/british-pm-emphasises-special-relationship-address-us-lawmakers-315047672
621129679	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	2.08955223880597	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170127	http://www.foxnews.com/science/2017/01/26/rare-marilyn-monroe-image-up-for-auction-in-uk.html
621129686	20170127	201701	2017	2017.0740	GBR	BRITISH	GBR								USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	1.58730158730159	1	United Kingdom	UK	UK	54	-2	UK	3	Rockport, Tennessee, United States	US	USTN	35.942	-88.0175	1315829	3	Rockport, Tennessee, United States	US	USTN	35.942	-88.0175	1315829	20170127	http://www.freepressonline.com/Content/Articles/Outdoors/Article/Angler-Author-James-Babb-to-Read-at-Trout-Unlimited-Meeting-February-13/130/67/50227
621129688	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								1	040	040	04	1	1.0	10	1	10	0.95435684647303	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Dublin, Dublin, Ireland	EI	EI07	53.3331	-6.24889	-1502554	20170127	http://clinton.wickedlocal.com/news/20170126/my-story-maynard-woman-rallies-across-pond-on-jan-21
621129692	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								USA	PENNSYLVANIA	USA								1	043	043	04	1	2.8	4	1	4	-1.63934426229508	1	United Kingdom	UK	UK	54	-2	UK	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	1	United Kingdom	UK	UK	54	-2	UK	20170127	https://www.yahoo.com/news/m/203fa168-3a42-312d-894a-57a0bb830a4b/ss_trump-addresses-republican.html
621129700	20170127	201701	2017	2017.0740	GBR	UNITED KINGDOM	GBR								USAGOVMIL	UNITED STATES	USA					GOV	MIL		0	036	036	03	1	4.0	16	15	16	-6.23964310256691	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.ivpressonline.com/news/world/rights-advocates-warn-of-backlash-if-trump-pursues-torture/article_32803c4e-8404-5bb4-933a-01eed4755de5.html
621129715	20170127	201701	2017	2017.0740	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	BRITAIN	GBR								0	013	013	01	1	0.4	1	1	1	-7.34658599827139	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170127	http://www.theet.com/web_exclusive/world/rights-advocates-warn-of-backlash-if-trump-pursues-torture/article_b8de2eca-9adc-5faa-bd48-eeb0177e1007.html
621129728	20170127	201701	2017	2017.0740	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI												0	141	141	14	3	-6.5	1	1	1	-1.17462803445575	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://ksyl.com/world/6e834f5410a538c432581ec43de2af85
621129730	20170127	201701	2017	2017.0740	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		EUR	EUROPEAN	EUR								0	050	050	05	1	3.5	3	3	3	-1.23979311945716	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://ksyl.com/world/6e834f5410a538c432581ec43de2af85
621129731	20170127	201701	2017	2017.0740	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		EUR	EUROPEAN	EUR								0	050	050	05	1	3.5	16	3	16	-1.23979311945716	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://ksyl.com/world/6e834f5410a538c432581ec43de2af85
621129733	20170127	201701	2017	2017.0740	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		EUR	EUROPEAN	EUR								0	141	141	14	3	-6.5	7	3	7	-1.23979311945716	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://ksyl.com/world/6e834f5410a538c432581ec43de2af85
621129739	20170127	201701	2017	2017.0740	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		USA	UNITED STATES	USA								0	141	141	14	3	-6.5	12	3	12	-1.23979311945716	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://ksyl.com/world/6e834f5410a538c432581ec43de2af85
621129779	20170127	201701	2017	2017.0740	GOV	PRESIDENT						GOV													0	010	010	01	1	0.0	2	1	2	-1.52671755725191	2	California, United States	US	USCA	36.17	-119.746	CA	0							1	Canada	CA	CA	60	-95	CA	20170127	http://www.abc.net.au/news/rural/rural-news/2017-01-27/trumps-wall-mexican-farming-group-talks-trade/8210270
621129809	20170127	201701	2017	2017.0740	GOV	ADMINISTRATION						GOV													1	020	020	02	1	3.0	488	154	488	-2.66535735759956	1	Mexico	MX	MX	23	-102	MX	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170127	http://www.seattletimes.com/business/how-trumps-plan-to-pay-for-mexico-border-wall-would-work/
