626594451	20170212	201702	2017	2017.1151	GBR	UNITED KINGDOM	GBR								EUR	EUROPEAN	EUR								1	013	013	01	1	0.4	26	26	26	0.491966078000989	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170212	http://wknofm.org/post/eu-foreign-policy-chief-meets-secretary-state-tillerson-wh-advisers
626594454	20170212	201702	2017	2017.1151	GBR	UNITED KINGDOM	GBR								GOV	PRESIDENT						GOV			1	080	080	08	2	5.0	2	1	2	-2.87539936102237	1	United Kingdom	UK	UK	54	-2	UK	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	1	United Kingdom	UK	UK	54	-2	UK	20170212	http://peoriapublicradio.org/?page=6947
626594469	20170212	201702	2017	2017.1151	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	051	051	05	1	3.4	21	18	21	5.07284746435322	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170212	http://www.borehamwoodtimes.co.uk/leisure/showbiz/15086654.Why_Ron_Howard_chose_the_Baftas_over_the_Grammys/
626594652	20170212	201702	2017	2017.1151	GOV	GOVERNMENT						GOV			MEXGOV	MEXICO	MEX					GOV			0	090	090	09	2	-2.0	2	1	2	-3.50978135788262	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170212	http://www.msn.com/en-us/news/world/restricted-spyware-used-to-hack-advocates-of-mexico%E2%80%99s-soda-tax/ar-AAmPH1Y
626594787	20170212	201702	2017	2017.1151	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			GBRGOV	UNITED KINGDOM	GBR					GOV			1	020	020	02	1	3.0	27	27	27	0.492080278999119	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170212	http://wknofm.org/post/eu-foreign-policy-chief-meets-secretary-state-tillerson-wh-advisers
626594789	20170212	201702	2017	2017.1151	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	27	27	27	0.492080278999119	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170212	http://wknofm.org/post/eu-foreign-policy-chief-meets-secretary-state-tillerson-wh-advisers
626594792	20170212	201702	2017	2017.1151	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			USA	UNITED STATES	USA								0	020	020	02	1	3.0	52	26	52	0.491966078000989	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170212	http://wknofm.org/post/eu-foreign-policy-chief-meets-secretary-state-tillerson-wh-advisers
626594971	20170212	201702	2017	2017.1151	JPN	JAPANESE	JPN								MEX	MEXICO	MEX								1	042	042	04	1	1.9	13	11	13	-2.58744235181336	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626595070	20170212	201702	2017	2017.1151	LEG	LAWMAKER						LEG			CVL	RESIDENTS						CVL			1	114	114	11	3	-2.0	4	2	4	-4.2501021050027	3	Tularosa, New Mexico, United States	US	USNM	33.074	-106.019	899964	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170212	http://www.wcbi.com/residents-say-1st-atom-bomb-test-caused-cancer-cases/
626595080	20170212	201702	2017	2017.1151	LEG	SENATOR						LEG			MEX	MEXICO	MEX								0	040	040	04	1	1.0	2	2	2	-3.25038090401219	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	1	Mexico	MX	MX	23	-102	MX	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595081	20170212	201702	2017	2017.1151	LEG	SENATOR						LEG			MEX	MEXICO	MEX								0	040	040	04	1	1.0	2	2	2	-3.25038090401219	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	1	Mexico	MX	MX	23	-102	MX	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595206	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								JPN	JAPANESE	JPN								1	043	043	04	1	2.8	9	8	9	-2.68936360636241	1	Mexico	MX	MX	23	-102	MX	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626595208	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								LEG	SENATOR						LEG			0	040	040	04	1	1.0	2	2	2	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595209	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								LEG	SENATOR						LEG			0	040	040	04	1	1.0	2	2	2	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595214	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								MIL	JOINT STRIKE FIGHTER						MIL			1	030	030	03	1	4.0	22	10	22	-2.61080693504761	1	Mexico	MX	MX	23	-102	MX	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626595220	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	2	4	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595221	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	2	4	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595222	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	040	040	04	1	1.0	16	14	16	-4.59414526006214	1	Mexico	MX	MX	23	-102	MX	3	Tularosa, New Mexico, United States	US	USNM	33.074	-106.019	899964	3	Tularosa, New Mexico, United States	US	USNM	33.074	-106.019	899964	20170212	http://www.wcbi.com/residents-say-1st-atom-bomb-test-caused-cancer-cases/
626595225	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	TEXAS	USA								1	042	042	04	1	1.9	7	6	7	-4.93497061996082	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170212	http://smmercury.com/2017/02/11/immigrations-picked-up-but-no-massive-raids-authority-say/
626595226	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	081	081	08	2	5.0	38	17	38	-2.57705637527126	1	Mexico	MX	MX	23	-102	MX	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	1	Mexico	MX	MX	23	-102	MX	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626595227	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	081	081	08	2	5.0	16	13	16	-2.64472873256473	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626595229	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-7.55441741357235	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170212	http://www.bignewsnetwork.com/news/251591447/with-el-chapo-behind-bars-prosecutors-pursue-cartel-rival
626595233	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	42	17	42	-2.57705637527126	1	Mexico	MX	MX	23	-102	MX	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626595236	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								USAJUD	SEATTLE	USA					JUD			0	081	081	08	2	5.0	1	1	1	-1.2987012987013	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170212	http://www.radioaustralia.net.au/international/2017-02-12/donald-trump-says-he-will-bring-down-price-of-wall-on-mexicos-border/1650966
626595237	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								nai	NATIVE AMERICAN			nai						0	111	111	11	3	-2.0	4	2	4	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595238	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								nai	NATIVE AMERICAN			nai						0	111	111	11	3	-2.0	4	2	4	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595239	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								nai	NATIVE AMERICAN			nai						0	190	190	19	4	-10.0	4	2	4	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	3	Pocahontas, Virginia, United States	US	USVA	37.3037	-81.3395	1493440	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595240	20170212	201702	2017	2017.1151	MEX	MEXICO	MEX								nai	NATIVE AMERICAN			nai						0	190	190	19	4	-10.0	4	2	4	-3.25038090401219	1	Mexico	MX	MX	23	-102	MX	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	2	Nevada, United States	US	USNV	38.4199	-117.122	NV	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595243	20170212	201702	2017	2017.1151	MEXGOV	MEXICO	MEX					GOV			USA	AMERICAN	USA								1	013	013	01	1	0.4	4	2	4	-6.98606773429021	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170212	http://www.wkyc.com/news/politics/immigrant-communities-fearful-after-hundreds-arrested-in-what-feds-call-routine-surge/407064218
626595244	20170212	201702	2017	2017.1151	MEXGOV	MEXICAN	MEX					GOV			USA	AMERICAN	USA								1	013	013	01	1	0.4	12	2	12	-6.98606773429021	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	Mexico	MX	MX	23	-102	MX	20170212	http://www.wkyc.com/news/politics/immigrant-communities-fearful-after-hundreds-arrested-in-what-feds-call-routine-surge/407064218
626595484	20170212	201702	2017	2017.1151	REF	REFUGEE						REF			SOM	SOMALIA	SOM								0	020	020	02	1	3.0	8	2	8	-3.31383699073628	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170212	http://www.winnipegfreepress.com/local/21-refugees-cross-border-into-manitoba-413495303.html
626595494	20170212	201702	2017	2017.1151	REF	REFUGEE						REF			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-3.65217391304348	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Mexico	MX	MX	23	-102	MX	20170212	https://www.coolum-news.com.au/news/trumps-wall-suffers-enormous-cost-blowout/3142417/
626595573	20170212	201702	2017	2017.1151	RUSSPY	RUSSIA	RUS					SPY			USAGOV	US OFFICIAL	USA					GOV			0	013	013	01	1	0.4	4	2	4	-3.25038090401219	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	1	Mexico	MX	MX	23	-102	MX	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170212	http://www.heraldsun.com.au/news/world/russia-considering-handing-edward-snowden-to-the-us-as-a-gift-to-donald-trump/news-story/b071124cf3e97d41480518974982897d?nk=2b027b0c6c1994009ef956b6efdabfc9-1486856781
626595637	20170212	201702	2017	2017.1151	UAF	HITMAN						UAF			CRM	CARTEL						CRM			1	190	190	19	4	-10.0	2	1	2	-7.55441741357235	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170212	http://www.bignewsnetwork.com/news/251591447/with-el-chapo-behind-bars-prosecutors-pursue-cartel-rival
626595777	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA																		0	090	090	09	2	-2.0	1	1	1	-7.55441741357235	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170212	http://www.bignewsnetwork.com/news/251591447/with-el-chapo-behind-bars-prosecutors-pursue-cartel-rival
626595853	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								CANGOV	CANADA	CAN					GOV			0	020	020	02	1	3.0	8	2	8	-3.31383699073628	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170212	http://www.winnipegfreepress.com/local/21-refugees-cross-border-into-manitoba-413495303.html
626595871	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	3	2	3	-6.14989097369908	3	Tarrant County, Texas, United States	US	USTX	32.7668	-97.3003	1384005	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170212	http://valleycentral.com/news/texas/lawyer-blames-pro-trump-mindset-for-mexican-womans-8-year-sentence-on-voter-fraud-charge
626595872	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	5	2	5	-6.14989097369908	3	Tarrant County, Texas, United States	US	USTX	32.7668	-97.3003	1384005	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170212	http://valleycentral.com/news/texas/lawyer-blames-pro-trump-mindset-for-mexican-womans-8-year-sentence-on-voter-fraud-charge
626595875	20170212	201702	2017	2017.1151	USA	TEXAS	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	17	4	17	-4.95756756085918	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170212	http://valleycentral.com/news/texas/lawyer-blames-pro-trump-mindset-for-mexican-womans-8-year-sentence-on-voter-fraud-charge
626595890	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								CVL	CITIZEN						CVL			1	190	190	19	4	-10.0	2	1	2	-3.65217391304348	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170212	https://www.coolum-news.com.au/news/trumps-wall-suffers-enormous-cost-blowout/3142417/
626595920	20170212	201702	2017	2017.1151	USA	WASHINGTON	USA								EUR	EUROPEAN	EUR								1	043	043	04	1	2.8	27	27	27	0.491339904090686	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170212	http://wknofm.org/post/eu-foreign-policy-chief-meets-secretary-state-tillerson-wh-advisers
626595947	20170212	201702	2017	2017.1151	USA	CALIFORNIA	USA								GOV	AUTHORITIES						GOV			0	1124	112	11	3	-2.0	1	1	1	-4.77657935285054	3	San Diego County, California, United States	US	USCA	33.0334	-116.801	277301	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170212	http://valleycentral.com/news/nation-world/homeland-security-head-is-pressed-to-define-sanctuary-city-02-11-2017
626595978	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			0	090	090	09	2	-2.0	1	1	1	-7.55441741357235	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170212	http://www.bignewsnetwork.com/news/251591447/with-el-chapo-behind-bars-prosecutors-pursue-cartel-rival
626596015	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								MEX	MEXICO	MEX								1	040	040	04	1	1.0	16	14	16	-4.59414526006214	3	Tularosa, New Mexico, United States	US	USNM	33.074	-106.019	899964	1	Mexico	MX	MX	23	-102	MX	3	Tularosa, New Mexico, United States	US	USNM	33.074	-106.019	899964	20170212	http://www.wcbi.com/residents-say-1st-atom-bomb-test-caused-cancer-cases/
626596018	20170212	201702	2017	2017.1151	USA	TEXAS	USA								MEX	MEXICO	MEX								1	043	043	04	1	2.8	10	5	10	-6.12296976907861	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170212	http://smmercury.com/2017/02/11/immigrations-picked-up-but-no-massive-raids-authority-say/
626596020	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	075	075	07	2	7.0	14	6	14	-2.78934163551335	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626596021	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	075	075	07	2	7.0	42	17	42	-2.57705637527126	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626596023	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	190	190	19	4	-10.0	42	17	42	-2.57705637527126	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Mexico	MX	MX	23	-102	MX	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170212	http://www.cairnspost.com.au/news/breaking-news/trump-will-make-mexico-wall-cheaper/news-story/e61d48009f81f04453889bc25c18f8e0?nk=6ab9d5ed3bddc2414a802d04e5fdaac9-1486856796
626596024	20170212	201702	2017	2017.1151	USA	UNITED STATES	USA								MIL	NAVAL						MIL			1	012	012	01	1	-0.4	20	8	20	0.0989340989340977	4	Portsmouth, Portsmouth, United Kingdom	UK	UKK6	50.7667	-1.08333	-2605646	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170212	http://www.piratefm.co.uk/news/uk-news/2221871/navy-warship-rescues-stranded-british-sailors/
