619445330	20170115	201701	2017	2017.0411	USAMED	REUTERS	USA					MED			GBRGOV	BRITISH	GBR					GOV			1	040	040	04	1	1.0	7	2	7	0.876742479823917	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170122	https://www.investing.com/news/world-news/trump-to-meet-with-british-prime-minister-may-next-week:-white-house-454795
619445364	20170122	201701	2017	2017.0603											BUS	COMPANY						BUS			0	042	042	04	1	1.9	3	2	3	-2.18818380743982	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170122	http://www.9news.com/news/politics/national-politics/womens-march-what-are-they-trying-to-achieve/389715616
619445377	20170122	201701	2017	2017.0603											CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	-1.50659133709981	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Oklahoma State University, Oklahoma, United States	US	USOK	36.122	-97.0703	1096215	20170122	http://www.greanvillepost.com/2017/01/21/ramsey-clark-a-life-of-indomitable-courage-talks-with-jeff-j-brown-on-china-rising-radio-sinoland-170120/
619445429	20170122	201701	2017	2017.0603											GBR	UNITED KINGDOM	GBR								0	012	012	01	1	-0.4	2	1	2	2.58620689655173	0							1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.9news.com.au/world/2017/01/22/10/16/trump-may-to-meet-next-week-white-house
619445430	20170122	201701	2017	2017.0603											GBR	UNITED KINGDOM	GBR								0	030	030	03	1	4.0	2	1	2	2.58620689655173	0							1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.9news.com.au/world/2017/01/22/10/16/trump-may-to-meet-next-week-white-house
619445757	20170122	201701	2017	2017.0603	AUS	SYDNEY	AUS								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	-0.91553455404607	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445766	20170122	201701	2017	2017.0603	AUS	AUSTRALIA	AUS								OPP	PROTESTER						OPP			0	043	043	04	1	2.8	1	1	1	-0.91553455404607	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445774	20170122	201701	2017	2017.0603	AUS	SYDNEY	AUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	22	18	22	-3.25257340554433	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Paris, France (general), France	FR	FR00	48.8667	2.33333	-1456928	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170122	http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2017-01-21-US--Trump-Inauguration-Protests/id-e0dff1203d644d2494ac7ff0b33dbc8b
619445775	20170122	201701	2017	2017.0603	AUS	SYDNEY	AUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	89	85	89	-3.27108225089244	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170122	http://www.southbendtribune.com/news/local/more-than-million-people-around-world-rally-against-trump/article_2db2db5d-f106-5728-a4d3-4e872b197b58.html
619445776	20170122	201701	2017	2017.0603	AUS	SYDNEY	AUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	69	60	69	-3.16163243820554	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170122	http://newsok.com/over-1-million-join-anti-trump-womens-marches-worldwide/article/feed/1153267
619445855	20170122	201701	2017	2017.0603	CAN	CANADA	CAN																		0	020	020	02	1	3.0	6	3	6	1.41357078699587	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	0							1	United States	US	US	38	-97	US	20170122	http://www.winnipegfreepress.com/canada/trump-has-conversation-with-trudeau-discuss-the-economy-and-exports-411419835.html
619445866	20170122	201701	2017	2017.0603	CAN	CANADA	CAN																		0	090	090	09	2	-2.0	144	142	144	-1.05749649519749	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.1290wlby.com/news/canadians-say-they-were-turned-away-at-us-border-on-way-to-womens-march/
619445872	20170122	201701	2017	2017.0603	CAN	OTTAWA	CAN								CANGOV	CANADA	CAN					GOV			1	040	040	04	1	1.0	1	1	1	0.84745762711865	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170122	https://www.yahoo.com/news/trudeau-trump-discuss-trade-white-house-vows-nafta-233904869.html
619445877	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-2.42914979757085	1	Canada	CA	CA	60	-95	CA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170122	http://www.fbc.com.fj/world/47539/protesters-head-home
619445883	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								MEX	MEXICO	MEX								0	012	012	01	1	-0.4	2	1	2	-1.96560196560197	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170122	http://www.metronews.ca/news/vancouver/2017/01/21/thousands-march-in-vancouver-after-trump-inauguration.html
619445884	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	36	5	36	-1.6279526633811	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.pressherald.com/2017/01/21/border-agents-turned-away-canadians-hoping-to-come-to-womens-march/
619445885	20170122	201701	2017	2017.0603	CAN	TORONTO	CAN								USA	WASHINGTON	USA								1	010	010	01	1	0.0	8	1	8	-0.31645569620254	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170122	http://www.cbc.ca/news/canada/toronto/womens-march-toronto-why-i-march-1.3946813
619445886	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	1	1	1	-0.91553455404607	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445887	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	2	1	2	-0.91553455404607	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445888	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	013	013	01	1	0.4	12	5	12	-1.6279526633811	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.pressherald.com/2017/01/21/border-agents-turned-away-canadians-hoping-to-come-to-womens-march/
619445891	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	AMERICAN	USA								0	020	020	02	1	3.0	16	6	16	-1.65199898029444	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.pressherald.com/2017/01/21/border-agents-turned-away-canadians-hoping-to-come-to-womens-march/
619445893	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	0.84745762711865	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170122	https://www.yahoo.com/news/trudeau-trump-discuss-trade-white-house-vows-nafta-233904869.html
619445894	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	3	2	3	0.66296326332009	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	https://www.yahoo.com/news/trudeau-trump-discuss-trade-white-house-vows-nafta-233904869.html
619445897	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	18	9	18	-0.125615083361354	4	Lacolle, Quebec, Canada	CA	CA10	45.0833	-73.3667	-567564	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Lacolle, Quebec, Canada	CA	CA10	45.0833	-73.3667	-567564	20170122	http://www.101gold.com/canadian-protesters-allegedly-barred-from-marching/
619445898	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	16	2	16	-1.05820105820105	4	Lacolle, Quebec, Canada	CA	CA10	45.0833	-73.3667	-567564	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	4	Lacolle, Quebec, Canada	CA	CA10	45.0833	-73.3667	-567564	20170122	http://kneb.com/abc_world/canadian-protesters-allegedly-barred-from-marching-abcid35848897/
619445899	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	54	9	54	-0.125615083361354	4	Lacolle, Quebec, Canada	CA	CA10	45.0833	-73.3667	-567564	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Lacolle, Quebec, Canada	CA	CA10	45.0833	-73.3667	-567564	20170122	http://www.101gold.com/canadian-protesters-allegedly-barred-from-marching/
619445901	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	16	6	16	-1.65199898029444	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.pressherald.com/2017/01/21/border-agents-turned-away-canadians-hoping-to-come-to-womens-march/
619445903	20170122	201701	2017	2017.0603	CAN	VANCOUVER	CAN								USA	AMERICAN	USA								1	043	043	04	1	2.8	8	1	8	-1.96560196560197	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170122	http://www.metronews.ca/news/vancouver/2017/01/21/thousands-march-in-vancouver-after-trump-inauguration.html
619445905	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	WASHINGTON	USA								1	051	051	05	1	3.4	16	1	8	-0.91553455404607	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445909	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	WASHINGTON	USA								1	051	051	05	1	3.4	14	1	7	-0.91553455404607	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445910	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	WASHINGTON	USA								1	051	051	05	1	3.4	2	1	1	-0.91553455404607	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445912	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	WASHINGTON	USA								1	053	053	05	1	3.8	8	1	8	-0.91553455404607	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445913	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	-0.91553455404607	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Stroudsburg, Pennsylvania, United States	US	USPA	40.9868	-75.1946	1188891	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445914	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	PENNSYLVANIA	USA								0	061	061	06	2	6.4	1	1	1	-0.91553455404607	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Trenton, Pennsylvania, United States	US	USPA	40.8381	-76.0905	1204826	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445915	20170122	201701	2017	2017.0603	CAN	CANADA	CAN								USA	PENNSYLVANIA	USA								0	061	061	06	2	6.4	1	1	1	-0.91553455404607	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619445916	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	192	192	19	4	-9.5	12	5	12	-1.6279526633811	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.pressherald.com/2017/01/21/border-agents-turned-away-canadians-hoping-to-come-to-womens-march/
619445917	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	192	192	19	4	-9.5	36	5	36	-1.6279526633811	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170122	http://www.pressherald.com/2017/01/21/border-agents-turned-away-canadians-hoping-to-come-to-womens-march/
619445919	20170122	201701	2017	2017.0603	CAN	CANADIAN	CAN								USAGOV	UNITED STATES	USA					GOV			0	040	040	04	1	1.0	2	1	2	-2.42914979757085	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	Canada	CA	CA	60	-95	CA	20170122	http://www.fbc.com.fj/world/47539/protesters-head-home
619445922	20170122	201701	2017	2017.0603	CANCVL	CANADIAN	CAN					CVL			USA	AMERICAN	USA								1	013	013	01	1	0.4	2	1	2	-1.96560196560197	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170122	http://www.metronews.ca/news/vancouver/2017/01/21/thousands-march-in-vancouver-after-trump-inauguration.html
619445923	20170122	201701	2017	2017.0603	CANCVL	CANADA	CAN					CVL			USA	UNITED STATES	USA								1	013	013	01	1	0.4	1	1	1	-1.96560196560197	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170122	http://www.metronews.ca/news/vancouver/2017/01/21/thousands-march-in-vancouver-after-trump-inauguration.html
619445925	20170122	201701	2017	2017.0603	CANGOV	CANADA	CAN					GOV			CAN	OTTAWA	CAN								1	040	040	04	1	1.0	1	1	1	0.84745762711865	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170122	https://www.yahoo.com/news/trudeau-trump-discuss-trade-white-house-vows-nafta-233904869.html
619445932	20170122	201701	2017	2017.0603	CANLEG	ALBERTA	CAN					LEG			ITA	MARCHE	ITA								1	042	042	04	1	1.9	4	1	4	-2.38095238095238	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170122	http://edmonton.ctvnews.ca/thousands-gather-at-alberta-legislature-for-sister-march-protesting-trump-1.3251481
619445934	20170122	201701	2017	2017.0603	CANLEG	ALBERTA	CAN					LEG			ITA	MARCHE	ITA								1	051	051	05	1	3.4	4	1	4	-2.38095238095238	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://edmonton.ctvnews.ca/thousands-gather-at-alberta-legislature-for-sister-march-protesting-trump-1.3251481
619445942	20170122	201701	2017	2017.0603	CHN	CHINA	CHN																		0	043	043	04	1	2.8	2	1	2	-1.50659133709981	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							3	Oklahoma State University, Oklahoma, United States	US	USOK	36.122	-97.0703	1096215	20170122	http://www.greanvillepost.com/2017/01/21/ramsey-clark-a-life-of-indomitable-courage-talks-with-jeff-j-brown-on-china-rising-radio-sinoland-170120/
619445955	20170122	201701	2017	2017.0603	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	3	1	3	-1.50659133709981	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Oklahoma State University, Oklahoma, United States	US	USOK	36.122	-97.0703	1096215	3	Oklahoma State University, Oklahoma, United States	US	USOK	36.122	-97.0703	1096215	20170122	http://www.greanvillepost.com/2017/01/21/ramsey-clark-a-life-of-indomitable-courage-talks-with-jeff-j-brown-on-china-rising-radio-sinoland-170120/
619446143	20170122	201701	2017	2017.0603	CZE	CZECH REPUBLIC	CZE								RUS	RUSSIA	RUS								0	111	111	11	3	-2.0	4	4	4	-2.85841713763885	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	50.0833	14.4667	-553173	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.morningjournal.com/general-news/20170121/over-1-million-join-anti-trump-womens-marches-worldwide
619446386	20170122	201701	2017	2017.0603	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	4	1	4	1.79445350734095	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.complex.com/life/2017/01/celebrities-women-marches
619446400	20170122	201701	2017	2017.0603	GBR	UNITED KINGDOM	GBR								AUS	SYDNEY	AUS								0	042	042	04	1	1.9	1	1	1	-0.91553455404607	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170122	http://www.winnipegfreepress.com/world/womens-marches-attract-masses-across-the-globe-411411215.html
619446415	20170122	201701	2017	2017.0603	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	040	040	04	1	1.0	2	2	2	0.671624971827814	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.politico.com/story/2017/01/uk-prime-minister-theresa-may-to-visit-us-233976
619446441	20170122	201701	2017	2017.0603	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	4	1	4	2.58620689655173	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.9news.com.au/world/2017/01/22/10/16/trump-may-to-meet-next-week-white-house
619446442	20170122	201701	2017	2017.0603	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	030	030	03	1	4.0	4	1	4	2.58620689655173	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	http://www.9news.com.au/world/2017/01/22/10/16/trump-may-to-meet-next-week-white-house
619446445	20170122	201701	2017	2017.0603	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1824	233	1822	0.183407466873323	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170122	https://www.investing.com/news/world-news/trump-to-meet-with-british-prime-minister-may-next-week:-white-house-454795
