635701836	20170311	201703	2017	2017.1945	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	16	4	16	-1.38838842450676	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170311	http://medicinehatnews.com/news/national-news/2017/03/10/us-canada-perplexed-about-migrant-surge-into-canada-kelly-says/
635701837	20170311	201703	2017	2017.1945	CAN	OTTAWA	CAN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	52	12	52	1.25995953842989	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170311	http://medicinehatnews.com/business/2017/03/10/the-border-the-budget-and-chafing-over-the-centre-federal-politics-this-week/
635701838	20170311	201703	2017	2017.1945	CAN	OTTAWA	CAN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	13	12	13	1.25995953842989	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170311	http://medicinehatnews.com/business/2017/03/10/the-border-the-budget-and-chafing-over-the-centre-federal-politics-this-week/
635701839	20170311	201703	2017	2017.1945	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	036	036	03	1	4.0	40	10	40	-0.269689043882592	1	Canada	CA	CA	60	-95	CA	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	Canada	CA	CA	60	-95	CA	20170311	http://www.inews880.com/syn/73/124463/liz-hear-the-song-celine-dion-wrote-from-the-beauty-and-the-beast-soundtrack
635701841	20170311	201703	2017	2017.1945	CAN	CANADIAN	CAN								USA	MAINE	USA								1	043	043	04	1	2.8	2	1	2	0	1	Canada	CA	CA	60	-95	CA	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170311	http://www.winnipegfreepress.com/travel/bay-ferries-offers-discounted-rates-for-travel-from-maine-to-nova-scotia-415891594.html
635701843	20170311	201703	2017	2017.1945	CAN	OTTAWA	CAN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	52	12	52	1.25995953842989	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170311	http://medicinehatnews.com/business/2017/03/10/the-border-the-budget-and-chafing-over-the-centre-federal-politics-this-week/
635701844	20170311	201703	2017	2017.1945	CAN	OTTAWA	CAN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	13	12	13	1.25995953842989	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170311	http://medicinehatnews.com/business/2017/03/10/the-border-the-budget-and-chafing-over-the-centre-federal-politics-this-week/
635701845	20170311	201703	2017	2017.1945	CAN	CANADA	CAN								USA	MAINE	USA								0	080	080	08	2	5.0	2	2	2	-4.30684800763541	1	Canada	CA	CA	60	-95	CA	2	Maine, United States	US	USME	44.6074	-69.3977	ME	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170311	http://www.salemnews.com/news/local_news/parole-denied-again-for-maimoni/article_21b2c1dd-bcad-54e3-9726-293ab70b136f.html
635701945	20170311	201703	2017	2017.1945	CHRCTH	CATHOLIC BISHOP				CHR	CTH				CVL	IMMIGRANT						CVL			1	111	111	11	3	-2.0	117	19	117	-3.84899110790448	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170311	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_RELIGIOUS_LEADERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-10-18-43-23
635701946	20170311	201703	2017	2017.1945	CHRCTH	CATHOLIC BISHOP				CHR	CTH				CVL	IMMIGRANT						CVL			1	114	114	11	3	-2.0	117	19	117	-3.84899110790448	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	1	Mexico	MX	MX	23	-102	MX	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	20170311	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_RELIGIOUS_LEADERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-10-18-43-23
635701948	20170311	201703	2017	2017.1945	CHRCTH	CATHOLIC BISHOP				CHR	CTH				REF	REFUGEE						REF			1	111	111	11	3	-2.0	117	19	117	-3.84899110790448	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170311	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_RELIGIOUS_LEADERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-10-18-43-23
635701959	20170311	201703	2017	2017.1945	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								GOV	DIPLOMAT						GOV			1	042	042	04	1	1.9	26	13	26	-0.75088875903522	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635702084	20170311	201703	2017	2017.1945	COP	BORDER PATROL						COP			MEX	MEXICAN	MEX								0	030	030	03	1	4.0	2	1	2	-4.03780068728522	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	4	Caborca, Sonora, Mexico	MX	MX26	30.7167	-112.15	-1670509	4	Caborca, Sonora, Mexico	MX	MX26	30.7167	-112.15	-1670509	20170311	http://tbtpics.tampabay.com/news/politics/national/even-before-president-trumps-border-wall-migrants-are-finding-the-us/2316184
635702252	20170311	201703	2017	2017.1945	CVL	POPULATION						CVL													0	110	110	11	3	-2.0	2	1	2	-2.78767553971914	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170311	https://www.lrb.co.uk/v28/n06/john-mearsheimer/the-israel-lobby
635702271	20170311	201703	2017	2017.1945	CVL	MIGRANT						CVL			CAN	MANITOBA	CAN								0	042	042	04	1	1.9	4	2	4	-1.6234448922376	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170311	http://medicinehatnews.com/news/national-news/2017/03/10/us-canada-perplexed-about-migrant-surge-into-canada-kelly-says/
635702272	20170311	201703	2017	2017.1945	CVL	MIGRANT						CVL			CAN	MANITOBA	CAN								1	042	042	04	1	1.9	78	11	78	-1.42919994077903	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170311	http://medicinehatnews.com/news/national-news/2017/03/10/us-canada-perplexed-about-migrant-surge-into-canada-kelly-says/
635702293	20170311	201703	2017	2017.1945	CVL	COMMUNITY						CVL			LAB	EMPLOYEE						LAB			1	020	020	02	1	3.0	6	1	6	2.83687943262412	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170311	http://www.einnews.com/pr_news/370481163/blaze-fast-fire-d-pizza-announces-job-fair-for-west-des-moines-ia-location
635702670	20170311	201703	2017	2017.1945	GBR	BRITISH	GBR								USA	UNITED STATES	USA								0	071	071	07	2	7.4	1	1	1	-2.78767553971914	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170311	https://www.lrb.co.uk/v28/n06/john-mearsheimer/the-israel-lobby
635702735	20170311	201703	2017	2017.1945	GOV	PRIME MINISTER						GOV													0	040	040	04	1	1.0	1	1	1	-13.0044843049327	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	0							1	India	IN	IN	20	77	IN	20170311	https://newpittsburghcourieronline.com/2017/03/10/kansas-unlikely-to-pass-hate-crimes-bill-after-bar-shooting/
635702838	20170311	201703	2017	2017.1945	GOV	THE PM						GOV			CAN	CANADA	CAN								1	015	015	01	1	0.0	5	3	5	-1.9786242651053	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170311	https://www.thestar.com/news/canada/2017/03/10/prime-minister-justin-trudeaus-controversial-castro-tribute-left-bureaucrats-scrambling.html
635702851	20170311	201703	2017	2017.1945	GOV	DIPLOMAT						GOV			COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	043	043	04	1	2.8	26	13	26	-0.75088875903522	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635702867	20170311	201703	2017	2017.1945	GOV	AMBASSADOR TO THE U						GOV			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	48	13	48	-0.75088875903522	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Saint James, Suffolk, United Kingdom	UK	UKN5	52.3833	1.41667	-2606872	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635702907	20170311	201703	2017	2017.1945	GOV	PRESIDENT						GOV			MEX	MEXICO	MEX								0	040	040	04	1	1.0	9	9	9	-0.7984389605375	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635702933	20170311	201703	2017	2017.1945	GOV	AMBASSADOR TO THE U						GOV			REL	SAINT									1	010	010	01	1	0.0	24	13	24	-0.75088875903522	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Saint James, Suffolk, United Kingdom	UK	UKN5	52.3833	1.41667	-2606872	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635702946	20170311	201703	2017	2017.1945	GOV	DIPLOMAT						GOV			SEN	SENEGAL	SEN								1	043	043	04	1	2.8	26	13	26	-0.75088875903522	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635702972	20170311	201703	2017	2017.1945	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-13.0044843049327	1	India	IN	IN	20	77	IN	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	1	India	IN	IN	20	77	IN	20170311	https://newpittsburghcourieronline.com/2017/03/10/kansas-unlikely-to-pass-hate-crimes-bill-after-bar-shooting/
635702973	20170311	201703	2017	2017.1945	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-13.0044843049327	1	India	IN	IN	20	77	IN	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170311	https://newpittsburghcourieronline.com/2017/03/10/kansas-unlikely-to-pass-hate-crimes-bill-after-bar-shooting/
635703626	20170311	201703	2017	2017.1945	JUD	ATTORNEY						JUD			GOV	PRESIDENT						GOV			1	0831	083	08	2	5.0	8	1	8	-1.51006711409396	3	Manhattan, New York, United States	US	USNY	40.7834	-73.9662	971945	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170311	https://www.law360.com/articles/900851
635704022	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX																		0	010	010	01	1	0.0	2	1	2	-6.41940085592012	1	Mexico	MX	MX	23	-102	MX	0							1	United States	US	US	38	-97	US	20170311	http://www.teenvogue.com/story/undocumented-parents-could-be-separated-from-their-children-at-the-border
635704041	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	9	9	9	-0.7984389605375	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635704044	20170311	201703	2017	2017.1945	MEX	MEXICAN	MEX								GOV	ADMINISTRATION						GOV			0	164	164	16	4	-7.0	11	11	11	-3.27583155353888	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170311	http://www.wfnc640am.com/news/how-trumps-first-50-days-will-define-the-next/
635704046	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								MEXCVL	MEXICO	MEX					CVL			0	010	010	01	1	0.0	1	1	1	-3.17460317460317	3	Gunnison County, Colorado, United States	US	USCO	38.7	-107.067	198141	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170311	https://www.rawstory.com/2017/03/ice-illegally-detained-a-colorado-man-for-days-because-of-his-hispanic-appearance-lawsuit-claims/
635704047	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								MEXCVL	MEXICO	MEX					CVL			0	010	010	01	1	0.0	1	1	1	-3.17460317460317	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170311	https://www.rawstory.com/2017/03/ice-illegally-detained-a-colorado-man-for-days-because-of-his-hispanic-appearance-lawsuit-claims/
635704051	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								NMR	NORTH AMERICA	NMR								1	061	061	06	2	6.4	2	1	2	0.48413125336203	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170311	http://www.thestar.com.my/opinion/columnists/comment/2017/03/11/aseans-next-50-years/
635704054	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	013	013	01	1	0.4	40	19	40	-3.84899110790448	1	Mexico	MX	MX	23	-102	MX	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	20170311	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_RELIGIOUS_LEADERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-10-18-43-23
635704055	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	013	013	01	1	0.4	40	19	40	-3.84899110790448	1	Mexico	MX	MX	23	-102	MX	3	Union City, Indiana, United States	US	USIN	40.202	-84.8091	445119	1	Mexico	MX	MX	23	-102	MX	20170311	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_RELIGIOUS_LEADERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-10-18-43-23
635704056	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								USA	COLORADO	USA								0	013	013	01	1	0.4	4	1	4	-3.17460317460317	1	Mexico	MX	MX	23	-102	MX	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170311	https://www.rawstory.com/2017/03/ice-illegally-detained-a-colorado-man-for-days-because-of-his-hispanic-appearance-lawsuit-claims/
635704057	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	013	013	01	1	0.4	2	1	2	-3.17460317460317	1	Mexico	MX	MX	23	-102	MX	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	1	Mexico	MX	MX	23	-102	MX	20170311	https://www.rawstory.com/2017/03/ice-illegally-detained-a-colorado-man-for-days-because-of-his-hispanic-appearance-lawsuit-claims/
635704058	20170311	201703	2017	2017.1945	MEX	TIJUANA	MEX								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-4.42477876106195	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170311	http://www.wwjb.com/2017/03/10/1-4-million-worth-of-painkillers-found-hidden-in-car-at-us-mexico-border/
635704059	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	057	057	05	1	8.0	6	1	6	-4.03780068728522	4	Nuevo Laredo, Tamaulipas, Mexico	MX	MX28	27.5	-99.5167	-1685540	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Nuevo Laredo, Tamaulipas, Mexico	MX	MX28	27.5	-99.5167	-1685540	20170311	http://tbtpics.tampabay.com/news/politics/national/even-before-president-trumps-border-wall-migrants-are-finding-the-us/2316184
635704060	20170311	201703	2017	2017.1945	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-4.03780068728522	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Nuevo Laredo, Tamaulipas, Mexico	MX	MX28	27.5	-99.5167	-1685540	20170311	http://tbtpics.tampabay.com/news/politics/national/even-before-president-trumps-border-wall-migrants-are-finding-the-us/2316184
635704063	20170311	201703	2017	2017.1945	MEX	MEXICAN	MEX								USA	UNITED STATES	USA								0	164	164	16	4	-7.0	11	11	11	-3.27583155353888	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170311	http://www.wfnc640am.com/news/how-trumps-first-50-days-will-define-the-next/
635704067	20170311	201703	2017	2017.1945	MEXGOV	MEXICO	MEX					GOV			USA	WASHINGTON	USA								0	042	042	04	1	1.9	44	11	44	-0.764520624419429	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635704270	20170311	201703	2017	2017.1945	NMR	NORTH AMERICA	NMR								CAN	CANADA	CAN								1	061	061	06	2	6.4	2	1	2	0.48413125336203	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	20170311	http://www.thestar.com.my/opinion/columnists/comment/2017/03/11/aseans-next-50-years/
635704271	20170311	201703	2017	2017.1945	NMR	NORTH AMERICA	NMR								MEX	MEXICO	MEX								1	061	061	06	2	6.4	2	1	2	0.48413125336203	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170311	http://www.thestar.com.my/opinion/columnists/comment/2017/03/11/aseans-next-50-years/
635704554	20170311	201703	2017	2017.1945	RUS	RUSSIAN	RUS								EUR	EUROPE	EUR								1	173	173	17	4	-5.0	19	10	19	-0.79137526826832	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635704555	20170311	201703	2017	2017.1945	RUS	RUSSIAN	RUS								EUR	EUROPE	EUR								1	173	173	17	4	-5.0	56	11	56	-0.776161603971058	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635704658	20170311	201703	2017	2017.1945	SAU	MEDINA	SAU								USA	COLORADO	USA								1	090	090	09	2	-2.0	1	1	1	-3.17460317460317	3	Gunnison County, Colorado, United States	US	USCO	38.7	-107.067	198141	3	Gunnison County, Colorado, United States	US	USCO	38.7	-107.067	198141	1	Mexico	MX	MX	23	-102	MX	20170311	https://www.rawstory.com/2017/03/ice-illegally-detained-a-colorado-man-for-days-because-of-his-hispanic-appearance-lawsuit-claims/
635704671	20170311	201703	2017	2017.1945	SEN	SENEGAL	SEN								GOV	DIPLOMAT						GOV			1	042	042	04	1	1.9	26	13	26	-0.75088875903522	1	China	CH	CH	35	105	CH	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	20170311	http://hpr2.org/post/worries-grow-top-posts-remain-vacant-state-department
635705222	20170311	201703	2017	2017.1945	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	8	2	8	-4.30684800763541	2	Maine, United States	US	USME	44.6074	-69.3977	ME	0							1	Canada	CA	CA	60	-95	CA	20170311	http://www.salemnews.com/news/local_news/parole-denied-again-for-maimoni/article_21b2c1dd-bcad-54e3-9726-293ab70b136f.html
635705238	20170311	201703	2017	2017.1945	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	1	1	1	-2.78767553971914	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170311	https://www.lrb.co.uk/v28/n06/john-mearsheimer/the-israel-lobby
635705312	20170311	201703	2017	2017.1945	USA	KANSAS	USA																		1	172	172	17	4	-5.0	2	1	2	-13.0044843049327	1	India	IN	IN	20	77	IN	0							2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170311	https://newpittsburghcourieronline.com/2017/03/10/kansas-unlikely-to-pass-hate-crimes-bill-after-bar-shooting/
635705424	20170311	201703	2017	2017.1945	USA	NEW YORK	USA								BUS	COMPANY						BUS			1	112	112	11	3	-2.0	20	2	20	-6.11693226578791	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20170311	http://www.metro.us/news/caterpillar-says-compliant-with-tax-laws-after-irs-claim/NHFqcj---3_FnlFeevQwW9Asibl_epg/
