622012486	20170130	201701	2017	2017.0822	CAN	CANADA	CAN								CVL	RESIDENTS						CVL			0	0841	084	08	2	7.0	26	18	26	-3.19233579539272	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.princegeorgecitizen.com/news/national-news/amid-confusion-government-clears-up-how-widescale-u-s-travel-ban-affects-canadians-1.9376001
622012487	20170130	201701	2017	2017.0822	CAN	CANADA	CAN								CVL	RESIDENTS						CVL			0	0841	084	08	2	7.0	21	18	21	-2.80437680818103	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170130	http://www.princegeorgecitizen.com/news/national-news/amid-confusion-government-clears-up-how-widescale-u-s-travel-ban-affects-canadians-1.9376001
622012506	20170130	201701	2017	2017.0822	CAN	CANADIAN	CAN								GOV	PRESIDENT						GOV			0	120	120	12	3	-4.0	8	4	8	-3.74160833727691	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.wmbfnews.com/story/34368777/the-latest-aid-chief-says-refugee-ban-makes-us-small-mean
622012515	20170130	201701	2017	2017.0822	CAN	CANADIAN	CAN								REF	REFUGEE						REF			0	051	051	05	1	3.4	128	19	126	-4.0203767628827	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170130	http://www.dnaindia.com/world/report-update-2-tens-of-thousands-in-us-cities-protest-trump-immigration-order-2299650
622012523	20170130	201701	2017	2017.0822	CAN	CANADA	CAN								SYR	SYRIAN	SYR								0	051	051	05	1	3.4	10	5	10	-3.70804952887297	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.wmbfnews.com/story/34368777/the-latest-aid-chief-says-refugee-ban-makes-us-small-mean
622012529	20170130	201701	2017	2017.0822	CAN	CANADIAN	CAN								USAGOV	UNITED STATES	USA					GOV			0	120	120	12	3	-4.0	8	4	8	-3.74160833727691	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.wmbfnews.com/story/34368777/the-latest-aid-chief-says-refugee-ban-makes-us-small-mean
622012539	20170130	201701	2017	2017.0822	CANGOV	CANADA	CAN					GOV			GOV	PRESIDENT						GOV			0	120	120	12	3	-4.0	8	4	8	-3.74160833727691	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170130	http://www.wmbfnews.com/story/34368777/the-latest-aid-chief-says-refugee-ban-makes-us-small-mean
622012603	20170130	201701	2017	2017.0822	CHN	CHINESE	CHN								SEA	SOUTH EAST ASIA	SEA								0	061	061	06	2	6.4	8	2	8	-3.51701816232708	1	United States	US	US	38	-97	US	4	Cross Island, Maharashtra, India	IN	IN16	18.9472	72.8525	-2093716	4	Cross Island, Maharashtra, India	IN	IN16	18.9472	72.8525	-2093716	20170130	http://www.dailymail.co.uk/indiahome/indianews/article-4169816/Trump-s-bite-bad-bark.html
622012610	20170130	201701	2017	2017.0822	CHN	BEIJING	CHN								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	12	2	12	-2.68439028893197	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	https://www.sott.net/article/341060-Duterte-slams-building-of-permanent-US-weapons-depot-in-Philippines-threatens-to-tear-up-security-treaty
622012611	20170130	201701	2017	2017.0822	CHN	CHINA	CHN								USA	WASHINGTON	USA								0	190	190	19	4	-10.0	18	3	18	-3.04200200379665	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170130	https://www.sott.net/article/341060-Duterte-slams-building-of-permanent-US-weapons-depot-in-Philippines-threatens-to-tear-up-security-treaty
622012819	20170130	201701	2017	2017.0822	CVL	TOURIST						CVL			CAN	CANADA	CAN								1	042	042	04	1	1.9	23	9	23	-4.29998200150627	3	Statue Of Liberty, New York, United States	US	USNY	40.689	-74.0443	1934644	4	Ellis Island, Nunavut, Canada	CA	CA14	62.55	-64.9667	-564169	3	Statue Of Liberty, New York, United States	US	USNY	40.689	-74.0443	1934644	20170130	http://www.duquoin.com/news/20170129/latest-trump-defends-order-to-protect-border
622012821	20170130	201701	2017	2017.0822	CVL	RESIDENTS						CVL			CAN	CANADA	CAN								0	044	044	04	1	2.5	2	1	2	-3.79506641366224	3	Temple Sholom, New York, United States	US	USNY	40.7483	-73.7089	2080168	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	Temple Sholom, New York, United States	US	USNY	40.7483	-73.7089	2080168	20170130	http://www.abbynews.com/news/412089993.html
622013058	20170130	201701	2017	2017.0822	EDU	UNIVERSITY						EDU			GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	14	7	14	-2.98712447024539	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170130	http://www.sbsun.com/government-and-politics/20170129/reactions-from-around-the-us-world-to-trumps-travel-ban
622013079	20170130	201701	2017	2017.0822	EDU	UNIVERSITY						EDU			REF	REFUGEE						REF			0	160	160	16	4	-4.0	16	8	16	-2.93300098531258	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170130	http://www.sbsun.com/government-and-politics/20170129/reactions-from-around-the-us-world-to-trumps-travel-ban
622013124	20170130	201701	2017	2017.0822	ELI	RETIRED						ELI			IGOWSTNAT	NATO	WST	NAT				IGO			0	111	111	11	3	-2.0	42	13	42	-2.19054180270744	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.quesnelobserver.com/national/412090623.html
622013219	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR																		0	011	011	01	1	-0.1	1	1	1	-4.89977728285078	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	0							1	United Kingdom	UK	UK	54	-2	UK	20170130	http://mauitime.com/news/politics/report-hawaii-ag-doug-chin-one-of-16-attorneys-general-to-oppose-trumps-muslim-travel-ban/
622013220	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR																		0	011	011	01	1	-0.1	1	1	1	-4.89977728285078	1	United Kingdom	UK	UK	54	-2	UK	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170130	http://mauitime.com/news/politics/report-hawaii-ag-doug-chin-one-of-16-attorneys-general-to-oppose-trumps-muslim-travel-ban/
622013223	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR																		1	028	028	02	1	4.0	12	3	12	-2.41916945860778	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.express.co.uk/news/uk/760440/Donald-Trump-petition-ban-Muslim-UK-vote-signatures-state-visit-USA
622013224	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR																		0	028	028	02	1	4.0	2	1	2	-2.65392781316348	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170130	http://www.express.co.uk/news/uk/760440/Donald-Trump-petition-ban-Muslim-UK-vote-signatures-state-visit-USA
622013241	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR																		1	133	133	13	3	-5.8	6	3	6	-2.86458333333334	1	United Kingdom	UK	UK	54	-2	UK	0							3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170130	http://www.mcall.com/news/nationworld/ct-donald-trump-refugee-ban-rallies-20170129-story.html
622013266	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								AUS	AUSTRALIA	AUS								0	164	164	16	4	-7.0	1	1	1	-4.63207270595133	1	United Kingdom	UK	UK	54	-2	UK	1	Australia	AS	AS	-27	133	AS	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170130	http://www.geelongadvertiser.com.au/news/australia-in-talks-with-us-on-dual-nationals-over-donald-trumps-sevencountry-muslim-ban/news-story/eba777e0afb877842ad8c84ee57d6e01?nk=804ce19b7bf2e095c946abb3530941ed-1485733626
622013278	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								CVL	CITIZEN						CVL			0	172	172	17	4	-5.0	12	6	12	-2.9945999018164	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	20170130	http://www.sbsun.com/government-and-politics/20170129/reactions-from-around-the-us-world-to-trumps-travel-ban
622013286	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								GOV	AUTHORITIES						GOV			0	010	010	01	1	0.0	24	12	24	-3.08225348682532	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170130	http://www.sbsun.com/government-and-politics/20170129/reactions-from-around-the-us-world-to-trumps-travel-ban
622013287	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								GOV	AUTHORITIES						GOV			0	010	010	01	1	0.0	4	2	4	-3.40346567235535	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Sweden	SW	SW	62	15	SW	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	20170130	http://www.duquoin.com/news/20170129/latest-trump-defends-order-to-protect-border
622013289	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	1	1	1	-2.13178294573644	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170130	https://www.sott.net/article/341055-Foreign-politicians-are-in-no-position-to-comment-on-Trumps-domestic-policies
622013302	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	042	042	04	1	1.9	12	6	12	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Iran	IR	IR	32	53	IR	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013303	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								IRQ	IRAQ	IRQ								1	042	042	04	1	1.9	11	6	11	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Iraq	IZ	IZ	33	44	IZ	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013308	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								LBY	LIBYA	LBY								1	042	042	04	1	1.9	12	6	12	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Libya	LY	LY	25	17	LY	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013315	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	4	2	4	-3.40346567235535	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	20170130	http://www.duquoin.com/news/20170129/latest-trump-defends-order-to-protect-border
622013323	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								SDN	SUDAN	SDN								0	042	042	04	1	1.9	3	3	3	-4.13710977132917	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Sudan	SU	SU	15	30	SU	20170130	http://www.swissinfo.ch/eng/trump-defends-travel-bans-as-thousands-protest-and-criticism-rises-------------/42916924
622013325	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								SDN	SUDAN	SDN								0	042	042	04	1	1.9	2	2	2	-4.27214520387848	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Sudan	SU	SU	15	30	SU	20170130	http://www.dnaindia.com/world/report-wrapup-4-trump-defends-travel-bans-as-thousands-protest-and-criticism-rises-2299653
622013327	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								SDN	SUDAN	SDN								1	042	042	04	1	1.9	12	6	12	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Sudan	SU	SU	15	30	SU	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013328	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								SOM	SOMALIA	SOM								1	042	042	04	1	1.9	12	6	12	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Somalia	SO	SO	10	49	SO	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013329	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								SYR	SYRIA	SYR								1	042	042	04	1	1.9	12	6	12	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Syria	SY	SY	35	38	SY	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013331	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	020	020	02	1	3.0	17	5	17	-5.31253376873238	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170130	http://www.dailyexaminer.com.au/news/dual-citizens-hit-trump-travel-bans/3137237/
622013333	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	042	042	04	1	1.9	26	13	26	-3.68603956916266	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013334	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	042	042	04	1	1.9	427	55	427	-5.23723977469341	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013336	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	130	130	13	3	-4.4	30	11	30	-3.13026411373826	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170130	http://www.duquoin.com/news/20170129/latest-trump-defends-order-to-protect-border
622013337	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	141	141	14	3	-6.5	24	5	24	-5.91022020660589	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170130	http://www.dailyexaminer.com.au/news/dual-citizens-hit-trump-travel-bans/3137237/
622013338	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	164	164	16	4	-7.0	8	4	8	-5.80955018963888	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170130	http://www.dailyexaminer.com.au/news/dual-citizens-hit-trump-travel-bans/3137237/
622013339	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	164	164	16	4	-7.0	8	4	8	-5.80955018963888	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170130	http://www.dailyexaminer.com.au/news/dual-citizens-hit-trump-travel-bans/3137237/
622013341	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	172	172	17	4	-5.0	24	12	24	-3.08225348682532	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	20170130	http://www.sbsun.com/government-and-politics/20170129/reactions-from-around-the-us-world-to-trumps-travel-ban
622013342	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	172	172	17	4	-5.0	16	4	16	-5.80955018963888	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170130	http://www.dailyexaminer.com.au/news/dual-citizens-hit-trump-travel-bans/3137237/
622013343	20170130	201701	2017	2017.0822	GBR	BRITAIN	GBR								USA	UNITED STATES	USA								1	172	172	17	4	-5.0	1	1	1	-2.13178294573644	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170130	https://www.sott.net/article/341055-Foreign-politicians-are-in-no-position-to-comment-on-Trumps-domestic-policies
622013344	20170130	201701	2017	2017.0822	GBR	BRITAIN	GBR								USA	UNITED STATES	USA								1	172	172	17	4	-5.0	1	1	1	-2.13178294573644	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170130	https://www.sott.net/article/341055-Foreign-politicians-are-in-no-position-to-comment-on-Trumps-domestic-policies
622013346	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	4	2	4	-3.40346567235535	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170130	http://www.duquoin.com/news/20170129/latest-trump-defends-order-to-protect-border
622013349	20170130	201701	2017	2017.0822	GBR	UNITED KINGDOM	GBR								YEM	YEMEN	YEM								1	042	042	04	1	1.9	12	6	12	-3.06220050405231	1	United Kingdom	UK	UK	54	-2	UK	1	Yemen	YM	YM	15	48	YM	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622013355	20170130	201701	2017	2017.0822	GBRCVL	BRITISH	GBR					CVL			USA	UNITED STATES	USA								0	172	172	17	4	-5.0	72	12	72	-3.08225348682532	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	20170130	http://www.sbsun.com/government-and-politics/20170129/reactions-from-around-the-us-world-to-trumps-travel-ban
622013513	20170130	201701	2017	2017.0822	GOV	GOVERNMENT						GOV			CAN	CANADA	CAN								1	061	061	06	2	6.4	32	23	32	-3.14536962199661	1	United States	US	US	38	-97	US	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170130	http://www.dnaindia.com/world/report-update-2-canada-to-offer-temporary-residency-to-travelers-stranded-by-us-2299646
622013563	20170130	201701	2017	2017.0822	GOV	ADMINISTRATION						GOV			GBR	UNITED KINGDOM	GBR								0	020	020	02	1	3.0	1	1	1	-4.63207270595133	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	United Kingdom	UK	UK	54	-2	UK	1	Australia	AS	AS	-27	133	AS	20170130	http://www.geelongadvertiser.com.au/news/australia-in-talks-with-us-on-dual-nationals-over-donald-trumps-sevencountry-muslim-ban/news-story/eba777e0afb877842ad8c84ee57d6e01?nk=804ce19b7bf2e095c946abb3530941ed-1485733626
622013912	20170130	201701	2017	2017.0822	IGOUNO	THE UN		UNO				IGO			KOR	SOUTH KOREA	KOR								0	030	030	03	1	4.0	2	1	2	0.46573519627411	1	North Korea	KN	KN	40	127	KN	1	India	IN	IN	20	77	IN	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170130	http://moderndiplomacy.eu/index.php?option=com_k2&view=item&id=2199:donald-trump-nuclear-issue-and-nuclear-war&Itemid=135
622013986	20170130	201701	2017	2017.0822	IRN	IRAN	IRN								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	12	6	12	-3.06220050405231	1	Iran	IR	IR	32	53	IR	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
622014048	20170130	201701	2017	2017.0822	IRN	IRANIAN	IRN								USA	UNITED STATES	USA								0	172	172	17	4	-5.0	312	51	312	-1.72345553669282	1	Iran	IR	IR	32	53	IR	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170130	http://www.mywabashvalley.com/news/how-trumps-travel-ban-affects-green-card-holders-and-dual-citizens/646886038
622014101	20170130	201701	2017	2017.0822	IRQ	IRAQ	IRQ								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	12	6	12	-3.06220050405231	1	Iraq	IZ	IZ	33	44	IZ	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170130	http://www.kcfm.co.uk/news/uk-news/britons-with-dual-citizenship-exempt-from-donald-trumps-travel-ban/
