622822492	20170201	201702	2017	2017.0849	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	2	1	2	2.65848670756647	4	Lake Simcoe, Ontario, Canada	CA	CA08	44.45	-79.3333	-573650	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170201	http://www.thebarrieexaminer.com/2017/01/31/snowbirds-coming-to-barrie-to-help-celebrate-canadas-birthday
622822493	20170201	201702	2017	2017.0849	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	014	014	01	1	0.0	2	1	2	-2.67314702308627	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170201	http://www.theglobeandmail.com/news/politics/liberals-ndp-canada-refugees-trump-ban/article33846953/
622822494	20170201	201702	2017	2017.0849	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-2.67314702308627	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170201	http://www.theglobeandmail.com/news/politics/liberals-ndp-canada-refugees-trump-ban/article33846953/
622822572	20170201	201702	2017	2017.0849	CHN	CHINESE	CHN								USALEG	AMERICAN	USA					LEG			0	017	017	01	1	0.0	2	1	2	-4.34272300469484	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622822573	20170201	201702	2017	2017.0849	CHN	CHINA	CHN								USALEG	UNITED STATES	USA					LEG			0	017	017	01	1	0.0	1	1	1	-4.34272300469484	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622822574	20170201	201702	2017	2017.0849	CHNCRM	CHINA	CHN					CRM			USA	NEW YORK	USA								1	060	060	06	2	6.0	19	16	19	-5.37554433570981	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170201	http://wsau.com/news/articles/2017/jan/31/new-york-art-dealer-avoids-prison-for-80-million-counterfeit-scheme/
622822826	20170201	201702	2017	2017.0849	CRM	ILLEGAL IMMIGRANT						CRM			MEX	MEXICO	MEX								0	042	042	04	1	1.9	2	2	2	-2.25740957090843	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	20170201	http://www.mywebtimes.com/opinion/columnists/reagan-mr-trump-don-t-build-that-wall/article_7bb8f30e-2cee-5a99-825c-3bf70dfe00cf.html
622822833	20170201	201702	2017	2017.0849	CRM	DEALER						CRM			USA	NEW YORK CITY	USA								1	060	060	06	2	6.0	152	16	152	-5.37554433570981	1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170201	http://wsau.com/news/articles/2017/jan/31/new-york-art-dealer-avoids-prison-for-80-million-counterfeit-scheme/
622822983	20170201	201702	2017	2017.0849	CVL	IMMIGRANT						CVL			GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	2	1	2	-4.34272300469484	1	Mexico	MX	MX	23	-102	MX	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622822984	20170201	201702	2017	2017.0849	CVL	IMMIGRANT						CVL			GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	6	1	6	-4.34272300469484	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622822985	20170201	201702	2017	2017.0849	CVL	IMMIGRANT						CVL			GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	2	1	2	-4.34272300469484	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622823056	20170201	201702	2017	2017.0849	CVL	COMMUNITY						CVL			USA	NEW YORK	USA								0	042	042	04	1	1.9	2	1	2	-2.01072386058981	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170201	http://www.todayonline.com/singapore/uncertainty-over-us-immigration-policies-stirs-anxiety-among-sporeans
622823416	20170201	201702	2017	2017.0849	EUR	EUROPEAN	EUR								USA	AMERICAN	USA								1	012	012	01	1	-0.4	1	1	1	-6.89655172413793	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://www.theyeshivaworld.com/news/headlines-breaking-stories/519318/eu-chief-sees-trump-announcements-as-threats.html
622823417	20170201	201702	2017	2017.0849	EUR	EUROPEAN	EUR								USA	AMERICAN	USA								1	012	012	01	1	-0.4	1	1	1	-6.89655172413793	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170201	http://www.theyeshivaworld.com/news/headlines-breaking-stories/519318/eu-chief-sees-trump-announcements-as-threats.html
622823421	20170201	201702	2017	2017.0849	EUR	EUROPEAN	EUR								USAGOV	AMERICAN	USA					GOV			1	012	012	01	1	-0.4	3	1	3	-6.89655172413793	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://www.theyeshivaworld.com/news/headlines-breaking-stories/519318/eu-chief-sees-trump-announcements-as-threats.html
622823495	20170201	201702	2017	2017.0849	GBR	UNITED KINGDOM	GBR																		0	012	012	01	1	-0.4	1	1	1	-3.96600566572238	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://macaudailytimes.com.mo/uk-says-trump-visit-still-amid-outcry-travel-ban.html
622823519	20170201	201702	2017	2017.0849	GBR	UNITED KINGDOM	GBR																		0	1721	172	17	4	-5.0	1	1	1	-3.96600566572238	4	Chatham, Medway, United Kingdom	UK	UKI3	51.3833	0.516667	-2592300	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://macaudailytimes.com.mo/uk-says-trump-visit-still-amid-outcry-travel-ban.html
622823553	20170201	201702	2017	2017.0849	GBR	LONDON	GBR								CYP	CYPRUS	CYP								1	0311	031	03	1	5.2	28	3	28	-3.66336165942944	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20170201	http://uk.reuters.com/article/uk-deutsche-mirrortrade-probe-scheme-idUKKBN15F23D
622823578	20170201	201702	2017	2017.0849	GBR	UNITED KINGDOM	GBR								JEW	JEWISH				JEW					1	040	040	04	1	1.0	5	5	5	-6.87667685067559	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://www.jta.org/2017/01/31/news-opinion/united-states/remember-the-11-million-why-an-inflated-victims-tally-irks-holocaust-historians
622823587	20170201	201702	2017	2017.0849	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	030	030	03	1	4.0	2	2	2	2.43167070852724	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170201	http://news.goldseek.com/JohnBrowne/1485893868.php
622823600	20170201	201702	2017	2017.0849	GBR	BRITISH	GBR								USAGOV	THE WHITE HOUSE	USA					GOV			1	042	042	04	1	1.9	2	1	2	-0.88495575221239	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170201	http://news.webindia123.com/news/Articles/World/20170201/3046740.html
622823628	20170201	201702	2017	2017.0849	GBRGOV	UNITED KINGDOM	GBR					GOV			BUS	BANK						BUS			0	010	010	01	1	0.0	6	2	6	-3.68991474822024	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170201	http://uk.reuters.com/article/uk-deutsche-mirrortrade-probe-scheme-idUKKBN15F23D
622823630	20170201	201702	2017	2017.0849	GBRGOV	UNITED KINGDOM	GBR					GOV			BUS	BANK						BUS			0	012	012	01	1	-0.4	6	2	6	-3.68991474822024	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170201	http://uk.reuters.com/article/uk-deutsche-mirrortrade-probe-scheme-idUKKBN15F23D
622823636	20170201	201702	2017	2017.0849	GBRGOV	UNITED KINGDOM	GBR					GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-0.88495575221239	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170201	http://news.webindia123.com/news/Articles/World/20170201/3046740.html
622823637	20170201	201702	2017	2017.0849	GBRGOV	BRITISH	GBR					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			1	042	042	04	1	1.9	2	1	2	-0.88495575221239	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170201	http://news.webindia123.com/news/Articles/World/20170201/3046740.html
622823891	20170201	201702	2017	2017.0849	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	013	013	01	1	0.4	2	2	2	-2.26244343891403	4	Langley, British Columbia, Canada	CA	CA02	49.1	-122.65	-567692	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	1	United States	US	US	38	-97	US	20170201	http://www.abbynews.com/news/412315523.html
622823892	20170201	201702	2017	2017.0849	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	013	013	01	1	0.4	2	2	2	-2.26244343891403	1	United States	US	US	38	-97	US	4	Langley, British Columbia, Canada	CA	CA02	49.1	-122.65	-567692	1	United States	US	US	38	-97	US	20170201	http://www.abbynews.com/news/412315523.html
622823893	20170201	201702	2017	2017.0849	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	013	013	01	1	0.4	4	2	4	-2.26244343891403	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	1	United States	US	US	38	-97	US	20170201	http://www.abbynews.com/news/412315523.html
622823896	20170201	201702	2017	2017.0849	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	020	020	02	1	3.0	2	2	2	-2.26244343891403	1	United States	US	US	38	-97	US	4	Langley, British Columbia, Canada	CA	CA02	49.1	-122.65	-567692	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170201	http://www.abbynews.com/news/412315523.html
622823897	20170201	201702	2017	2017.0849	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	020	020	02	1	3.0	4	2	4	-2.26244343891403	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170201	http://www.abbynews.com/news/412315523.html
622823898	20170201	201702	2017	2017.0849	GOV	GOVERNMENT						GOV			AUS	VICTORIA	AUS								0	020	020	02	1	3.0	2	2	2	-2.26244343891403	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170201	http://www.abbynews.com/news/412315523.html
622823938	20170201	201702	2017	2017.0849	GOV	PRESIDENT						GOV			CVL	IMMIGRANT						CVL			0	010	010	01	1	0.0	2	1	2	-4.34272300469484	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622823939	20170201	201702	2017	2017.0849	GOV	PRESIDENT						GOV			CVL	IMMIGRANT						CVL			0	010	010	01	1	0.0	6	1	6	-4.34272300469484	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622823940	20170201	201702	2017	2017.0849	GOV	PRESIDENT						GOV			CVL	IMMIGRANT						CVL			0	010	010	01	1	0.0	2	1	2	-4.34272300469484	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622823948	20170201	201702	2017	2017.0849	GOV	PRESIDENT						GOV			CVL	IMMIGRANT						CVL			0	043	043	04	1	2.8	2	1	2	-4.34272300469484	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622823949	20170201	201702	2017	2017.0849	GOV	PRESIDENT						GOV			CVL	IMMIGRANT						CVL			0	043	043	04	1	2.8	6	1	6	-4.34272300469484	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622823950	20170201	201702	2017	2017.0849	GOV	PRESIDENT						GOV			CVL	IMMIGRANT						CVL			0	043	043	04	1	2.8	2	1	2	-4.34272300469484	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170201	https://thinkprogress.org/meet-the-women-of-color-leading-the-resistance-against-trump-e0a5985ad27d?gi=31a7ef84601
622824315	20170201	201702	2017	2017.0849	HLH	PHYSICIAN						HLH			USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	1.5	5	Shetland Islands, Shetland Islands, United Kingdom	UK	UKW3	60.3333	-1.33333	-2607640	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	5	Shetland Islands, Shetland Islands, United Kingdom	UK	UKW3	60.3333	-1.33333	-2607640	20170201	https://www.thesun.co.uk/news/2753658/incredible-images-show-hundreds-of-axe-and-fire-wielding-vikings-storming-the-shetland-islands-for-spectacular-up-helly-aa-festival/
622824316	20170201	201702	2017	2017.0849	HLH	PHYSICIAN						HLH			USA	HOUSTON	USA								0	042	042	04	1	1.9	4	1	4	1.5	5	Shetland Islands, Shetland Islands, United Kingdom	UK	UKW3	60.3333	-1.33333	-2607640	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170201	https://www.thesun.co.uk/news/2753658/incredible-images-show-hundreds-of-axe-and-fire-wielding-vikings-storming-the-shetland-islands-for-spectacular-up-helly-aa-festival/
622824317	20170201	201702	2017	2017.0849	HLH	PHYSICIAN						HLH			USA	TEXAS	USA								0	042	042	04	1	1.9	2	1	2	1.5	5	Shetland Islands, Shetland Islands, United Kingdom	UK	UKW3	60.3333	-1.33333	-2607640	2	Texas, United States	US	USTX	31.106	-97.6475	TX	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170201	https://www.thesun.co.uk/news/2753658/incredible-images-show-hundreds-of-axe-and-fire-wielding-vikings-storming-the-shetland-islands-for-spectacular-up-helly-aa-festival/
622824756	20170201	201702	2017	2017.0849	JEW	JEWISH				JEW					GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	5	5	5	-6.87667685067559	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://www.jta.org/2017/01/31/news-opinion/united-states/remember-the-11-million-why-an-inflated-victims-tally-irks-holocaust-historians
622825284	20170201	201702	2017	2017.0849	MED	JOURNALIST						MED													0	010	010	01	1	0.0	1	1	1	-3.15789473684211	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170201	http://www.columbiatribune.com/opinion/columnists/shutting-up-is-simply-not-an-option/article_2c06c5da-7c52-57b3-a3af-64993f2a9550.html
622825309	20170201	201702	2017	2017.0849	MED	WRITER						MED													1	051	051	05	1	3.4	1	1	1	4.56273764258555	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							1	United States	US	US	38	-97	US	20170201	http://www.westernpeople.ie/2017/01/31/irish-author-sebastian-barry-crazy-happy-to-win-2016-costa-book-of-the-year/
622825347	20170201	201702	2017	2017.0849	MED	MEDIA						MED			GOV	REGIME						GOV			1	011	011	01	1	-0.1	2	1	2	-3.15789473684211	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170201	http://www.columbiatribune.com/opinion/columnists/shutting-up-is-simply-not-an-option/article_2c06c5da-7c52-57b3-a3af-64993f2a9550.html
622825407	20170201	201702	2017	2017.0849	MEX	MEXICO	MEX								CRM	ILLEGAL IMMIGRANT						CRM			0	043	043	04	1	2.8	2	2	2	-2.25740957090843	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170201	http://www.mywebtimes.com/opinion/columnists/reagan-mr-trump-don-t-build-that-wall/article_7bb8f30e-2cee-5a99-825c-3bf70dfe00cf.html
622825414	20170201	201702	2017	2017.0849	MEX	MEXICO	MEX								NMR	NORTH AMERICA	NMR								1	061	061	06	2	6.4	8	1	8	0.289087897553799	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170201	http://www.washingtonexaminer.com/how-trumps-protectionism-will-cause-more-illegal-immigration/article/2613522
622825417	20170201	201702	2017	2017.0849	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	061	061	06	2	6.4	44	6	44	-0.443397503821633	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170201	http://www.washingtonexaminer.com/how-trumps-protectionism-will-cause-more-illegal-immigration/article/2613522
622825514	20170201	201702	2017	2017.0849	MNCUSA	EXXON	USA					MNC			MYS	MALAYSIA	MYS								1	046	046	04	1	7.0	4	1	4	1.58730158730159	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170201	http://www.thesundaily.my/news/2146593
622825738	20170201	201702	2017	2017.0849	NMR	NORTH AMERICA	NMR								MEX	MEXICO	MEX								1	061	061	06	2	6.4	8	1	8	0.289087897553799	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170201	http://www.washingtonexaminer.com/how-trumps-protectionism-will-cause-more-illegal-immigration/article/2613522
622825881	20170201	201702	2017	2017.0849	REB	INSURGENT						REB			USA	VIRGINIA	USA								1	110	110	11	3	-2.0	14	8	14	-2.42055644128073	1	Mexico	MX	MX	23	-102	MX	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170201	http://www.newcanaannewsonline.com/news/us/article/Trump-s-attack-tactics-emerge-in-Virginia-10897780.php
622825883	20170201	201702	2017	2017.0849	REB	INSURGENT						REB			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	8	8	8	-2.42055644128073	1	Mexico	MX	MX	23	-102	MX	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170201	http://www.newcanaannewsonline.com/news/us/article/Trump-s-attack-tactics-emerge-in-Virginia-10897780.php
622826006	20170201	201702	2017	2017.0849	RUS	RUSSIA	RUS								CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	-4.52729693741678	1	Russia	RS	RS	60	100	RS	1	China	CH	CH	35	105	CH	2	Maine, United States	US	USME	44.6074	-69.3977	ME	20170201	https://bangordailynews.com/2017/01/31/news/piscataquis/survivor-of-1963-b-52-crash-that-killed-seven-in-maine-dies-after-years-of-military-service/
