628725052	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	0.32206119162641	1	Canada	CA	CA	60	-95	CA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.900chml.com/syn/110/154791/notley-to-head-to-washington-to-remind-u-s-decision-makers-about-trade
628725054	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	0.32206119162641	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.900chml.com/syn/110/154791/notley-to-head-to-washington-to-remind-u-s-decision-makers-about-trade
628725055	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	36	9	36	-4.18852674656766	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628725056	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	013	013	01	1	0.4	1	1	1	0.32206119162641	1	Canada	CA	CA	60	-95	CA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.900chml.com/syn/110/154791/notley-to-head-to-washington-to-remind-u-s-decision-makers-about-trade
628725057	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	013	013	01	1	0.4	1	1	1	0.32206119162641	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.900chml.com/syn/110/154791/notley-to-head-to-washington-to-remind-u-s-decision-makers-about-trade
628725060	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-2.65060240963856	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170218	http://www.bbc.com/news/world-us-canada-38964069
628725061	20170218	201702	2017	2017.1315	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	-2.65060240963856	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170218	http://www.bbc.com/news/world-us-canada-38964069
628725063	20170218	201702	2017	2017.1315	CAN	CANADIAN	CAN								USA	COLORADO	USA								1	061	061	06	2	6.4	6	2	4	3.31578947368421	1	Canada	CA	CA	60	-95	CA	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	1	Canada	CA	CA	60	-95	CA	20170218	http://www.9news.com/money/business/colorados-digitalglobe-is-in-advanced-talks-to-sell-to-canadian-company-report-says/409399773
628725064	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	0.32206119162641	1	Canada	CA	CA	60	-95	CA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170218	http://www.900chml.com/syn/110/154791/notley-to-head-to-washington-to-remind-u-s-decision-makers-about-trade
628725065	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	0.32206119162641	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.900chml.com/syn/110/154791/notley-to-head-to-washington-to-remind-u-s-decision-makers-about-trade
628725068	20170218	201702	2017	2017.1315	CAN	CANADA	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			0	012	012	01	1	-0.4	36	9	36	-4.18852674656766	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628725073	20170218	201702	2017	2017.1315	CANBUS	CANADIAN	CAN					BUS			USA	COLORADO	USA								1	061	061	06	2	6.4	9	2	6	3.31578947368421	1	Canada	CA	CA	60	-95	CA	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	1	Canada	CA	CA	60	-95	CA	20170218	http://www.9news.com/money/business/colorados-digitalglobe-is-in-advanced-talks-to-sell-to-canadian-company-report-says/409399773
628725094	20170218	201702	2017	2017.1315	CANGOVMIL	CANADA	CAN					GOV	MIL		USAGOVMIL	UNITED STATES	USA					GOV	MIL		0	040	040	04	1	1.0	4	2	4	1.57192765735683	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170218	http://www.montrealgazette.com/news/world/when+comes+nato+will+pick+cheque+trudeau+shrugs+push+more/12931755/story.html
628725144	20170218	201702	2017	2017.1315	CHN	CHINA	CHN								EUR	EUROPEAN	EUR								0	030	030	03	1	4.0	2	1	2	-1.95280716029292	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170218	http://www.latimes.com/la-fg-trump-international-20170217-story.html
628725161	20170218	201702	2017	2017.1315	CHN	CHINESE	CHN								USA	HOUSTON	USA								1	010	010	01	1	0.0	9	1	9	1.97747245139799	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	Egypt	EG	EG	27	30	EG	20170218	http://m.chinadaily.com.cn/en/2017-02/18/content_28248957.htm
628725163	20170218	201702	2017	2017.1315	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	24	2	24	-2.5	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170218	http://www.theaustralian.com.au/news/latest-news/interests-outweigh-difference-china-to-us/news-story/d70cb79d8568be6387f66b1cbd53ed31?nk=402020c048ad4493192f7ffe6d6b598a-1487375309
628725165	20170218	201702	2017	2017.1315	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	18	3	18	0.6136971189685	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170218	http://learningenglish.voanews.com/a/bao-bao-goes-to-china/3729489.html
628725248	20170218	201702	2017	2017.1315	COP	SECURITY OFFICIAL						COP													1	120	120	12	3	-4.0	6	2	6	-3.30995475113122	1	Mexico	MX	MX	23	-102	MX	0							3	Mesilla Park, New Mexico, United States	US	USNM	32.2759	-106.767	899786	20170218	http://www.theeagle.com/news/nation/the-latest-new-mexico-guard-immigration-ban-bill-eyed/article_e7bc495f-d2f5-5a0a-b524-f01f3c528de5.html
628725284	20170218	201702	2017	2017.1315	COP	TROOPER						COP			CVL	IMMIGRANT						CVL			0	060	060	06	2	6.0	42	19	42	-2.76151768362687	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170218	http://www.lmtonline.com/news/article/Trump-weighs-mobilizing-Nat-Guard-for-immigration-10941695.php
628725285	20170218	201702	2017	2017.1315	COP	TROOPER						COP			CVL	IMMIGRANT						CVL			0	060	060	06	2	6.0	15	15	15	-2.74681708393324	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170218	http://www.lmtonline.com/news/article/Trump-weighs-mobilizing-Nat-Guard-for-immigration-10941695.php
628725287	20170218	201702	2017	2017.1315	COP	TROOPER						COP			CVL	IMMIGRANT						CVL			0	060	060	06	2	6.0	14	10	14	-2.83252777454612	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170218	http://www.fox35orlando.com/news/u-s-and-world-news/236465949-story
628725685	20170218	201702	2017	2017.1315	EDU	UNIVERSITY						EDU			CAN	CANADA	CAN								1	1823	182	18	4	-10.0	8	3	8	-5.87231505929568	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170218	http://www.brandonsun.com/national/breaking-news/rest-in-peace-the-politics-of-remembering-the-personal-failings-of-the-dead-414126293.html
628725686	20170218	201702	2017	2017.1315	EDU	UNIVERSITY						EDU			CAN	CANADA	CAN								1	1823	182	18	4	-10.0	100	50	100	-6.38562341701357	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170218	http://www.capebretonpost.com/living/2017/2/17/rest-in-peace-the-politics-of-remembering-the-personal-failings-of-the-dead.html
628725718	20170218	201702	2017	2017.1315	EDU	STUDENT						EDU			MIL	GARRISON						MIL			0	010	010	01	1	0.0	1	1	1	-0.82781456953643	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170218	http://www.union-bulletin.com/news/walla-walla-valley-joins-in-a-day-without-immigrants/article_2548b838-f541-11e6-b4ce-b76e16a37477.html
628725879	20170218	201702	2017	2017.1315	GBR	UNITED KINGDOM	GBR								CAN	OTTAWA	CAN								0	057	057	05	1	8.0	16	8	16	-4.23237767760792	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Brooklyn, New York, United States	US	USNY	42.3442	-75.1704	944840	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628726294	20170218	201702	2017	2017.1315	GOVBUS	SECURITIES AND EXCHANGE COMMISSION						GOV	BUS												1	071	071	07	2	7.4	8	1	8	-3.5	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170218	http://dealbreaker.com/2017/02/whitney-tilson-platinum-partners/
628726320	20170218	201702	2017	2017.1315	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	2	1	2	-3.49264705882353	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170218	http://www.refinery29.com/2017/02/141223/trump-russia-scandals-election-hacking-flynn-explainer
628726327	20170218	201702	2017	2017.1315	GOVMIL	DEFENCE SECRETARY						GOV	MIL		USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	2	4	1.57192765735683	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170218	http://www.montrealgazette.com/news/world/when+comes+nato+will+pick+cheque+trudeau+shrugs+push+more/12931755/story.html
628726464	20170218	201702	2017	2017.1315	IGOWSTNATMIL	NATO	WST	NAT				IGO	MIL		MIL	MILITARY						MIL			0	036	036	03	1	4.0	2	1	2	-1.95280716029292	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170218	http://www.latimes.com/la-fg-trump-international-20170217-story.html
628726467	20170218	201702	2017	2017.1315	IGOWSTNATMIL	NATO	WST	NAT				IGO	MIL		MIL	MILITARY						MIL			0	051	051	05	1	3.4	2	1	2	-1.95280716029292	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170218	http://www.latimes.com/la-fg-trump-international-20170217-story.html
628726952	20170218	201702	2017	2017.1315	LEG	LEGISLATURE						LEG			CAN	NOVA SCOTIA	CAN								1	141	141	14	3	-6.5	16	9	16	-4.18852674656766	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628726953	20170218	201702	2017	2017.1315	LEG	LEGISLATURE						LEG			CAN	NOVA SCOTIA	CAN								1	141	141	14	3	-6.5	16	9	16	-4.18852674656766	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628727033	20170218	201702	2017	2017.1315	LEG	SENATE						LEG			USA	UNITED STATES	USA								1	141	141	14	3	-6.5	24	6	24	-0.631618831107323	2	Oklahoma, United States	US	USOK	35.5376	-96.9247	OK	1	Mexico	MX	MX	23	-102	MX	2	Oklahoma, United States	US	USOK	35.5376	-96.9247	OK	20170218	http://www.rochesterfirst.com/news/politics/senate-set-to-confirm-epa-nominee-scott-pruitt-over-democratic-objections_/659430048
628727166	20170218	201702	2017	2017.1315	MEX	MEXICO	MEX																		0	061	061	06	2	6.4	3	3	3	-1.01745709654533	1	Mexico	MX	MX	23	-102	MX	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170218	http://www.missourifarmertoday.com/news/regional/amid-mexico-trade-worries-little-response-in-markets/article_49610d3e-f568-11e6-9cac-eb141b24c1d1.html
628727171	20170218	201702	2017	2017.1315	MEX	MEXICAN	MEX																		1	120	120	12	3	-4.0	134	67	134	0.00473070463845582	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	0							1	Mexico	MX	MX	23	-102	MX	20170218	http://www.edmontonexaminer.com/2017/02/17/logan-review-hugh-jackmans-final-outing-as-wolverine-reinvents-the-superhero-genre
628727184	20170218	201702	2017	2017.1315	MEX	MEXICO	MEX								HTI	HAITI	HTI								0	022	022	02	1	3.2	1	1	1	-2.05362236166572	3	Christ United Methodist Church, Florida, United States	US	USFL	26.6267	-81.879	302261	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170218	https://timesofsandiego.com/life/2017/02/17/san-diegans-tackle-quiet-crisis-haitian-refugees-in-tijuana-limbo/
628727190	20170218	201702	2017	2017.1315	MEX	TIJUANA	MEX								USA	SAN DIEGO	USA								0	043	043	04	1	2.8	4	1	4	-2.05362236166572	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170218	https://timesofsandiego.com/life/2017/02/17/san-diegans-tackle-quiet-crisis-haitian-refugees-in-tijuana-limbo/
628727191	20170218	201702	2017	2017.1315	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-2.05362236166572	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170218	https://timesofsandiego.com/life/2017/02/17/san-diegans-tackle-quiet-crisis-haitian-refugees-in-tijuana-limbo/
628727193	20170218	201702	2017	2017.1315	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	-3.78006872852233	1	Mexico	MX	MX	23	-102	MX	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Mexico	MX	MX	23	-102	MX	20170218	http://miami.cbslocal.com/2017/02/17/immigration-fight-personal-for-south-dade-college-student/
628727196	20170218	201702	2017	2017.1315	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	071	071	07	2	7.4	4	2	4	-1.22115554257694	1	Mexico	MX	MX	23	-102	MX	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	Mexico	MX	MX	23	-102	MX	20170218	http://newsok.com/lesson-from-chamber-of-commerce-dinner-the-swamp-survives/article/feed/1169946
628727217	20170218	201702	2017	2017.1315	MIL	ARMY						MIL													1	043	043	04	1	2.8	4	1	4	5.74712643678161	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	0							1	Mexico	MX	MX	23	-102	MX	20170218	http://www.kiiitv.com/news/local/salvation-army-to-host-yard-sale-fundraiser/409410033
628727636	20170218	201702	2017	2017.1315	REF	REFUGEE						REF			AFR	AFRICA	AFR								0	073	073	07	2	7.4	1	1	1	-2.05362236166572	3	San Diego State University, California, United States	US	USCA	32.7753	-117.072	248828	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego State University, California, United States	US	USCA	32.7753	-117.072	248828	20170218	https://timesofsandiego.com/life/2017/02/17/san-diegans-tackle-quiet-crisis-haitian-refugees-in-tijuana-limbo/
628728054	20170218	201702	2017	2017.1315	TWN	TAIWAN	TWN								CHN	CHINA	CHN								0	010	010	01	1	0.0	2	1	2	-0.51635111876076	1	Taiwan	TW	TW	23.5	121	TW	4	Lu Kang, Anhui, China	CH	CH01	31.2728	118.337	-1916844	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170218	http://www.globaltimes.cn/content/1033588.shtml
628728510	20170218	201702	2017	2017.1315	USA	UNITED STATES	USA								AFR	AFRICA	AFR								0	036	036	03	1	4.0	1	1	1	-0.16393442622951	2	California, United States	US	USCA	36.17	-119.746	CA	4	Vancouver Island, British Columbia, Canada	CA	CA02	49.6667	-125.833	-575271	4	Vancouver Island, British Columbia, Canada	CA	CA02	49.6667	-125.833	-575271	20170218	http://www.westender.com/news-issues/news/parks-canada-honours-black-entrepreneur-who-was-one-of-bc-s-founders-1.10070512
628728511	20170218	201702	2017	2017.1315	USA	UNITED STATES	USA								AFR	AFRICA	AFR								0	036	036	03	1	4.0	1	1	1	-0.16393442622951	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	4	Vancouver Island, British Columbia, Canada	CA	CA02	49.6667	-125.833	-575271	20170218	http://www.westender.com/news-issues/news/parks-canada-honours-black-entrepreneur-who-was-one-of-bc-s-founders-1.10070512
628728543	20170218	201702	2017	2017.1315	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	-2.65060240963856	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170218	http://www.bbc.com/news/world-us-canada-38964069
628728544	20170218	201702	2017	2017.1315	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								1	043	043	04	1	2.8	6	1	6	-2.65060240963856	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	20170218	http://www.bbc.com/news/world-us-canada-38964069
628728546	20170218	201702	2017	2017.1315	USA	COLORADO	USA								CAN	CANADIAN	CAN								1	061	061	06	2	6.4	2	1	2	4	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.9news.com/money/business/colorados-digitalglobe-is-in-advanced-talks-to-sell-to-canadian-company-report-says/409399773
628728547	20170218	201702	2017	2017.1315	USA	MINNESOTA	USA								CAN	CANADA	CAN								0	192	192	19	4	-9.5	54	9	54	-4.18852674656766	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628728548	20170218	201702	2017	2017.1315	USA	MINNESOTA	USA								CAN	CANADA	CAN								0	192	192	19	4	-9.5	34	9	34	-4.18852674656766	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	20170218	http://www.capebretonpost.com/news/regional/2017/2/17/the-friday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
628728550	20170218	201702	2017	2017.1315	USA	COLORADO	USA								CANBUS	CANADIAN	CAN					BUS			1	061	061	06	2	6.4	3	1	3	4	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170218	http://www.9news.com/money/business/colorados-digitalglobe-is-in-advanced-talks-to-sell-to-canadian-company-report-says/409399773
628728552	20170218	201702	2017	2017.1315	USA	UNITED STATES	USA								CANMIL	CANADA	CAN					MIL			0	070	070	07	2	7.0	12	2	12	1.57192765735683	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170218	http://www.montrealgazette.com/news/world/when+comes+nato+will+pick+cheque+trudeau+shrugs+push+more/12931755/story.html
628728553	20170218	201702	2017	2017.1315	USA	UNITED STATES	USA								CANMIL	CANADA	CAN					MIL			0	070	070	07	2	7.0	4	2	4	1.57192765735683	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170218	http://www.montrealgazette.com/news/world/when+comes+nato+will+pick+cheque+trudeau+shrugs+push+more/12931755/story.html
