613249236	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	111	111	11	3	-2.0	26	12	26	1.16940000744454	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170101	http://www.ealingtimes.co.uk/news/national/14996525.Star_Wars_fans_weep_as_they_come_together_to_remember_Carrie_Fisher/
613249237	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	173	173	17	4	-5.0	2	1	2	-10.8614232209738	1	United Kingdom	UK	UK	54	-2	UK	3	Vidant Medical Center, North Carolina, United States	US	USNC	35.6075	-77.4035	1024472	3	Vidant Medical Center, North Carolina, United States	US	USNC	35.6075	-77.4035	1024472	20170101	http://wncn.com/2016/12/31/highly-intoxicated-nc-dad-and-son-stab-each-other-in-15th-call-to-home-in-2016-police-say/
613249239	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	180	180	18	4	-9.0	2	1	2	-10.8614232209738	1	United Kingdom	UK	UK	54	-2	UK	3	Vidant Medical Center, North Carolina, United States	US	USNC	35.6075	-77.4035	1024472	1	United Kingdom	UK	UK	54	-2	UK	20170101	http://wncn.com/2016/12/31/highly-intoxicated-nc-dad-and-son-stab-each-other-in-15th-call-to-home-in-2016-police-say/
613249241	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USAAGR	UNITED STATES	USA					AGR			1	111	111	11	3	-2.0	26	12	26	1.16940000744454	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170101	http://www.ealingtimes.co.uk/news/national/14996525.Star_Wars_fans_weep_as_they_come_together_to_remember_Carrie_Fisher/
613249663	20170101	201701	2017	2017.0027	MEX	PUEBLA	MEX								USA	NEW YORK	USA								1	051	051	05	1	3.4	721	72	721	2.97535184844231	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	20170101	http://www.salon.com/2016/12/31/the-latest-new-years-revelers-begin-to-pack-times-square/
613249764	20170101	201701	2017	2017.0027	NLD	NETHERLANDS	NLD																		0	020	020	02	1	3.0	2	1	2	-1.05170902716915	1	United Kingdom	UK	UK	54	-2	UK	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.scpr.org/news/2016/12/31/67703/from-psychedelics-to-alzheimer-s-2016-was-a-good-y/
613250245	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	030	030	03	1	4.0	3	1	3	-2.24839400428265	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	4	Paris, France (general), France	FR	FR00	48.8667	2.33333	-1456928	20170101	http://www.preshevajone.com/the-successes-and-failures-of-outgoing-u-n-chief-ban-ki-moon/
613250299	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	182	182	18	4	-9.5	2	1	2	-10.8614232209738	3	Vidant Medical Center, North Carolina, United States	US	USNC	35.6075	-77.4035	1024472	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170101	http://wncn.com/2016/12/31/highly-intoxicated-nc-dad-and-son-stab-each-other-in-15th-call-to-home-in-2016-police-say/
613250330	20170101	201701	2017	2017.0027	USA	KANSAS	USA								MEX	MEXICAN	MEX								1	112	112	11	3	-2.0	14	7	14	-7.5862604994918	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170101	http://www.demingheadlight.com/story/news/2016/12/30/mexican-man-charged-rape-had-19-deportations-removals/96026866/
613250991	20170101	201701	2017	2017.0027											MDV	MALE	MDV								0	190	190	19	4	-10.0	2	1	2	-2.60170293282876	0							2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	1	United Kingdom	UK	UK	54	-2	UK	20170101	http://www.opednews.com/articles/Likudist-Israel-Damned-For-by-John-Grant-History_History_Israel_Israel-And-Palestine-161231-813.html
613250992	20170101	201701	2017	2017.0027											MDV	MALE	MDV								0	190	190	19	4	-10.0	8	1	8	-2.60170293282876	0							1	United Kingdom	UK	UK	54	-2	UK	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170101	http://www.opednews.com/articles/Likudist-Israel-Damned-For-by-John-Grant-History_History_Israel_Israel-And-Palestine-161231-813.html
613251061	20170101	201701	2017	2017.0027											USA	CLEVELAND	USA								0	090	090	09	2	-2.0	6	1	6	1.69252468265162	0							3	City Of Cleveland, Ohio, United States	US	USOH	41.4817	-81.6629	1085963	4	Lake Erie, Canada (general), Canada	CA	CA00	42	-81	-564290	20170101	http://www.wgrz.com/news/search-for-missing-lake-erie-plane-now-recovery-operation/380978790
613251178	20170101	201701	2017	2017.0027	CAN	CANADIAN	CAN								USA	WASHINGTON	USA								1	141	141	14	3	-6.5	28	14	28	-2.81346014894493	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170101	http://www.hopestandard.com/national/409001865.html
613251312	20170101	201701	2017	2017.0027	CVL	VILLAGE						CVL			GBR	UNITED KINGDOM	GBR								0	193	193	19	4	-10.0	2	1	2	-2.60170293282876	1	United Kingdom	UK	UK	54	-2	UK	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	1	United Kingdom	UK	UK	54	-2	UK	20170101	http://www.opednews.com/articles/Likudist-Israel-Damned-For-by-John-Grant-History_History_Israel_Israel-And-Palestine-161231-813.html
613251316	20170101	201701	2017	2017.0027	CVL	THE POOR						CVL			GOV	PRESIDENT						GOV			1	061	061	06	2	6.4	4	1	4	-0.91324200913243	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170101	http://finance.yahoo.com/news/u-exports-record-level-refined-230000571.html
613251324	20170101	201701	2017	2017.0027	CVL	THE POOR						CVL			VEN	VENEZUELA	VEN								1	061	061	06	2	6.4	2	1	2	-0.89686098654709	1	Mexico	MX	MX	23	-102	MX	1	Venezuela	VE	VE	8	-66	VE	1	United States	US	US	38	-97	US	20170101	https://www.yahoo.com/news/u-exports-record-level-refined-230000571.html
613251325	20170101	201701	2017	2017.0027	CVL	THE POOR						CVL			VEN	VENEZUELA	VEN								1	061	061	06	2	6.4	1	1	1	-0.89686098654709	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170101	https://www.yahoo.com/news/u-exports-record-level-refined-230000571.html
613251485	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								CVL	VILLAGE						CVL			0	193	193	19	4	-10.0	2	1	2	-2.60170293282876	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170101	http://www.opednews.com/articles/Likudist-Israel-Damned-For-by-John-Grant-History_History_Israel_Israel-And-Palestine-161231-813.html
613251502	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	2.50231696014829	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Australia	AS	AS	-27	133	AS	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.hollywoodreporter.com/race/awards-chatter-podcast-nicole-kidman-lion-959548
613251503	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	042	042	04	1	1.9	595	98	595	1.42465996860892	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.hollywoodreporter.com/race/awards-chatter-podcast-nicole-kidman-lion-959548
613251504	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								sco	SCOTTISH			sco						1	051	051	05	1	3.4	4	1	4	1.81347150259067	1	United Kingdom	UK	UK	54	-2	UK	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	3	Norfolk, Virginia, United States	US	USVA	36.8468	-76.2852	1497051	20170101	http://pilotonline.com/life/holidays/hundreds-mark-the-new-year-in-portsmouth-s-th-annual/article_24d3532a-71aa-5b9f-b25b-50163991b933.html
613251844	20170101	201701	2017	2017.0027	MEX	MEXICO	MEX								USA	NEW YORK	USA								1	010	010	01	1	0.0	653	68	653	2.95481717131751	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	20170101	http://customwire.ap.org/dynamic/stories/U/US_NYC_NEW_YEARS_EVE_THE_LATEST?SITE=NDBIS&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2016-12-31-18-50-34
613251851	20170101	201701	2017	2017.0027	MIL	COAST GUARD						MIL													0	090	090	09	2	-2.0	2	1	2	1.69252468265162	3	Cleveland, Ohio, United States	US	USOH	41.4995	-81.6954	1066654	0							4	Lake Erie, Canada (general), Canada	CA	CA00	42	-81	-564290	20170101	http://www.wgrz.com/news/search-for-missing-lake-erie-plane-now-recovery-operation/380978790
613252286	20170101	201701	2017	2017.0027	USA	CLEVELAND	USA																		0	090	090	09	2	-2.0	4	1	4	1.69252468265162	4	Lake Erie, Canada (general), Canada	CA	CA00	42	-81	-564290	0							3	City Of Cleveland, Ohio, United States	US	USOH	41.4817	-81.6629	1085963	20170101	http://www.wgrz.com/news/search-for-missing-lake-erie-plane-now-recovery-operation/380978790
613252397	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	2.50231696014829	1	Australia	AS	AS	-27	133	AS	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.hollywoodreporter.com/race/awards-chatter-podcast-nicole-kidman-lion-959548
613252398	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	595	98	595	1.42465996860892	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.hollywoodreporter.com/race/awards-chatter-podcast-nicole-kidman-lion-959548
613252440	20170101	201701	2017	2017.0027	USA	NEW YORK	USA								MEX	MEXICO	MEX								1	043	043	04	1	2.8	246	65	246	2.81207083366444	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.dailyjournal.net/2016/12/31/us-nyc-new-years-eve/
613252442	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								MEX	MEXICO	MEX								1	080	080	08	2	5.0	4	2	4	-5.66343866802583	3	Dallas, Texas, United States	US	USTX	32.7831	-96.8067	1380944	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170101	http://www.dailymail.co.uk/news/article-4079180/Ex-boyfriend-mother-three-named-suspect-murder-one-year-day-disappearance.html
613254190	20170101	201701	2017	2017.0027											USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	2.088772845953	0							2	California, United States	US	USCA	36.17	-119.746	CA	4	Golden Temple, Punjab, India	IN	IN23	31.6	74.8667	-2096500	20170101	http://www.ocregister.com/articles/community-739959-sikhs-float.html
613254389	20170101	201701	2017	2017.0027	CHN	CHINA	CHN																		1	084	084	08	2	7.0	2	1	2	-1.55038759689922	1	United States	US	US	38	-97	US	0							4	Nansha, Guangdong, China	CH	CH30	22.493	113.186	10317471	20170101	http://usa.chinadaily.com.cn/china/2017-01/01/content_27833703.htm
613255277	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA																		0	036	036	03	1	4.0	18	9	18	1.69674268757426	2	California, United States	US	USCA	36.17	-119.746	CA	0							4	Golden Temple, Punjab, India	IN	IN23	31.6	74.8667	-2096500	20170101	http://www.ocregister.com/articles/community-739959-sikhs-float.html
613255305	20170101	201701	2017	2017.0027	USA	VIRGINIA	USA																		0	051	051	05	1	3.4	4	1	4	8.32540940306392	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170101	http://www.chri.ca/home/on-air-mainmenu-31/top20-mainmenu-34/5209-top20-12-31-16
613255343	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	046	046	04	1	7.0	8	1	8	0.2092050209205	1	United States	US	US	38	-97	US	4	Shenzhen, Guangdong, China	CH	CH30	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	22.2	111.117	-1925267	20170101	http://www.lightreading.com/mobile/5g/top-5-tech-trump-expectations-for-2017/a/d-id/729260?piddl_msgid=236134
613256581	20170101	201701	2017	2017.0027	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-0.79155672823219	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170101	http://cod.ckcufm.com/programs/134/30438.html
613256598	20170101	201701	2017	2017.0027	CHN	CHINA	CHN								COP	DEPUTY						COP			1	010	010	01	1	0.0	1	1	1	1.08695652173913	1	United States	US	US	38	-97	US	4	Wei Qing, Xizang, China	CH	CH14	31.901	98.001	11324393	4	Wei Qing, Xizang, China	CH	CH14	31.901	98.001	11324393	20170101	http://wreg.com/2016/12/31/giant-donald-trump-rooster-statue-takes-china-by-storm/
613257817	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	043	043	04	1	2.8	4	1	4	-0.79155672823219	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170101	http://cod.ckcufm.com/programs/134/30438.html
613257826	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								COP	POLICE						COP			1	1822	182	18	4	-9.0	2	1	2	-2.72952853598015	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	Michoacan, Tabasco, Mexico	MX	MX27	17.9167	-93.8833	-1683491	4	Michoacan, Tabasco, Mexico	MX	MX27	17.9167	-93.8833	-1683491	20170101	http://www.foxnews.com/politics/2015/03/28/asylum-seekers-dont-need-to-prove-claims-torture-in-home-country-us-court-rules.html
613259243	20170101	201701	2017	2017.0027	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	4.6742209631728	1	China	CH	CH	35	105	CH	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170101	http://regator.com/whatshot/Tyrus+Wong/
613259409	20170101	201701	2017	2017.0027	GBR	SCOTLAND	GBR																		1	017	017	01	1	0.0	206	100	206	1.43065183052896	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.shropshirestar.com/news/uk-news/2017/01/01/fireworks-fiesta-ushers-in-new-year/
613259426	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								BUS	AIRLINE						BUS			1	020	020	02	1	3.0	6	1	6	-3.2033426183844	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	51.4667	-0.45	-2598406	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	https://article.wn.com/view/2017/01/01/Heathrow_Airport_cuts_domestic_passenger_charges/
613259447	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								NORBUS	NORWEGIAN	NOR					BUS			1	020	020	02	1	3.0	2	1	2	-3.2033426183844	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	51.4667	-0.45	-2598406	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	https://article.wn.com/view/2017/01/01/Heathrow_Airport_cuts_domestic_passenger_charges/
613259450	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	043	043	04	1	2.8	3	1	3	2.15703192407248	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Wyoming, United States	US	USWY	42.7475	-107.209	WY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170101	https://www.theguardian.com/science/2017/jan/01/dippy-diplodocus-london-tour-replica-dinosaur-whale-natural-history-museum
613259451	20170101	201701	2017	2017.0027	GBR	UNITED KINGDOM	GBR								USA	NEW YORK	USA								1	060	060	06	2	6.0	4	1	4	-3.2033426183844	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Norway	NO	NO	62	10	NO	20170101	https://article.wn.com/view/2017/01/01/Heathrow_Airport_cuts_domestic_passenger_charges/
613259638	20170101	201701	2017	2017.0027	IRL	IRELAND	IRL								USA	UNITED STATES	USA								1	060	060	06	2	6.0	1	1	1	-3.2033426183844	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Norway	NO	NO	62	10	NO	20170101	https://article.wn.com/view/2017/01/01/Heathrow_Airport_cuts_domestic_passenger_charges/
613260284	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	4	1	4	4.6742209631728	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	China	CH	CH	35	105	CH	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170101	http://regator.com/whatshot/Tyrus+Wong/
613260296	20170101	201701	2017	2017.0027	USA	NEW YORK	USA								GBR	LONDON	GBR								0	036	036	03	1	4.0	78	13	78	1.85178028426357	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.shropshirestar.com/news/uk-news/2017/01/01/fireworks-fiesta-ushers-in-new-year/
613260299	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	3	1	3	2.15703192407248	2	Wyoming, United States	US	USWY	42.7475	-107.209	WY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170101	https://www.theguardian.com/science/2017/jan/01/dippy-diplodocus-london-tour-replica-dinosaur-whale-natural-history-museum
613260300	20170101	201701	2017	2017.0027	USA	NEW YORK	USA								GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	4	1	4	-3.2033426183844	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	1	Norway	NO	NO	62	10	NO	20170101	https://article.wn.com/view/2017/01/01/Heathrow_Airport_cuts_domestic_passenger_charges/
613260307	20170101	201701	2017	2017.0027	USA	UNITED STATES	USA								IRL	IRELAND	IRL								1	060	060	06	2	6.0	1	1	1	-3.2033426183844	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Belfast, Belfast, United Kingdom	UK	UKR3	54.5833	-5.93333	-2589607	1	Norway	NO	NO	62	10	NO	20170101	https://article.wn.com/view/2017/01/01/Heathrow_Airport_cuts_domestic_passenger_charges/
613261448	20170101	201701	2017	2017.0027	CAN	CANADA	CAN																		0	193	193	19	4	-10.0	1	1	1	-0.35637918745546	1	Canada	CA	CA	60	-95	CA	0							1	United States	US	US	38	-97	US	20170101	http://www.breakingnews.ie/world/46-tweets-from-chris-hadfield-to-remind-you-of-all-the-amazing-things-that-happened-in-2016-770622.html
613261922	20170101	201701	2017	2017.0027	MEX	MEXICO	MEX								USA	NEW YORK	USA								1	042	042	04	1	1.9	18	4	18	2.79256874268328	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.bostonherald.com/news/national/2016/12/hours_early_new_years_revelers_fill_times_square
613261959	20170101	201701	2017	2017.0027	NGOENV	INTERNATIONAL UNION FOR CONSERVATION OF NATURE						NGO	ENV		CHNGOV	CHINESE	CHN					GOV			1	130	130	13	3	-4.4	6	1	6	-1.76817288801572	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Sichuan, Gansu, China	CH	CH15	35.1221	105.48	10650455	4	Sichuan, Gansu, China	CH	CH15	35.1221	105.48	10650455	20170101	http://www.seattletimes.com/nation-world/pan-pan-father-to-a-generation-of-pandas-dies-in-china-at-31/
613262014	20170101	201701	2017	2017.0027	RUS	RUSSIAN	RUS																		1	125	125	12	3	-5.0	2	2	2	-4.80600663951986	1	China	CH	CH	35	105	CH	0							2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	20170101	http://www.telegram.com/news/20161231/russian-hack-of-vermont-utility-shows-risk-to-power-grid-officials-say
613263505	20170101	201701	2017	2017.0027	DEU	GERMAN	DEU								GBR	LONDON	GBR								1	172	172	17	4	-5.0	2	1	2	2.13414634146341	1	Germany	GM	GM	51	9	GM	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://news.goldseek.com/GATA/1483370040.php
613263569	20170101	201701	2017	2017.0027	GBR	WALES	GBR																		0	020	020	02	1	3.0	2	1	2	-3.20062451209992	4	City Of London, London, City of, United Kingdom	UK	UKH9	51.5141	-0.093689	-2601891	0							3	South Wales, New York, United States	US	USNY	42.709	-78.5781	965885	20170101	http://www.socialistparty.org.uk/articles/24134/01-01-2017/2017-upheaval-and-fightback-will-continue
613263570	20170101	201701	2017	2017.0027	GBR	WALES	GBR																		0	020	020	02	1	3.0	4	1	4	-3.20062451209992	3	South Wales, New York, United States	US	USNY	42.709	-78.5781	965885	0							4	City Of London, London, City of, United Kingdom	UK	UKH9	51.5141	-0.093689	-2601891	20170101	http://www.socialistparty.org.uk/articles/24134/01-01-2017/2017-upheaval-and-fightback-will-continue
613263576	20170101	201701	2017	2017.0027	GBR	LONDON	GBR																		1	051	051	05	1	3.4	4	2	4	2.28303949365066	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170101	http://www.msn.com/en-gb/news/other/new-year-fireworks-londons-sky-lit-up-as-capital-welcomes-2017-in-style/ar-BBxLF99
