620373518	20170125	201701	2017	2017.0685	GBRGOV	BRITISH	GBR					GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	0.24271844660195	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170125	http://learningenglish.voanews.com/a/british-court-parliament-approve-brexit/3690260.html
620373520	20170125	201701	2017	2017.0685	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	6	1	6	1.29390018484288	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170125	http://inewstoday.net/2017/01/special-relationship-with-united-kingdom-can-always-be/
620373722	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			BUS	INVESTOR						BUS			1	036	036	03	1	4.0	1	1	1	4.12371134020619	1	Japan	JA	JA	36	138	JA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170125	http://www.etftrends.com/2017/01/uranium-etf-is-going-nuclear/
620373751	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			CHN	CHINESE	CHN								0	120	120	12	3	-4.0	1	1	1	-0.11223344556678	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://www.globalpossibilities.org/california-isnt-backing-down-from-the-most-ambitious-climate-goal-in-the-country/
620373753	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	120	120	12	3	-4.0	1	1	1	-0.11223344556678	2	California, United States	US	USCA	36.17	-119.746	CA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170125	http://www.globalpossibilities.org/california-isnt-backing-down-from-the-most-ambitious-climate-goal-in-the-country/
620373791	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		1	036	036	03	1	4.0	6	1	6	1.29390018484288	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170125	http://inewstoday.net/2017/01/special-relationship-with-united-kingdom-can-always-be/
620373879	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	139	25	125	2.00187082038357	1	India	IN	IN	20	77	IN	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://gulfnews.com/news/asia/india/trump-to-host-indian-pm-modi-1.1967387
620373880	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	020	020	02	1	3.0	122	40	117	2.00297530145568	1	India	IN	IN	20	77	IN	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	India	IN	IN	20	77	IN	20170125	http://gulfnews.com/news/asia/india/trump-to-host-indian-pm-modi-1.1967387
620373885	20170125	201701	2017	2017.0685	GOV	ADMINISTRATION						GOV			USA	UNITED STATES	USA								0	025	025	02	1	-0.3	15	5	15	-1.34741731673919	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170125	https://www.pri.org/stories/2017-01-24/mexico-warns-it-could-walk-away-nafta
620373899	20170125	201701	2017	2017.0685	GOV	PRIME MINISTER						GOV			USA	WASHINGTON	USA								1	041	041	04	1	1.0	100	15	100	0.719563113298002	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170125	http://www.newspressnow.com/news/politics/ap/trump-invites-indian-pm-modi-to-visit-later-this-year/article_9fb50146-83c8-57f4-a9e4-9e606bcc7162.html
620373900	20170125	201701	2017	2017.0685	GOV	PRIME MINISTER						GOV			USA	WASHINGTON	USA								1	041	041	04	1	1.0	32	6	32	1.14553997834267	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://www.kctv5.com/story/34337614/trump-invites-indian-pm-modi-to-visit-later-this-year
620373901	20170125	201701	2017	2017.0685	GOV	PRIME MINISTER						GOV			USA	WASHINGTON	USA								1	041	041	04	1	1.0	10	5	10	0.976241599509212	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://www.kctv5.com/story/34337614/trump-invites-indian-pm-modi-to-visit-later-this-year
620373909	20170125	201701	2017	2017.0685	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	274	44	266	1.85076555778714	1	India	IN	IN	20	77	IN	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://gulfnews.com/news/asia/india/trump-to-host-indian-pm-modi-1.1967387
620373975	20170125	201701	2017	2017.0685	GOV	PRIME MINISTER						GOV			USAMED	ASSOCIATED PRESS	USA					MED			1	041	041	04	1	1.0	8	1	8	1.28617363344052	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170125	http://kdhnews.com/news/ap/trump-invites-indian-pm-modi-to-visit-later-this-year/article_0e41a367-efb9-56fc-b484-5228b9ba0104.html
620373976	20170125	201701	2017	2017.0685	GOV	PRIME MINISTER						GOV			USAMED	ASSOCIATED PRESS	USA					MED			1	041	041	04	1	1.0	2	1	2	1.28617363344052	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170125	http://kdhnews.com/news/ap/trump-invites-indian-pm-modi-to-visit-later-this-year/article_0e41a367-efb9-56fc-b484-5228b9ba0104.html
620374095	20170125	201701	2017	2017.0685	IND	NEW DELHI	IND								USA	UNITED STATES	USA								0	013	013	01	1	0.4	18	10	18	0.283529837865413	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://news-sentinel.com/news/us-and-world/Trump-invites-Indian-PM-Modi-to-visit-later-this-year
620374475	20170125	201701	2017	2017.0685	LAB	EMPLOYEE						LAB													1	112	112	11	3	-2.0	4	2	4	-4.78260869565218	4	Gagetown, New Brunswick, Canada	CA	CA04	45.7667	-66.15	-565050	0							3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170125	http://www.leaderpost.com/news/canada/mandatory+phoenix+training+employees+falls+short/12771361/story.html
620374644	20170125	201701	2017	2017.0685	LEGGOV	SENATE						LEG	GOV		CHN	CHINA	CHN								1	010	010	01	1	0.0	2	1	2	-3.52941176470588	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170125	https://sputniknews.com/us/201701251049976571-usa-tpp-withdrawal-negative/
620374647	20170125	201701	2017	2017.0685	LEGGOV	SENATE						LEG	GOV		CHN	CHINA	CHN								1	0874	087	08	2	10.0	2	1	2	-3.52941176470588	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170125	https://sputniknews.com/us/201701251049976571-usa-tpp-withdrawal-negative/
620374799	20170125	201701	2017	2017.0685	MEX	MEXICO	MEX																		0	051	051	05	1	3.4	1	1	1	-3.60248447204969	4	Playa Del Carmen, Quintana Roo, Mexico	MX	MX23	20.6167	-87.0667	-1689065	0							3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170125	http://leaderpost.com/opinion/columnists/guns-and-a-rose-reginas-near-miss-with-a-pointless-trend
620374826	20170125	201701	2017	2017.0685	MEX	MEXICO	MEX								MED	WEBSITE						MED			0	020	020	02	1	3.0	2	2	2	-1.09652423999937	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170125	http://www.cnbc.com/2017/01/24/why-jim-cramer-wont-recommend-gm-or-ford-if-they-close-foreign-plants.html
620374832	20170125	201701	2017	2017.0685	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	2	4	1.90476190476191	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170125	http://www.classical963fm.com/zoomer-news/big-3-automakers-trump-talk-about-building-more-vehicles-in-the-u-s/
620374833	20170125	201701	2017	2017.0685	MEX	MEXICAN	MEX								USA	UNITED STATES	USA								0	046	046	04	1	7.0	6	6	6	-1.42561593003929	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170125	https://www.pri.org/stories/2017-01-24/mexico-warns-it-could-walk-away-nafta
620374836	20170125	201701	2017	2017.0685	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	061	061	06	2	6.4	44	7	44	-1.55208856428338	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170125	https://www.pri.org/stories/2017-01-24/mexico-warns-it-could-walk-away-nafta
620374838	20170125	201701	2017	2017.0685	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	130	130	13	3	-4.4	4	2	4	-0.608557118383296	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://fox17online.com/2017/01/24/trump-pushes-for-more-american-plants-in-meeting-with-big-three-auto-ceos/
620374839	20170125	201701	2017	2017.0685	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	130	130	13	3	-4.4	8	2	8	-0.608557118383296	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170125	http://fox17online.com/2017/01/24/trump-pushes-for-more-american-plants-in-meeting-with-big-three-auto-ceos/
620374846	20170125	201701	2017	2017.0685	MEXGOV	MEXICAN	MEX					GOV			USA	UNITED STATES	USA								0	046	046	04	1	7.0	38	6	38	-1.42561593003929	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170125	https://www.pri.org/stories/2017-01-24/mexico-warns-it-could-walk-away-nafta
620374879	20170125	201701	2017	2017.0685	MIL	MILITARY						MIL			MEX	MEXICO CITY	MEX								1	070	070	07	2	7.0	3	1	3	-0.82872928176796	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	1	United States	US	US	38	-97	US	20170125	http://www.dtinews.vn/en/news/017004/49200/what-s-left-for-vietnam-after-us-withdraws-from-tpp-.html
620375035	20170125	201701	2017	2017.0685	NMR	NORTH AMERICA	NMR																		0	112	112	11	3	-2.0	5	5	5	0.481650860336842	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Mexico	MX	MX	23	-102	MX	20170125	http://khqa.com/news/connect-to-congress/senate-committees-approve-several-of-trumps-cabinet-choices
620375036	20170125	201701	2017	2017.0685	NMR	NORTH AMERICA	NMR																		0	130	130	13	3	-4.4	1	1	1	0.13831258644537	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	0							1	United States	US	US	38	-97	US	20170125	http://www.theprovince.com/news/local+news/drug+using+rooms+springing+government+funded+housing+vancouver/12771453/story.html
620375101	20170125	201701	2017	2017.0685	PAK	PAKISTAN	PAK																		1	018	018	01	1	3.4	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2017-01-24-US--Trump-India/id-3d1dd5d937b84ce38d78b2ae3f7edff8
620375103	20170125	201701	2017	2017.0685	PAK	PAKISTAN	PAK																		0	018	018	01	1	3.4	54	27	54	-0.526040730956931	1	India	IN	IN	20	77	IN	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://www.roanoke.com/news/politics/wire/the-latest-national-park-s-climate-tweets-go-viral/article_d01c6c41-7c10-5faf-9c37-ca1d1763373a.html
620375146	20170125	201701	2017	2017.0685	POL	POLAND	POL																		0	036	036	03	1	4.0	1	1	1	2.53968253968254	3	First Presbyterian Church, Ohio, United States	US	USOH	39.4209	-81.4562	1050651	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170125	http://www.whio.com/entertainment/lin-manuel-miranda-could-become-youngest-egot-winner/bnEkjDb8fhpZwkQe4webuM/
620375476	20170125	201701	2017	2017.0685	USA	CHICAGO	USA																		1	010	010	01	1	0.0	4	1	4	-10.5504587155963	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170125	http://www.usatoday.com/story/life/movies/2017/01/24/chicago-man-gets-9-months-celebrity-nude-photo-hack/97011632/
620375601	20170125	201701	2017	2017.0685	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	16	8	16	0.638883437895439	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170125	http://news-sentinel.com/news/us-and-world/Trump-invites-Indian-PM-Modi-to-visit-later-this-year
