646923773	20170415	201704	2017	2017.2877	GBR	UNITED KINGDOM	GBR								AUS	AUSTRALIA	AUS								1	033	033	03	1	5.2	2	1	2	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646923782	20170415	201704	2017	2017.2877	GBR	UNITED KINGDOM	GBR								CAN	CANADA	CAN								1	033	033	03	1	5.2	2	1	2	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646923804	20170415	201704	2017	2017.2877	GBR	UNITED KINGDOM	GBR								NZL	NEW ZEALAND	NZL								1	033	033	03	1	5.2	2	1	2	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Australia	AS	AS	-27	133	AS	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646923954	20170415	201704	2017	2017.2877	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	010	010	01	1	0.0	2	1	2	-6.55327663831916	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170415	https://www.slguardian.org/2017/04/chemical-attack-in-syria-and-americas-continued-military-campaign/
646923955	20170415	201704	2017	2017.2877	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	013	013	01	1	0.4	39	13	39	-4.39646805694551	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170415	http://www.eveningsun.com/story/news/2017/04/14/china-warns-us-north-korea-curb-heated-exchanges/100473262/
646924207	20170415	201704	2017	2017.2877	IND	NEW DELHI	IND								USA	WASHINGTON	USA								1	057	057	05	1	8.0	8	2	8	-1.24204030667538	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170415	http://dailynht.com/story/28150
646924384	20170415	201704	2017	2017.2877	JUD	JUDGE						JUD													1	036	036	03	1	4.0	1088	63	1088	-7.77329600247371	2	California, United States	US	USCA	36.17	-119.746	CA	0							1	Mexico	MX	MX	23	-102	MX	20170415	http://www.ivpressonline.com/news/nation/us-prosecutors-are-geared-to-target-border-crossers/article_52235f0a-98a7-5a6a-9e03-910d6f71267b.html
646924455	20170415	201704	2017	2017.2877	JUD	JUDGE						JUD			USAGOV	OBAMA	USA					GOV			0	090	090	09	2	-2.0	6	1	6	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Princeton, Devon, United Kingdom	UK	UKD4	50.55	-4	-2605757	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646924529	20170415	201704	2017	2017.2877	LEG	CHAMBER						LEG													0	120	120	12	3	-4.0	2	1	2	0.64773293472845	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	0							3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170415	http://www.harvardmagazine.com/2017/05/lost-museum
646924537	20170415	201704	2017	2017.2877	LEG	CHAMBER						LEG			EDU	UNIVERSITY						EDU			0	120	120	12	3	-4.0	4	1	4	0.64773293472845	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	5	Warwickshire, Warwickshire, United Kingdom	UK	UKP3	52.3333	-1.58333	-2610946	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170415	http://www.harvardmagazine.com/2017/05/lost-museum
646924642	20170415	201704	2017	2017.2877	MEXCVL	MEXICO	MEX					CVL			CVL	IMMIGRANT						CVL			0	020	020	02	1	3.0	24	9	20	-3.2210595281788	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	20170415	http://www.ktbb.com/post/?p=606667
646924643	20170415	201704	2017	2017.2877	MEXCVL	MEXICO	MEX					CVL			CVL	IMMIGRANT						CVL			0	020	020	02	1	3.0	72	9	60	-3.2210595281788	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170415	http://www.ktbb.com/post/?p=606667
646924645	20170415	201704	2017	2017.2877	MEXCVL	MEXICO	MEX					CVL			MEX	MEXICAN	MEX								0	020	020	02	1	3.0	31	9	27	-3.2210595281788	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170415	http://www.ktbb.com/post/?p=606667
646924646	20170415	201704	2017	2017.2877	MEXCVL	MEXICO	MEX					CVL			MEX	MEXICAN	MEX								0	020	020	02	1	3.0	4	3	4	-3.22088121954503	1	Mexico	MX	MX	23	-102	MX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170415	http://www.ktbb.com/post/?p=606667
646924657	20170415	201704	2017	2017.2877	MIL	AIRCRAFT CARRIER						MIL													0	042	042	04	1	1.9	77	55	77	-2.57744729681525	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170415	http://wwmt.com/news/nation-world/trump-strategy-on-north-korea-maximum-pressure-and-engagement
646924676	20170415	201704	2017	2017.2877	MIL	AIRCRAFT CARRIER						MIL													1	151	151	15	4	-7.2	196	57	196	-2.65752723973515	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170415	http://wwmt.com/news/nation-world/trump-strategy-on-north-korea-maximum-pressure-and-engagement
646924722	20170415	201704	2017	2017.2877	MIL	AIRCRAFT CARRIER						MIL			USA	THE US	USA								0	042	042	04	1	1.9	77	55	77	-2.57744729681525	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170415	http://wwmt.com/news/nation-world/trump-strategy-on-north-korea-maximum-pressure-and-engagement
646924730	20170415	201704	2017	2017.2877	MIL	AIRCRAFT CARRIER						MIL			USA	THE US	USA								0	151	151	15	4	-7.2	166	55	166	-2.57744729681525	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170415	http://wwmt.com/news/nation-world/trump-strategy-on-north-korea-maximum-pressure-and-engagement
646924819	20170415	201704	2017	2017.2877	NGA	NIGERIA	NGA								MIL	MILITARY						MIL			0	073	073	07	2	7.4	1	1	1	-2.66272189349113	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	4	Damasak, Yobe, Nigeria	NI	NI44	13.1101	11.4406	-2004278	20170415	http://www.thenational.ae/world/africa/nigeria-marks-three-years-since-schoolgirls-mass-abduction
646925323	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-1.67394468704513	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	China	CH	CH	35	105	CH	20170415	https://www.washingtonpost.com/politics/trump-delights-in-watching-the-us-military-display-its-strength/2017/04/14/1f0e02a4-2113-11e7-ad74-3a742a6e93a7_story.html
646925390	20170415	201704	2017	2017.2877	USA	WASHINGTON	USA																		1	020	020	02	1	3.0	5	1	5	-5.54981852421722	1	China	CH	CH	35	105	CH	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170415	http://santamariatimes.com/news/world/mexican-journalist-killed-on-baja-california-peninsula/article_82758eb1-d878-5954-9175-d20db05cbb74.html
646925691	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								1	033	033	03	1	5.2	6	1	6	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Australia	AS	AS	-27	133	AS	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646925692	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								AUS	AUSTRALIA	AUS								1	033	033	03	1	5.2	2	1	2	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646925720	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	033	033	03	1	5.2	8	1	8	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646925723	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CHN	CHINESE	CHN								0	043	043	04	1	2.8	1	1	1	-6.55327663831916	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170415	https://www.slguardian.org/2017/04/chemical-attack-in-syria-and-americas-continued-military-campaign/
646925724	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CHN	CHINESE	CHN								0	043	043	04	1	2.8	1	1	1	-6.55327663831916	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170415	https://www.slguardian.org/2017/04/chemical-attack-in-syria-and-americas-continued-military-campaign/
646925726	20170415	201704	2017	2017.2877	USA	AMERICAN	USA								CHN	CHINA	CHN								1	051	051	05	1	3.4	4	1	4	-5.91397849462366	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170415	http://thelibertarianrepublic.com/northkorea-syria-different-beasts/
646925727	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	057	057	05	1	8.0	6	2	6	-1.24204030667538	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170415	http://dailynht.com/story/28150
646925728	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	112	112	11	3	-2.0	2	1	2	-6.55327663831916	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170415	https://www.slguardian.org/2017/04/chemical-attack-in-syria-and-americas-continued-military-campaign/
646925730	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	1384	138	13	3	-7.0	2	1	2	-6.55327663831916	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170415	https://www.slguardian.org/2017/04/chemical-attack-in-syria-and-americas-continued-military-campaign/
646925732	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								CHNGOV	CHINA	CHN					GOV			1	043	043	04	1	2.8	14	2	14	-3.20030244129698	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170415	https://www.slguardian.org/2017/04/chemical-attack-in-syria-and-americas-continued-military-campaign/
646925845	20170415	201704	2017	2017.2877	USA	NEW YORK	USA								GOV	GOVERNMENT						GOV			0	125	125	12	3	-5.0	2	1	2	-4.56730769230769	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170415	http://www.heraldscotland.com/opinion/15226420.Letters__It_is_folly_to_exacerbate_the_problem_of_low_birth_rates/
646925863	20170415	201704	2017	2017.2877	USA	WASHINGTON	USA								IND	NEW DELHI	IND								1	057	057	05	1	8.0	8	2	8	-1.24204030667538	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170415	http://dailynht.com/story/28150
646925937	20170415	201704	2017	2017.2877	USA	THE US	USA								MIL	AIRCRAFT CARRIER						MIL			0	043	043	04	1	2.8	77	55	77	-2.57744729681525	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170415	http://wwmt.com/news/nation-world/trump-strategy-on-north-korea-maximum-pressure-and-engagement
646925957	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								NZL	NEW ZEALAND	NZL								1	033	033	03	1	5.2	2	1	2	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Australia	AS	AS	-27	133	AS	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646925958	20170415	201704	2017	2017.2877	USA	UNITED STATES	USA								NZL	NEW ZEALAND	NZL								1	033	033	03	1	5.2	6	1	6	1.25195618153365	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	New Zealand	NZ	NZ	-41	174	NZ	1	Canada	CA	CA	60	-95	CA	20170415	http://www.howestreet.com/2017/04/14/uk-germans-did-intercept-trumps-phone-calls-with-russia/
646925993	20170415	201704	2017	2017.2877	USA	AMERICAN	USA								RUS	RUSSIA	RUS								0	060	060	06	2	6.0	1	1	1	-5.91397849462366	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170415	http://thelibertarianrepublic.com/northkorea-syria-different-beasts/
646926172	20170415	201704	2017	2017.2877	USAGOV	BARACK OBAMA	USA					GOV			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-2.79870828848224	3	Rock Island, Illinois, United States	US	USIL	41.5095	-90.5788	416820	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Rock Island, Illinois, United States	US	USIL	41.5095	-90.5788	416820	20170415	http://www.daily-journal.com/opinion/columnists/local/dennis-marek-it-s-hard-to-become-a-supreme-court/article_468bd44c-6f03-5ac4-90c9-5a4577caa959.html
646926278	20170415	201704	2017	2017.2877	sco	SCOTTISH			sco						EDU	UNIVERSITY						EDU			0	0841	084	08	2	7.0	12	1	12	-0.94827586206897	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	52.9667	-1.16667	-2604469	20170415	http://www.heraldscotland.com/opinion/15225544.Alison_Rowat_s_week__Grimace__you_re_on_candid_camera_as_the_star_of_the_internet_show/
646928934	20170415	201704	2017	2017.2877	CAN	CANADA	CAN																		1	081	081	08	2	5.0	1	1	1	-0.60422960725075	1	Canada	CA	CA	60	-95	CA	0							1	United States	US	US	38	-97	US	20170415	http://www.wkbw.com/news/will-canadas-plan-to-legalize-weed-impact-wny
646928939	20170415	201704	2017	2017.2877	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	1.86263096623981	1	Canada	CA	CA	60	-95	CA	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	1	Canada	CA	CA	60	-95	CA	20170415	http://923bobfm.com/everything-that-happened-at-star-wars-celebrations-40th-anniversary-panel/
646928942	20170415	201704	2017	2017.2877	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-0.60422960725075	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170415	http://www.wkbw.com/news/will-canadas-plan-to-legalize-weed-impact-wny
646928943	20170415	201704	2017	2017.2877	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-0.60422960725075	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170415	http://www.wkbw.com/news/will-canadas-plan-to-legalize-weed-impact-wny
646928944	20170415	201704	2017	2017.2877	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	081	081	08	2	5.0	4	1	4	0	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170415	http://www.cogwriter.com/news/doctrine/canada-proposes-becoming-a-marijuana-nation/
646928945	20170415	201704	2017	2017.2877	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	081	081	08	2	5.0	4	1	4	-0.60422960725075	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170415	http://www.wkbw.com/news/will-canadas-plan-to-legalize-weed-impact-wny
646928951	20170415	201704	2017	2017.2877	CANGOV	CANADIAN	CAN					GOV			USA	NEW YORK	USA								1	081	081	08	2	5.0	6	1	6	0	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170415	http://www.cogwriter.com/news/doctrine/canada-proposes-becoming-a-marijuana-nation/
646928961	20170415	201704	2017	2017.2877	CHN	CHINA	CHN																		1	010	010	01	1	0.0	2	1	2	-4.97592295345105	1	China	CH	CH	35	105	CH	0							3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170415	http://www.stabroeknews.com/2017/news/stories/04/14/east-canje-found-guilty-setting-son-fire/
646929009	20170415	201704	2017	2017.2877	CHN	CHINA	CHN								SYR	SYRIAN	SYR								0	195	195	19	4	-10.0	3	3	3	-4.32500665077696	4	Yalu River, China (general), China	CH	CH00	39.9322	124.321	-190826	1	Syria	SY	SY	35	38	SY	3	Honolulu, Hawaii, United States	US	USHI	21.3069	-157.858	366212	20170415	https://www.stripes.com/news/pacific/north-korea-a-potential-train-wreck-in-motion-1.463627
646929013	20170415	201704	2017	2017.2877	CHN	CHINA	CHN								SYRGOV	SYRIAN	SYR					GOV			0	195	195	19	4	-10.0	16	3	16	-4.32500665077696	4	Yalu River, China (general), China	CH	CH00	39.9322	124.321	-190826	1	Syria	SY	SY	35	38	SY	3	Honolulu, Hawaii, United States	US	USHI	21.3069	-157.858	366212	20170415	https://www.stripes.com/news/pacific/north-korea-a-potential-train-wreck-in-motion-1.463627
646929015	20170415	201704	2017	2017.2877	CHN	CHINA	CHN								USA	AMERICAN	USA								0	114	114	11	3	-2.0	26	4	26	-4.27139495973403	4	Yalu River, China (general), China	CH	CH00	39.9322	124.321	-190826	3	Honolulu, Hawaii, United States	US	USHI	21.3069	-157.858	366212	1	Russia	RS	RS	60	100	RS	20170415	https://www.stripes.com/news/pacific/north-korea-a-potential-train-wreck-in-motion-1.463627
646929530	20170415	201704	2017	2017.2877	GOV	AUTHORITIES						GOV			MEX	MEXICO	MEX								1	080	080	08	2	5.0	10	1	10	-12.4087591240876	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170415	http://www.ocregister.com/2017/04/14/man-arrested-on-suspicion-of-sexual-assault-found-in-mexico-returned-to-orange-county/
646929612	20170415	201704	2017	2017.2877	GOV	ATTORNEY GENERAL						GOV			USAJUD	CALIFORNIA	USA					JUD			1	020	020	02	1	3.0	2	1	2	-8.37912087912088	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	Mexico	MX	MX	23	-102	MX	20170415	http://www.mcclatchydc.com/news/politics-government/national-politics/article144672764.html
646929693	20170415	201704	2017	2017.2877	IGOWSTNAT	NATO	WST	NAT				IGO			MIL	MILITARY						MIL			0	138	138	13	3	-7.0	20	4	20	-1.94547223217944	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170415	http://www.mcclatchydc.com/news/politics-government/white-house/article144737814.html
646930011	20170415	201704	2017	2017.2877	MED	MAGAZINE						MED													1	180	180	18	4	-9.0	2	1	2	2.62008733624454	4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	0							1	United States	US	US	38	-97	US	20170415	http://www.newsnow.in/news/tamannaah-sets-a-new-trend-among-heroines
646930065	20170415	201704	2017	2017.2877	MEX	MEXICO	MEX								SLVCOP	SANTA ANA	SLV					COP			1	042	042	04	1	1.9	1	1	1	-12.4087591240876	1	Mexico	MX	MX	23	-102	MX	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	20170415	http://www.ocregister.com/2017/04/14/man-arrested-on-suspicion-of-sexual-assault-found-in-mexico-returned-to-orange-county/
646930066	20170415	201704	2017	2017.2877	MEX	MEXICO	MEX								SLVCOP	SANTA ANA	SLV					COP			1	042	042	04	1	1.9	1	1	1	-12.4087591240876	1	Mexico	MX	MX	23	-102	MX	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	1	Mexico	MX	MX	23	-102	MX	20170415	http://www.ocregister.com/2017/04/14/man-arrested-on-suspicion-of-sexual-assault-found-in-mexico-returned-to-orange-county/
646930067	20170415	201704	2017	2017.2877	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-12.4087591240876	1	Mexico	MX	MX	23	-102	MX	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	20170415	http://www.ocregister.com/2017/04/14/man-arrested-on-suspicion-of-sexual-assault-found-in-mexico-returned-to-orange-county/
646930068	20170415	201704	2017	2017.2877	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-12.4087591240876	1	Mexico	MX	MX	23	-102	MX	3	Orange County, California, United States	US	USCA	33.7	-117.768	277294	1	Mexico	MX	MX	23	-102	MX	20170415	http://www.ocregister.com/2017/04/14/man-arrested-on-suspicion-of-sexual-assault-found-in-mexico-returned-to-orange-county/
646930089	20170415	201704	2017	2017.2877	MIL	MILITARY BASE						MIL			JPN	JAPAN	JPN								1	043	043	04	1	2.8	1	1	1	-4.77611940298508	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	China	CH	CH	35	105	CH	20170415	http://www.zerohedge.com/news/2017-04-14/north-korea-would-target-us-military-bases-asia-pacific-south-korean-presidency-if-u
646930090	20170415	201704	2017	2017.2877	MIL	MILITARY BASE						MIL			JPN	JAPAN	JPN								1	043	043	04	1	2.8	1	1	1	-4.77611940298508	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170415	http://www.zerohedge.com/news/2017-04-14/north-korea-would-target-us-military-bases-asia-pacific-south-korean-presidency-if-u
