618483728	20170119	201701	2017	2017.0521	CHR	CHRISTIAN				CHR					MED	MEDIA						MED			0	051	051	05	1	3.4	6	1	6	-2.36305048335123	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170119	http://thefederalist.com/2017/01/18/public-school-is-often-the-most-destructive-institution-in-american-life/
618483731	20170119	201701	2017	2017.0521	CHRCTH	CATHOLIC				CHR	CTH				BUS	EMPLOYER						BUS			0	020	020	02	1	3.0	10	1	10	-0.19083969465648	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.huffingtonpost.com/entry/catholic-bishops-are-urging-congress-to-halt-obamacare-repeal_us_587fce46e4b00d44838cb0c8
618483732	20170119	201701	2017	2017.0521	CHRCTH	CATHOLIC				CHR	CTH				LEG	CONGRESS						LEG			1	020	020	02	1	3.0	16	3	16	-0.125316234431633	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.huffingtonpost.com/entry/catholic-bishops-are-urging-congress-to-halt-obamacare-repeal_us_587fce46e4b00d44838cb0c8
618483733	20170119	201701	2017	2017.0521	CHRCTH	CATHOLIC BISHOP				CHR	CTH				USA	UNITED STATES	USA								1	014	014	01	1	0.0	20	2	20	0.079405327496935	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.huffingtonpost.com/entry/catholic-bishops-are-urging-congress-to-halt-obamacare-repeal_us_587fce46e4b00d44838cb0c8
618483734	20170119	201701	2017	2017.0521	CHRCTH	CATHOLIC BISHOP				CHR	CTH				USA	UNITED STATES	USA								1	020	020	02	1	3.0	20	2	20	0.079405327496935	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.huffingtonpost.com/entry/catholic-bishops-are-urging-congress-to-halt-obamacare-repeal_us_587fce46e4b00d44838cb0c8
618483883	20170119	201701	2017	2017.0521	COP	POLICE						COP			CHRCTH	CATHOLIC				CHR	CTH				1	173	173	17	4	-5.0	2	1	2	-8.24742268041237	3	North Richland Hills, Texas, United States	US	USTX	32.8343	-97.2289	1375190	3	North Richland Hills, Texas, United States	US	USTX	32.8343	-97.2289	1375190	3	North Richland Hills, Texas, United States	US	USTX	32.8343	-97.2289	1375190	20170119	http://dfw.cbslocal.com/2017/01/18/former-church-volunteer-arrested-for-sexual-offenses/
618483981	20170119	201701	2017	2017.0521	COP	DETECTIVE						COP			cad	CADDO			cad						0	090	090	09	2	-2.0	3	1	3	-7.12136409227683	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	20170119	http://theothermccain.com/2017/01/17/the-womensmarch-on-washington-like-seinfeld-its-a-show-about-nothing/comment-page-1/
618484845	20170119	201701	2017	2017.0521	GOV	PRESIDENT						GOV			CHRPRO230HLH	METHODIST				CHR	PRO	HLH			1	010	010	01	1	0.0	6	1	6	-0.69444444444444	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	https://www.sott.net/article/340037-George-H-W-and-Barbara-Bush-both-hospitalized
618484846	20170119	201701	2017	2017.0521	GOV	PRESIDENT						GOV			CHRPRO230HLH	METHODIST				CHR	PRO	HLH			1	010	010	01	1	0.0	14	3	14	-0.685428517728117	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Kennebunkport, Maine, United States	US	USME	43.3618	-70.4767	581640	3	Kennebunkport, Maine, United States	US	USME	43.3618	-70.4767	581640	20170119	http://www.marklevinshow.com/news/george-h-w-bush-barbara-bush-both-hospitalized-spokesman-says/
618484847	20170119	201701	2017	2017.0521	GOV	PRESIDENT						GOV			CHRPRO230HLH	METHODIST				CHR	PRO	HLH			1	010	010	01	1	0.0	22	9	22	-0.400872289883136	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170119	https://www.sott.net/article/340037-George-H-W-and-Barbara-Bush-both-hospitalized
618484919	20170119	201701	2017	2017.0521	GOV	AUTHORITIES						GOV			JEW	JEWISH				JEW					1	012	012	01	1	-0.4	55	6	55	-6.24231006212501	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170119	http://www.wsbradio.com/news/ap/florida/fbi-investigating-threats-to-jewish-centers/ntZkk/
618485166	20170119	201701	2017	2017.0521	HINAST700	YOGA				HIN					USA	MICHIGAN	USA								1	036	036	03	1	4.0	10	1	10	1.30718954248366	3	Muskegon State Park, Michigan, United States	US	USMI	43.2406	-86.3395	633166	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	3	Muskegon State Park, Michigan, United States	US	USMI	43.2406	-86.3395	633166	20170119	http://wfgr.com/tags/yoga/
618485319	20170119	201701	2017	2017.0521	IMGSEAMOSJMA	ABU BAKAR	SEA			MOS		IMG			USA	UNITED STATES	USA								1	1821	182	18	4	-9.0	2	1	2	-5.77777777777778	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170119	http://www.thenewsstar.com/story/news/crime/2017/01/18/monroe-man-accused-raping-juvenile/96721888/
618485503	20170119	201701	2017	2017.0521	JEW	JEWISH				JEW					JEWEDU	JEWISH				JEW		EDU			1	051	051	05	1	3.4	10	1	10	-3.79746835443038	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170119	http://www.tikkun.org/tikkundaily/2017/01/18/worst-campuses-for-jewish-students-a-laughable-list/
618485504	20170119	201701	2017	2017.0521	JEW	RABBI				JEW					USA	MONTANA	USA								1	042	042	04	1	1.9	18	8	18	-3.78992137735927	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	2	Montana, United States	US	USMT	46.9048	-110.326	MT	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485505	20170119	201701	2017	2017.0521	JEW	RABBI				JEW					USA	MONTANA	USA								1	042	042	04	1	1.9	183	22	183	-3.31457905130241	2	Montana, United States	US	USMT	46.9048	-110.326	MT	2	Montana, United States	US	USMT	46.9048	-110.326	MT	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485506	20170119	201701	2017	2017.0521	JEW	JEWISH				JEW					USA	CONNECTICUT	USA								0	134	134	13	3	-5.8	2	1	2	-3.36391437308868	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170119	http://www.centralmaine.com/2017/01/18/bomb-threat-called-in-to-portland-jewish-preschool/
618485507	20170119	201701	2017	2017.0521	JEW	JEWISH				JEW					USA	CONNECTICUT	USA								0	1383	138	13	3	-7.0	2	1	2	-3.36391437308868	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	20170119	http://www.centralmaine.com/2017/01/18/bomb-threat-called-in-to-portland-jewish-preschool/
618485508	20170119	201701	2017	2017.0521	JEWCVL	JEWISH				JEW		CVL													1	051	051	05	1	3.4	152	21	152	-3.33666814598043	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	0							3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485509	20170119	201701	2017	2017.0521	JEWCVL	JEWISH				JEW		CVL			JEW	JEWISH				JEW					1	134	134	13	3	-5.8	5	1	5	-3.36391437308868	3	Ashmont, Massachusetts, United States	US	USMA	42.2834	-71.0689	612861	3	Ashmont, Massachusetts, United States	US	USMA	42.2834	-71.0689	612861	3	Ashmont, Massachusetts, United States	US	USMA	42.2834	-71.0689	612861	20170119	http://www.centralmaine.com/2017/01/18/bomb-threat-called-in-to-portland-jewish-preschool/
618485510	20170119	201701	2017	2017.0521	JEWCVL	JEWISH				JEW		CVL			LEG	REPRESENTATIVES						LEG			0	040	040	04	1	1.0	48	23	48	-3.33480492416481	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485511	20170119	201701	2017	2017.0521	JEWCVL	JEWISH				JEW		CVL			LEG	REPRESENTATIVES						LEG			0	040	040	04	1	1.0	192	23	192	-3.33480492416481	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	2	Montana, United States	US	USMT	46.9048	-110.326	MT	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485512	20170119	201701	2017	2017.0521	JEWCVL	JEWISH				JEW		CVL			LEG	REPRESENTATIVES						LEG			0	043	043	04	1	2.8	48	23	48	-3.33480492416481	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	2	Montana, United States	US	USMT	46.9048	-110.326	MT	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485514	20170119	201701	2017	2017.0521	JEWEDU	JEWISH				JEW		EDU													1	0231	023	02	1	3.4	46	22	46	-3.31457905130241	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	0							2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485517	20170119	201701	2017	2017.0521	JEWEDU	JEWISH				JEW		EDU			POL	POLAND	POL								1	0231	023	02	1	3.4	23	22	23	-3.31457905130241	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	4	Birkenau, Warminsko-Mazurskie, Poland	PL	PL85	54.4178	19.9648	-535533	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485519	20170119	201701	2017	2017.0521	JEWEDU	JEWISH				JEW		EDU			USA	UNITED STATES	USA								1	0231	023	02	1	3.4	115	22	115	-3.31457905130241	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	2	Montana, United States	US	USMT	46.9048	-110.326	MT	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485683	20170119	201701	2017	2017.0521	JUD	PROSECUTOR						JUD			NGOUSAJEW	AMIT	USA			JEW		NGO			0	080	080	08	2	5.0	18	6	18	-6.99149018277144	1	India	IN	IN	20	77	IN	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
618485756	20170119	201701	2017	2017.0521	JUD	ATTORNEY						JUD			nav	NAVAJO			nav						1	015	015	01	1	0.0	17	17	17	-3.77182335235103	3	Shiprock, New Mexico, United States	US	USNM	36.7856	-108.687	902354	3	Shiprock, New Mexico, United States	US	USNM	36.7856	-108.687	902354	3	Shiprock, New Mexico, United States	US	USNM	36.7856	-108.687	902354	20170119	http://www.fairfieldcitizenonline.com/news/crime/article/Slain-girl-s-father-sues-Navajos-over-lack-of-10866006.php
618485944	20170119	201701	2017	2017.0521	LEG	REPRESENTATIVES						LEG			JEWCVL	JEWISH				JEW		CVL			0	040	040	04	1	1.0	48	23	48	-3.33480492416481	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485945	20170119	201701	2017	2017.0521	LEG	REPRESENTATIVES						LEG			JEWCVL	JEWISH				JEW		CVL			0	040	040	04	1	1.0	192	23	192	-3.33480492416481	2	Montana, United States	US	USMT	46.9048	-110.326	MT	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618485946	20170119	201701	2017	2017.0521	LEG	REPRESENTATIVES						LEG			JEWCVL	JEWISH				JEW		CVL			0	042	042	04	1	1.9	48	23	48	-3.33480492416481	2	Montana, United States	US	USMT	46.9048	-110.326	MT	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	48.4111	-114.338	793219	20170119	http://www.winonadailynews.com/news/national/rabbis-plan-response-to-white-supremacist-threats-in-montana/article_85f55a58-9b93-5b78-b8d5-f0da1e21ba4b.html
618486090	20170119	201701	2017	2017.0521	MED	SPOKESMAN						MED			CHRPRO230HLH	METHODIST				CHR	PRO	HLH			1	010	010	01	1	0.0	335	35	335	-1.27151353471849	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170119	http://ap.stripes.com/dynamic/stories/U/US_GEORGE_HW_BUSH_HOSPITALIZED_THE_LATEST?SITE=DCSAS&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-01-18-18-12-20
618486340	20170119	201701	2017	2017.0521	MOS	MUSLIM				MOS															0	013	013	01	1	0.4	6	2	6	-1.54798761609907	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	0							3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170119	http://www.auburn-reporter.com/opinion/not-all-festive-about-trumps-inauguration-the-petri-dish/
618486341	20170119	201701	2017	2017.0521	MOS	MUSLIM				MOS															0	013	013	01	1	0.4	2	2	2	-1.54798761609907	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	0							2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170119	http://www.auburn-reporter.com/opinion/not-all-festive-about-trumps-inauguration-the-petri-dish/
618486342	20170119	201701	2017	2017.0521	MOS	MUSLIM				MOS															0	013	013	01	1	0.4	2	2	2	-1.54798761609907	2	Washington, United States	US	USWA	47.3917	-121.571	WA	0							2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170119	http://www.auburn-reporter.com/opinion/not-all-festive-about-trumps-inauguration-the-petri-dish/
618486343	20170119	201701	2017	2017.0521	MOS	ISLAMIC				MOS					COP	POLICE						COP			1	030	030	03	1	4.0	2	1	2	-9.09090909090905	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170119	https://world.wng.org/2017/01/prosecutors_orlando_shooter_s_wife_knew_about_attack
618486344	20170119	201701	2017	2017.0521	MOS	ISLAMIC				MOS					COP	POLICE						COP			1	030	030	03	1	4.0	1	1	1	-9.09090909090905	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170119	https://world.wng.org/2017/01/prosecutors_orlando_shooter_s_wife_knew_about_attack
618486346	20170119	201701	2017	2017.0521	MOS	ISLAMIC				MOS					IRN	IRAN	IRN								0	040	040	04	1	1.0	1	1	1	2.34260614934115	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.onbeing.org/blog/omid-safi-what-would-brother-martin-say/9148
618486359	20170119	201701	2017	2017.0521	MOSCVL	MUSLIM				MOS		CVL													0	120	120	12	3	-4.0	246	40	246	-0.67967717100783	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	0							2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	20170119	http://www.westernslopenow.com/news/haley-questions-us-funding-of-un/642285762
618486510	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	637	116	637	-5.89588149404565	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.kristv.com/story/34292436/fbi-investigating-threats-to-jewish-centers
618486511	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	486	112	486	-5.90097232997491	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	New York, United States	US	USNY	42.1497	-74.9384	NY	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.kristv.com/story/34292436/fbi-investigating-threats-to-jewish-centers
618486512	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	14	5	14	-5.58050711874567	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170119	https://www.washingtonpost.com/national/religion/fbi-investigating-threats-to-jewish-centers/2017/01/18/365df62a-ddd5-11e6-8902-610fe486791c_story.html
618486513	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	94	40	94	-5.84003640558271	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170119	http://www.foxnews.com/us/2017/01/18/fbi-investigating-threats-to-jewish-centers.html
618486514	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	33	16	33	-5.82873074471218	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170119	http://www.foxnews.com/us/2017/01/18/fbi-investigating-threats-to-jewish-centers.html
618486515	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	68	48	68	-5.86872952497746	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170119	http://www.foxnews.com/us/2017/01/18/fbi-investigating-threats-to-jewish-centers.html
618486516	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	1383	138	13	3	-7.0	838	126	838	-5.87804522084599	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170119	http://www.kristv.com/story/34292436/fbi-investigating-threats-to-jewish-centers
618486517	20170119	201701	2017	2017.0521	NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			JEWCVL	JEWISH				JEW		CVL			1	1383	138	13	3	-7.0	544	123	544	-5.87346219895139	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170119	http://www.kristv.com/story/34292436/fbi-investigating-threats-to-jewish-centers
618486518	20170119	201701	2017	2017.0521	NGOUSAJEW	AMIT	USA			JEW		NGO			JUD	PROSECUTOR						JUD			1	112	112	11	3	-2.0	6	6	6	-6.99149018277144	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
618486520	20170119	201701	2017	2017.0521	NGOUSAJEW	AMIT	USA			JEW		NGO			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	12	6	12	-6.99149018277144	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170119	http://wkzo.com/news/articles/2017/jan/18/boston-entrepreneur-gets-20-months-in-prison-for-insider-trading/
