626814815	20170213	201702	2017	2017.1178	JEW	RABBI				JEW															1	010	010	01	1	0.0	6	1	6	3.41880341880342	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.israelnationalnews.com/News/Flash.aspx/380826
626815139	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					GOV	PRESIDENT						GOV			1	172	172	17	4	-5.0	87	15	87	-5.00801006131913	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.journalnow.com/news/nation_world/old-case-about-ritual-goat-sacrifices-played-in-blocking-trump/article_11026f68-f17c-11e6-9967-a7c5a96ff8e9.html
626815142	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					SYRGOV	SYRIA	SYR					GOV			1	172	172	17	4	-5.0	4	1	4	0.35391103481891	1	Syria	SY	SY	35	38	SY	1	Syria	SY	SY	35	38	SY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://m.themalaymailonline.com/showbiz/article/yo-yo-ma-and-his-ensemble-win-best-world-music-grammy
626815143	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					USA	MIAMI	USA								0	010	010	01	1	0.0	6	2	6	-3.27061345646438	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170213	http://www.journalnow.com/news/nation_world/old-case-about-ritual-goat-sacrifices-played-in-blocking-trump/article_11026f68-f17c-11e6-9967-a7c5a96ff8e9.html
626815145	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	172	172	17	4	-5.0	111	33	104	-3.17724743088223	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.journalnow.com/news/nation_world/old-case-about-ritual-goat-sacrifices-played-in-blocking-trump/article_11026f68-f17c-11e6-9967-a7c5a96ff8e9.html
626815146	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					USAGOV	UNITED STATES	USA					GOV			1	172	172	17	4	-5.0	33	23	33	-3.69341476132841	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.journalnow.com/news/nation_world/old-case-about-ritual-goat-sacrifices-played-in-blocking-trump/article_11026f68-f17c-11e6-9967-a7c5a96ff8e9.html
626815189	20170213	201702	2017	2017.1178	NRMRAC020	CREATIVITY				NRM															1	051	051	05	1	3.4	7	2	7	5.94117647058824	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://www.vogue.com/article/dua-lipa-alexander-wang-fall-2017-celebrity-new-york-fashion-week-photo-diary
626815665	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					0	010	010	01	1	0.0	24	3	24	-3.57664233576642	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20170213	http://www.readingeagle.com/ap/article/body-of-missouri-ku-klux-klan-leader-found
626815738	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								JEW	JEWISH				JEW					1	100	100	10	3	-5.0	1	1	1	-6.84039087947883	3	Battery Park, New York, United States	US	USNY	40.7032	-74.0157	943167	3	Battery Park, New York, United States	US	USNY	40.7032	-74.0157	943167	3	Battery Park, New York, United States	US	USNY	40.7032	-74.0157	943167	20170213	http://wbt.com/jewish-support-pledged-to-refugees-at-ny-rally/
626815739	20170213	201702	2017	2017.1178	USA	AMERICAN	USA								JEW	JEWISH				JEW					1	100	100	10	3	-5.0	1	1	1	-6.84039087947883	3	Battery Park, New York, United States	US	USNY	40.7032	-74.0157	943167	3	Battery Park, New York, United States	US	USNY	40.7032	-74.0157	943167	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170213	http://wbt.com/jewish-support-pledged-to-refugees-at-ny-rally/
626815740	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								JEW	JEWISH				JEW					1	100	100	10	3	-5.0	1	1	1	-6.84039087947883	3	Battery Park, New York, United States	US	USNY	40.7032	-74.0157	943167	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170213	http://wbt.com/jewish-support-pledged-to-refugees-at-ny-rally/
626815741	20170213	201702	2017	2017.1178	USA	AMERICAN	USA								JEW	JEWISH				JEW					1	100	100	10	3	-5.0	1	1	1	-6.84039087947883	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170213	http://wbt.com/jewish-support-pledged-to-refugees-at-ny-rally/
626815742	20170213	201702	2017	2017.1178	USA	AMERICAN	USA								JEW	JEWISH				JEW					1	100	100	10	3	-5.0	6	1	6	-6.84039087947883	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://wbt.com/jewish-support-pledged-to-refugees-at-ny-rally/
626815782	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					0	043	043	04	1	2.8	4	2	4	-5.23955066883658	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.12news.com/news/politics/national-politics/trump-team-assesses-legal-options-on-travel-ban/407201373
626815783	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					0	043	043	04	1	2.8	4	2	4	-5.23955066883658	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.12news.com/news/politics/national-politics/trump-team-assesses-legal-options-on-travel-ban/407201373
626815786	20170213	201702	2017	2017.1178	USA	NEW YORK CITY	USA								NRMRAC020	CREATIVITY				NRM					1	051	051	05	1	3.4	8	1	8	6	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://www.vogue.com/article/dua-lipa-alexander-wang-fall-2017-celebrity-new-york-fashion-week-photo-diary
626815888	20170213	201702	2017	2017.1178	USAGOV	UNITED STATES	USA					GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	35	17	35	-1.25347009875293	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://www.timesunion.com/business/technology/article/From-protests-to-pussy-hats-Trump-resistance-10926808.php
626815934	20170213	201702	2017	2017.1178	USAMED	ASSOCIATED PRESS	USA					MED			dak	SIOUX			dak						1	042	042	04	1	1.9	10	1	10	3.05343511450382	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	20170213	http://siouxcityjournal.com/news/state-and-regional/nebraska/early-maps-of-great-plains-will-be-examined-at-conference/article_016567f6-e9be-5d3a-a48e-011afe491310.html
626815956	20170213	201702	2017	2017.1178	dak	SIOUX			dak						USAMED	ASSOCIATED PRESS	USA					MED			1	043	043	04	1	2.8	10	1	10	3.05343511450382	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	20170213	http://siouxcityjournal.com/news/state-and-regional/nebraska/early-maps-of-great-plains-will-be-examined-at-conference/article_016567f6-e9be-5d3a-a48e-011afe491310.html
626819657	20170213	201702	2017	2017.1178	CVL	POPULATION						CVL			CHRLDS	LATTER DAY SAINTS				CHR	LDS				0	020	020	02	1	3.0	2	1	2	2.14991284137129	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	20170213	http://patch.com/new-york/malverne-lynbrook/s/g12v5/these-are-the-10-most-compassionate-cities-in-america
626819658	20170213	201702	2017	2017.1178	CVL	POPULATION						CVL			CHRLDS	LATTER DAY SAINTS				CHR	LDS				0	020	020	02	1	3.0	8	1	8	2.14991284137129	3	Salt Lake City, Utah, United States	US	USUT	40.7608	-111.891	1454997	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	20170213	http://patch.com/new-york/malverne-lynbrook/s/g12v5/these-are-the-10-most-compassionate-cities-in-america
626819659	20170213	201702	2017	2017.1178	CVL	POPULATION						CVL			CHRLDS	LATTER DAY SAINTS				CHR	LDS				0	080	080	08	2	5.0	2	1	2	2.14991284137129	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	20170213	http://patch.com/new-york/malverne-lynbrook/s/g12v5/these-are-the-10-most-compassionate-cities-in-america
626819660	20170213	201702	2017	2017.1178	CVL	POPULATION						CVL			CHRLDS	LATTER DAY SAINTS				CHR	LDS				0	080	080	08	2	5.0	8	1	8	2.14991284137129	3	Salt Lake City, Utah, United States	US	USUT	40.7608	-111.891	1454997	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	3	Brigham Young University, Utah, United States	US	USUT	40.2458	-111.651	1439112	20170213	http://patch.com/new-york/malverne-lynbrook/s/g12v5/these-are-the-10-most-compassionate-cities-in-america
626820426	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	8	1	8	3.85581675708258	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170213	https://www.thesun.co.uk/tvandshowbiz/2848580/stephen-fry-kicks-off-bafta-2017-ceremony-by-grabbing-meryl-streep-for-a-smooch/
626820427	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	128	17	124	-2.56800005711895	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://seriouslypolitics.com/2017/02/12/16/20/29/so-you-want-to-help-a-refugee-family/
626820432	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					USA	AMERICAN	USA								1	190	190	19	4	-10.0	13	2	13	-6.3177284241284	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170213	https://www.thenews.com.pk/print/185887-Modern-tribalism
626820959	20170213	201702	2017	2017.1178	USA	AMERICAN	USA								MOS	MUSLIM				MOS					1	190	190	19	4	-10.0	10	1	10	-5.33208606173994	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170213	https://www.thenews.com.pk/print/185887-Modern-tribalism
626821025	20170213	201702	2017	2017.1178	USAGOV	UNITED STATES	USA					GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	4	2	4	-1.04675212236358	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170213	http://floridapolitics.com/archives/231993-protests-pussy-hats-donald-trump-resistance-brews-online
626822848	20170213	201702	2017	2017.1178	ATH	ATHEIST				ATH					CHRCTH	CATHOLIC				CHR	CTH				0	042	042	04	1	1.9	5	1	5	0.26041666666667	3	First Presbyterian Church, New York, United States	US	USNY	41.2576	-73.6854	2060681	3	First Presbyterian Church, New York, United States	US	USNY	41.2576	-73.6854	2060681	3	First Presbyterian Church, New York, United States	US	USNY	41.2576	-73.6854	2060681	20170213	http://historynewsnetwork.org/article/165046
626822849	20170213	201702	2017	2017.1178	ATH	ATHEIST				ATH					EDU	SCHOOL						EDU			0	042	042	04	1	1.9	5	1	5	0.26041666666667	3	First Presbyterian Church, New York, United States	US	USNY	41.2576	-73.6854	2060681	3	First Presbyterian Church, New York, United States	US	USNY	41.2576	-73.6854	2060681	3	First Presbyterian Church, New York, United States	US	USNY	41.2576	-73.6854	2060681	20170213	http://historynewsnetwork.org/article/165046
626823155	20170213	201702	2017	2017.1178	CHR	CHRISTIANITY				CHR					REL	PREACHER									0	040	040	04	1	1.0	2	1	2	-0.61728395061729	3	Lincoln Memorial, Illinois, United States	US	USIL	41.877	-87.6217	1832433	3	Lincoln Memorial, Illinois, United States	US	USIL	41.877	-87.6217	1832433	3	Lincoln Memorial, Illinois, United States	US	USIL	41.877	-87.6217	1832433	20170213	https://stream.org/abraham-lincoln-example-religious-freedom/
