614836521	20170107	201701	2017	2017.0192	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-4.97017892644135	4	Pictou, Nova Scotia, Canada	CA	CA07	45.6667	-62.7	-571268	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170107	http://www.ngnews.ca/news/local/2017/1/6/breaking--multiple-people-shot-at-florida-airport--reports-say.html
614836523	20170107	201701	2017	2017.0192	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	161	25	161	-5.05315208921667	1	Canada	CA	CA	60	-95	CA	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170107	http://www.cbncompass.ca/news/local/2017/1/6/breaking--multiple-people-shot-at-florida-airport--reports-say.html
614836524	20170107	201701	2017	2017.0192	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	68	22	68	-4.9734819991603	1	Canada	CA	CA	60	-95	CA	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	1	Canada	CA	CA	60	-95	CA	20170107	http://www.cbncompass.ca/news/local/2017/1/6/breaking--multiple-people-shot-at-florida-airport--reports-say.html
614836525	20170107	201701	2017	2017.0192	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	814	115	814	-5.11977520817869	1	Canada	CA	CA	60	-95	CA	3	Broward County, Florida, United States	US	USFL	26.1504	-80.4831	295753	1	Canada	CA	CA	60	-95	CA	20170107	http://lmtribune.com/update-police-dead-wounded-in-shooting-at-florida-airport/article_408f64b0-d440-11e6-8db1-1b716edc08cb.html
614836526	20170107	201701	2017	2017.0192	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	043	043	04	1	2.8	48	23	48	-5.28668816698225	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170107	http://lmtribune.com/update-police-dead-wounded-in-shooting-at-florida-airport/article_408f64b0-d440-11e6-8db1-1b716edc08cb.html
614836528	20170107	201701	2017	2017.0192	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	080	080	08	2	5.0	2	1	2	-5.35714285714286	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170107	http://www.morning-times.com/state_news/article_c9261321-d2e2-56ad-9328-6784f695ef87.html
614836586	20170107	201701	2017	2017.0192	CHL	SANTIAGO	CHL								USA	ALASKA	USA								0	060	060	06	2	6.0	2	1	2	-4.50549450549451	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	1	Canada	CA	CA	60	-95	CA	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170107	http://www.dailyrecord.co.uk/news/uk-world-news/what-know-fort-lauderdale-airport-9576476
614836587	20170107	201701	2017	2017.0192	CHL	CHILE	CHL								USA	UNITED STATES	USA								0	060	060	06	2	6.0	2	1	2	-4.50549450549451	1	Canada	CA	CA	60	-95	CA	2	Alaska, United States	US	USAK	61.385	-152.268	AK	2	Alaska, United States	US	USAK	61.385	-152.268	AK	20170107	http://www.dailyrecord.co.uk/news/uk-world-news/what-know-fort-lauderdale-airport-9576476
614836640	20170107	201701	2017	2017.0192	CHN	CHINA	CHN								IRN	IRANIAN	IRN								0	020	020	02	1	3.0	6	1	6	-4.79452054794521	1	China	CH	CH	35	105	CH	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.globaltimes.cn/content/1027545.shtml
614836646	20170107	201701	2017	2017.0192	CHN	CHINA	CHN								IRN	IRAN	IRN								1	057	057	05	1	8.0	36	5	36	-4.09213261951783	1	China	CH	CH	35	105	CH	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614836659	20170107	201701	2017	2017.0192	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	036	036	03	1	4.0	108	48	108	-1.49219737996288	4	Minglang, Jilin, China	CH	CH05	43.119	129.469	10869932	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.wsbradio.com/ap/ap/top-news/dea-chief-to-visit-china-as-us-pushes-to-halt-opio/ntT5Q/
614836660	20170107	201701	2017	2017.0192	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-0.64102564102564	1	China	CH	CH	35	105	CH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	20170107	http://abc6onyourside.com/news/local/trump-pick-ousts-chairman-of-ohio-gop
614836662	20170107	201701	2017	2017.0192	CHN	CHINA	CHN								USA	THE US	USA								0	110	110	11	3	-2.0	5	2	5	-2.06610054820333	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170107	http://mondediplo.com/2017/01/02trump-world
614836663	20170107	201701	2017	2017.0192	CHN	CHINESE	CHN								USA	THE US	USA								0	110	110	11	3	-2.0	1	1	1	-2.35955056179776	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170107	http://mondediplo.com/2017/01/02trump-world
614836954	20170107	201701	2017	2017.0192	CVL	ENGINEER						CVL			CHN	CHINA	CHN								1	015	015	01	1	0.0	6	1	6	-4.45269016697588	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	20170107	http://www.usatoday.com/story/news/nation-now/2017/01/06/china-tva-nuclear-spy/96265530/
614836955	20170107	201701	2017	2017.0192	CVL	ENGINEER						CVL			CHN	CHINA	CHN								1	015	015	01	1	0.0	2	1	2	-4.45269016697588	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170107	http://www.usatoday.com/story/news/nation-now/2017/01/06/china-tva-nuclear-spy/96265530/
614837007	20170107	201701	2017	2017.0192	DEU	GERMANY	DEU								IRN	IRAN	IRN								1	057	057	05	1	8.0	12	5	12	-4.09213261951783	1	China	CH	CH	35	105	CH	1	Germany	GM	GM	51	9	GM	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614837287	20170107	201701	2017	2017.0192	GBR	BRITAIN	GBR								IRN	IRANIAN	IRN								0	020	020	02	1	3.0	6	1	6	-4.79452054794521	1	United Kingdom	UK	UK	54	-2	UK	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.globaltimes.cn/content/1027545.shtml
614837289	20170107	201701	2017	2017.0192	GBR	BRITAIN	GBR								IRN	IRANIAN	IRN								0	030	030	03	1	4.0	2	1	2	-4.79452054794521	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Germany	GM	GM	51	9	GM	1	China	CH	CH	35	105	CH	20170107	http://www.globaltimes.cn/content/1027545.shtml
614837293	20170107	201701	2017	2017.0192	GBR	BRITAIN	GBR								IRN	IRAN	IRN								1	057	057	05	1	8.0	36	5	36	-4.09213261951783	1	United Kingdom	UK	UK	54	-2	UK	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614837306	20170107	201701	2017	2017.0192	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	2.49415432579891	4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	20170107	http://www.huffingtonpost.com/entry/golden-globes-2017-preview_us_586fe8cae4b099cdb0fd0aaa
614837342	20170107	201701	2017	2017.0192	GOV	AMBASSADOR						GOV													1	010	010	01	1	0.0	2	1	2	1.19617224880383	1	China	CH	CH	35	105	CH	0							3	Fletcher School, New York, United States	US	USNY	42.0812	-79.2403	950281	20170107	https://www.yahoo.com/news/trump-denies-grace-periods-obama-ambassadors-232550238.html
614837457	20170107	201701	2017	2017.0192	GOV	EMBASSY						GOV			CAN	CANADA	CAN								1	040	040	04	1	1.0	2	1	2	-9.375	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170107	http://newsok.com/embassy-spokeswoman-florida-airport-shooting-suspect-has-no-connection-to-canada-did-not-fly-from-that-country/article/feed/1144341
614837461	20170107	201701	2017	2017.0192	GOV	EMBASSY						GOV			CAN	CANADA	CAN								1	193	193	19	4	-10.0	2	1	2	-9.375	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170107	http://newsok.com/embassy-spokeswoman-florida-airport-shooting-suspect-has-no-connection-to-canada-did-not-fly-from-that-country/article/feed/1144341
614837559	20170107	201701	2017	2017.0192	GOV	PRESIDENT						GOV			SPY	INTELLIGENCE						SPY			1	010	010	01	1	0.0	11	11	11	-2.34791682823797	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	1	Russia	RS	RS	60	100	RS	20170107	http://www.omaha.com/news/nation/report-putin-ordered-effort-to-help-trump-hurt-clinton/article_0cf6bc26-d467-11e6-9a65-cfcf62ab5c5f.html
614837595	20170107	201701	2017	2017.0192	GOV	FIRE DEPARTMENT						GOV			USA	ILLINOIS	USA								1	017	017	01	1	0.0	8	1	8	5.62193830266119	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170107	http://www.dailyherald.com/article/20170106/submitted/170109344/
614837596	20170107	201701	2017	2017.0192	GOV	FIRE DEPARTMENT						GOV			USA	ILLINOIS	USA								1	017	017	01	1	0.0	2	1	2	5.62193830266119	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	20170107	http://www.dailyherald.com/article/20170106/submitted/170109344/
614837745	20170107	201701	2017	2017.0192	IRN	IRAN	IRN								CHN	CHINA	CHN								1	057	057	05	1	8.0	36	5	36	-4.09213261951783	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614837753	20170107	201701	2017	2017.0192	IRN	IRAN	IRN								DEU	GERMANY	DEU								1	057	057	05	1	8.0	12	5	12	-4.09213261951783	1	Germany	GM	GM	51	9	GM	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614837763	20170107	201701	2017	2017.0192	IRN	IRANIAN	IRN								GBR	BRITAIN	GBR								0	030	030	03	1	4.0	2	1	2	-4.79452054794521	1	Germany	GM	GM	51	9	GM	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170107	http://www.globaltimes.cn/content/1027545.shtml
614837764	20170107	201701	2017	2017.0192	IRN	IRAN	IRN								GBR	BRITAIN	GBR								1	057	057	05	1	8.0	36	5	36	-4.09213261951783	4	Tehran, Tehran, Iran	IR	IR26	35.75	51.5148	10074674	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614837778	20170107	201701	2017	2017.0192	IRN	IRAN	IRN								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	12	5	12	-4.09213261951783	1	Germany	GM	GM	51	9	GM	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614838093	20170107	201701	2017	2017.0192	LEG	SENATE PRESIDENT						LEG													1	110	110	11	3	-2.0	2	1	2	-1.48911798396334	3	Woonsocket, Rhode Island, United States	US	USRI	42.0029	-71.5148	1219339	0							4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170107	http://ripr.org/post/tgif-24-things-know-about-rhode-island-politics-media-0
614838107	20170107	201701	2017	2017.0192	LEG	CONGRESS						LEG			CHN	CHINA	CHN								1	120	120	12	3	-4.0	24	5	24	-4.09213261951783	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614838116	20170107	201701	2017	2017.0192	LEG	CONGRESS						LEG			DEU	GERMANY	DEU								1	120	120	12	3	-4.0	12	5	12	-4.09213261951783	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614838132	20170107	201701	2017	2017.0192	LEG	CONGRESS						LEG			GBR	BRITAIN	GBR								1	120	120	12	3	-4.0	24	5	24	-4.09213261951783	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614838155	20170107	201701	2017	2017.0192	LEG	CONGRESS						LEG			RUS	RUSSIA	RUS								1	120	120	12	3	-4.0	12	5	12	-4.09213261951783	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614838320	20170107	201701	2017	2017.0192	MED	MEDIA						MED			USA	BOSTON	USA								1	042	042	04	1	1.9	1	1	1	2.64550264550264	3	Massachusetts Institute Of Technology, Massachusetts, United States	US	USMA	42.3595	-71.0917	1959163	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	United Kingdom	UK	UK	54	-2	UK	20170107	http://leaderpost.com/news/local-news/from-u-of-r-to-mit-and-back-again
614838334	20170107	201701	2017	2017.0192	MED	PUBLICATION						MED			USAMED	WALL STREET JOURNAL	USA					MED			0	193	193	19	4	-10.0	1	1	1	0.56022408963585	3	Hermosa Beach, California, United States	US	USCA	33.8622	-118.4	1652719	4	Calcutta, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	3	Hermosa Beach, California, United States	US	USCA	33.8622	-118.4	1652719	20170107	http://www.sandiegouniontribune.com/news/california/la-me-ln-photographer-killed-helicopter-crash-20170106-story.html
614838339	20170107	201701	2017	2017.0192	MEX	MEXICO CITY	MEX																		1	031	031	03	1	5.2	1	1	1	0.27434842249657	1	United States	US	US	38	-97	US	0							4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170107	http://www.4-traders.com/FOMENTO-DE-CONSTRUCCIONES-74234/news/Fomento-de-Construcciones-y-Contratas-The-Grupo-Carso-consortium-which-includes-FCC-has-been-awa-23656092/
614838357	20170107	201701	2017	2017.0192	MEX	MEXICO CITY	MEX								MEXGOV	MEXICO	MEX					GOV			1	031	031	03	1	5.2	3	1	3	0.27434842249657	1	United States	US	US	38	-97	US	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170107	http://www.4-traders.com/FOMENTO-DE-CONSTRUCCIONES-74234/news/Fomento-de-Construcciones-y-Contratas-The-Grupo-Carso-consortium-which-includes-FCC-has-been-awa-23656092/
614838362	20170107	201701	2017	2017.0192	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	6	3	6	-0.19863462845401	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170107	http://lasvegassun.com/news/2017/jan/06/mexican-ford-plant-workers-blame-trump-for-dashed/
614838363	20170107	201701	2017	2017.0192	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	043	043	04	1	2.8	18	3	18	-0.19863462845401	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170107	http://lasvegassun.com/news/2017/jan/06/mexican-ford-plant-workers-blame-trump-for-dashed/
614838367	20170107	201701	2017	2017.0192	MEXGOV	MEXICO	MEX					GOV			MEX	MEXICO CITY	MEX								1	031	031	03	1	5.2	3	1	3	0.27434842249657	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	1	United States	US	US	38	-97	US	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170107	http://www.4-traders.com/FOMENTO-DE-CONSTRUCCIONES-74234/news/Fomento-de-Construcciones-y-Contratas-The-Grupo-Carso-consortium-which-includes-FCC-has-been-awa-23656092/
614838609	20170107	201701	2017	2017.0192	PHL	PHILIPPINE	PHL								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	6	5	6	-1.42047587613161	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20170107	http://journalstar.com/news/world/correction-philippines-russia-story/article_20e37d3e-b642-5242-aea2-ea48155dda59.html
614838748	20170107	201701	2017	2017.0192	RUS	RUSSIA	RUS								IRN	IRAN	IRN								1	057	057	05	1	8.0	12	5	12	-4.09213261951783	1	United Kingdom	UK	UK	54	-2	UK	1	Germany	GM	GM	51	9	GM	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170107	http://www.afghanistansun.com/index.php/sid/250726427
614838755	20170107	201701	2017	2017.0192	RUS	RUSSIA	RUS								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	6	5	6	-1.42047587613161	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20170107	http://journalstar.com/news/world/correction-philippines-russia-story/article_20e37d3e-b642-5242-aea2-ea48155dda59.html
614838912	20170107	201701	2017	2017.0192	SYC	SEYCHELLES	SYC																		1	051	051	05	1	3.4	2	1	2	4.04761904761904	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	0							4	Tulum, Quintana Roo, Mexico	MX	MX23	20.125	-87.45	6275817	20170107	http://fashionmagazine.com/culture/celebrity-bikini-photos-2017/
614839042	20170107	201701	2017	2017.0192	UAF	GUNMAN						UAF			GOV	ADMINISTRATION						GOV			0	193	193	19	4	-10.0	186	30	186	-5.60009014257616	1	Canada	CA	CA	60	-95	CA	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170107	http://www.herald-dispatch.com/ap/ap_nation/dead-wounded-in-airport-shooting-us-veteran-arrested/article_22f9cb92-feb9-5796-b29d-344e8de5fc44.html
614839378	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA																		1	112	112	11	3	-2.0	50	5	50	-4.95110778430125	1	United States	US	US	38	-97	US	0							1	China	CH	CH	35	105	CH	20170107	http://www.theprovince.com/business/engineer+pleads+guilty+illegal+china+reactors/12653447/story.html
614839464	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	6	6	6	-5.45627160064764	3	Broward County, Florida, United States	US	USFL	26.1504	-80.4831	295753	0							1	Canada	CA	CA	60	-95	CA	20170107	http://www.dailycommercial.com/news/20170106/police-5-dead-8-wounded-in-shooting-at-florida-airport/1
614839466	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA																		1	193	193	19	4	-10.0	11	4	11	-5.15501896068767	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							1	Canada	CA	CA	60	-95	CA	20170107	http://www.news-herald.com/general-news/20170106/police-5-dead-8-wounded-in-shooting-at-florida-airport
614839492	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	010	010	01	1	0.0	47	36	47	-4.63815540194079	3	Broward County, Florida, United States	US	USFL	26.1504	-80.4831	295753	1	Canada	CA	CA	60	-95	CA	3	Broward County, Florida, United States	US	USFL	26.1504	-80.4831	295753	20170107	http://www.kentuckynewera.com/news/ap/article_28c376e2-d44e-11e6-a12e-c70ea663424d.html
614839493	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	010	010	01	1	0.0	98	63	98	-4.87430060322209	3	Broward County, Florida, United States	US	USFL	26.1504	-80.4831	295753	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170107	http://lmtribune.com/update-police-dead-wounded-in-shooting-at-florida-airport/article_408f64b0-d440-11e6-8db1-1b716edc08cb.html
614839494	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	010	010	01	1	0.0	44	23	44	-5.28668816698225	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	3	Broward County, Florida, United States	US	USFL	26.1504	-80.4831	295753	20170107	http://lmtribune.com/update-police-dead-wounded-in-shooting-at-florida-airport/article_408f64b0-d440-11e6-8db1-1b716edc08cb.html
614839495	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	042	042	04	1	1.9	1	1	1	-4.97017892644135	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	4	Pictou, Nova Scotia, Canada	CA	CA07	45.6667	-62.7	-571268	4	Pictou, Nova Scotia, Canada	CA	CA07	45.6667	-62.7	-571268	20170107	http://www.ngnews.ca/news/local/2017/1/6/breaking--multiple-people-shot-at-florida-airport--reports-say.html
614839497	20170107	201701	2017	2017.0192	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	042	042	04	1	1.9	40	22	40	-4.9734819991603	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170107	http://www.cbncompass.ca/news/local/2017/1/6/breaking--multiple-people-shot-at-florida-airport--reports-say.html
