642675490	20170402	201704	2017	2017.2521	USAGOV	UNITED STATES	USA					GOV			CAN	CANADA	CAN								1	036	036	03	1	4.0	64	64	64	0	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170402	http://wgme.com/news/entertainment/trudeau-jokes-hell-fight-actor-matthew-perry-in-rematch
642675539	20170402	201704	2017	2017.2521	USAJUD	THE US	USA					JUD			MEX	MEXICO	MEX								1	112	112	11	3	-2.0	4	2	4	-5.11627906976744	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	20170402	http://www.thehour.com/technology/businessinsider/article/Mexico-may-be-using-another-cartel-kingpin-to-11034512.php
642675541	20170402	201704	2017	2017.2521	USAJUD	THE US	USA					JUD			MEX	MEXICO	MEX								1	173	173	17	4	-5.0	4	2	4	-5.11627906976744	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	20170402	http://www.thehour.com/technology/businessinsider/article/Mexico-may-be-using-another-cartel-kingpin-to-11034512.php
642676666	20170402	201704	2017	2017.2521	CAN	SASKATCHEWAN	CAN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	12	3	12	0.59039659622142	4	Great Plains, Canada (general), Canada	CA	CA00	39	-101	-565581	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170402	http://cjonline.com/news/business/state-government/2017-04-01/compact-expected-be-approved-would-help-kansas-fight
642676670	20170402	201704	2017	2017.2521	CAN	CANADIAN	CAN								USA	KANSAS	USA								1	138	138	13	3	-7.0	6	3	6	0.59039659622142	4	Great Plains, Canada (general), Canada	CA	CA00	39	-101	-565581	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	4	Great Plains, Canada (general), Canada	CA	CA00	39	-101	-565581	20170402	http://cjonline.com/news/business/state-government/2017-04-01/compact-expected-be-approved-would-help-kansas-fight
642676904	20170402	201704	2017	2017.2521	ECU	ECUADOR	ECU								USAGOV	OBAMA	USA					GOV			0	020	020	02	1	3.0	1	1	1	-3.0938123752495	4	Quito, Pichincha, Ecuador	EC	EC18	-0.216667	-78.5	-932573	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170402	http://slinkingtowardretirement.com/?p=264397
642677009	20170402	201704	2017	2017.2521	GBR	BRITISH	GBR								CRM	GANG						CRM			1	190	190	19	4	-10.0	2	1	2	-5.84415584415584	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	3	Lynchburg, Virginia, United States	US	USVA	37.4138	-79.1423	1479007	20170402	http://www.libertynewsonline.com/articles/article_301_39229.php
642677010	20170402	201704	2017	2017.2521	GBR	BRITISH	GBR								CRM	GANG						CRM			1	190	190	19	4	-10.0	2	1	2	-5.84415584415584	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170402	http://www.libertynewsonline.com/articles/article_301_39229.php
642677235	20170402	201704	2017	2017.2521	IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			ISR	ISRAEL	ISR								0	202	202	20	4	-10.0	1	1	1	-7.86338363780778	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170402	http://cjonline.com/opinion/columns/2017-04-01/matt-johnson-resisting-political-winds
642677429	20170402	201704	2017	2017.2521	MEX	MEXICAN	MEX								USA	CALIFORNIA	USA								0	010	010	01	1	0.0	4	1	4	5.15463917525773	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://news.xinhuanet.com/english/2017-04/02/c_136177567.htm
642677430	20170402	201704	2017	2017.2521	MEX	MEXICAN	MEX								USA	CALIFORNIA	USA								0	010	010	01	1	0.0	3	1	3	5.15463917525773	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	20170402	http://news.xinhuanet.com/english/2017-04/02/c_136177567.htm
642677669	20170402	201704	2017	2017.2521	SPY	INTELLIGENCE						SPY			USA	NEW YORK	USA								0	046	046	04	1	7.0	4	2	4	-0.243287807208245	1	United Kingdom	UK	UK	54	-2	UK	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	United Kingdom	UK	UK	54	-2	UK	20170402	https://gefira.org/en/2017/03/31/operation-husky-again/
642677750	20170402	201704	2017	2017.2521	USA	HAWAII	USA																		1	044	044	04	1	2.5	4	2	4	0	1	China	CH	CH	35	105	CH	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170402	http://www.fox13memphis.com/news/visa-issues-keep-thousands-of-chinese-tourists-from-hawaii/508183057
642677830	20170402	201704	2017	2017.2521	USA	UNITED STATES	USA								CAN	SASKATCHEWAN	CAN								0	046	046	04	1	7.0	12	3	12	0.59039659622142	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	4	Great Plains, Canada (general), Canada	CA	CA00	39	-101	-565581	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20170402	http://cjonline.com/news/business/state-government/2017-04-01/compact-expected-be-approved-would-help-kansas-fight
642678055	20170402	201704	2017	2017.2521	USAMED	ASSOCIATED PRESS	USA					MED			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-6.82926829268293	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170402	http://www.ivpressonline.com/news/nation/london-attack-victim-stands-on-her-own-after-broken-leg/article_94abb886-2dd3-5c3e-af1a-9870730f7376.html
642679742	20170402	201704	2017	2017.2521											MEX	MEXICO	MEX								1	043	043	04	1	2.8	1	1	1	2.48447204968944	0							4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	1	United States	US	US	38	-97	US	20170402	http://www.osservatoreromano.va/en/tag/mexico
642679833	20170402	201704	2017	2017.2521											USAGOV	OBAMA	USA					GOV			0	043	043	04	1	2.8	2	1	2	1.24902419984387	0							1	United States	US	US	38	-97	US	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20170402	http://www.jagranjosh.com/current-affairs/weekly-current-affairs-quiz-27-march-to-2-april-2017-1491044455-1
642680279	20170402	201704	2017	2017.2521	CHRCTH	THE POPE				CHR	CTH				MEX	MEXICO	MEX								1	017	017	01	1	0.0	4	1	4	2.48447204968944	1	United States	US	US	38	-97	US	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170402	http://www.osservatoreromano.va/en/tag/mexico
642680280	20170402	201704	2017	2017.2521	CHRCTH	THE POPE				CHR	CTH				MEX	MEXICO	MEX								1	017	017	01	1	0.0	4	1	4	2.48447204968944	1	United States	US	US	38	-97	US	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	1	United States	US	US	38	-97	US	20170402	http://www.osservatoreromano.va/en/tag/mexico
642680604	20170402	201704	2017	2017.2521	EDUMED	UNIVERSITY						EDU	MED		sco	SCOTTISH			sco						0	036	036	03	1	4.0	8	1	8	-0.73221837439205	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642680605	20170402	201704	2017	2017.2521	EDUMED	UNIVERSITY						EDU	MED		sco	SCOTTISH			sco						0	036	036	03	1	4.0	8	1	8	-0.73221837439205	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642680811	20170402	201704	2017	2017.2521	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	2	2	-6.89655172413793	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170402	http://www.dailyadvance.com/National-News/2017/04/01/London-attack-victim-stands-on-her-own-after-broken-leg.html
642680812	20170402	201704	2017	2017.2521	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	14	6	14	-6.09314849617585	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170402	http://www.dailyadvance.com/National-News/2017/04/01/London-attack-victim-stands-on-her-own-after-broken-leg.html
642680853	20170402	201704	2017	2017.2521	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	SCOTLAND	GBR								0	020	020	02	1	3.0	8	1	8	-0.73221837439205	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642680854	20170402	201704	2017	2017.2521	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	SCOTLAND	GBR								0	020	020	02	1	3.0	8	1	8	-0.73221837439205	2	California, United States	US	USCA	36.17	-119.746	CA	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642681677	20170402	201704	2017	2017.2521	MEX	MEXICO	MEX																		1	042	042	04	1	1.9	1	1	1	2.48447204968944	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							1	United States	US	US	38	-97	US	20170402	http://www.osservatoreromano.va/en/tag/mexico
642682560	20170402	201704	2017	2017.2521	USAGOV	OBAMA	USA					GOV													0	042	042	04	1	1.9	2	1	2	1.24902419984387	1	United States	US	US	38	-97	US	0							5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	20170402	http://www.jagranjosh.com/current-affairs/weekly-current-affairs-quiz-27-march-to-2-april-2017-1491044455-1
642682564	20170402	201704	2017	2017.2521	USAGOV	CALIFORNIA	USA					GOV													1	057	057	05	1	8.0	4	1	4	-0.73221837439205	2	California, United States	US	USCA	36.17	-119.746	CA	0							4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642682578	20170402	201704	2017	2017.2521	USAGOV	OBAMA	USA					GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	051	051	05	1	3.4	4	1	4	-0.73221837439205	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642682750	20170402	201704	2017	2017.2521	sco	SCOTTISH			sco						GBR	SCOTLAND	GBR								0	020	020	02	1	3.0	4	1	4	-0.73221837439205	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642682751	20170402	201704	2017	2017.2521	sco	SCOTTISH			sco						GBR	SCOTLAND	GBR								0	020	020	02	1	3.0	4	1	4	-0.73221837439205	2	California, United States	US	USCA	36.17	-119.746	CA	4	Stanford, Leicestershire, United Kingdom	UK	UKH5	52.7833	-1.18333	-2608567	2	California, United States	US	USCA	36.17	-119.746	CA	20170402	http://files.heraldscotland.com/politics/15197922.Sturgeons_takes_campaign_for_Scottish_independence_to_America/
642684136	20170402	201704	2017	2017.2521											CAN	CANADA	CAN								1	020	020	02	1	3.0	2	1	2	-10.0238663484487	0							1	Canada	CA	CA	60	-95	CA	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	20170402	http://www.donate.jta.org/2017/03/30/news-opinion/politics/2-charged-with-hate-crime-for-attack-on-arab-teacher-outside-aipac-conference
642684303	20170402	201704	2017	2017.2521	BUS	COMPANY						BUS													1	020	020	02	1	3.0	8	2	8	2.4906600249066	5	Oxfordshire, Oxfordshire, United Kingdom	UK	UKK2	51.7823	-1.31405	-2604914	0							1	United States	US	US	38	-97	US	20170402	http://www.thisismoney.co.uk/money/investing/article-4371498/MIDAS-SHARES-RPS-builds-bridges-infrastructure-creaks.html
642684322	20170402	201704	2017	2017.2521	CAN	CANADA	CAN								ELI	ACTOR						ELI			1	042	042	04	1	1.9	4	1	4	-1.47783251231527	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	2	Indiana, United States	US	USIN	39.8647	-86.2604	IN	20170402	http://www.wthr.com/article/trudeau-jokes-hell-fight-actor-matthew-perry-in-rematch
642684327	20170402	201704	2017	2017.2521	CHL	CHILE	CHL								CHN	CHINA	CHN								1	061	061	06	2	6.4	2	1	2	-0.72358900144717	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	1	United States	US	US	38	-97	US	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20170402	http://www.producereport.com/article/pma-fresh-connections-china-chile-expands-market-share-2016
642684328	20170402	201704	2017	2017.2521	CHL	CHILE	CHL								CHN	CHINA	CHN								1	061	061	06	2	6.4	8	1	8	-0.72358900144717	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20170402	http://www.producereport.com/article/pma-fresh-connections-china-chile-expands-market-share-2016
642684558	20170402	201704	2017	2017.2521	GBR	BRITAIN	GBR								FRA	FRANCE	FRA								0	1312	131	13	3	-5.8	4	1	4	-3.76344086021506	1	United Kingdom	UK	UK	54	-2	UK	1	France	FR	FR	46	2	FR	1	United States	US	US	38	-97	US	20170402	http://normangeestar.net/2017/04/01/key-weaponized-states-boycott-united-nations-talks-for-nuclear-weapons-ban/
642684559	20170402	201704	2017	2017.2521	GBR	UNITED KINGDOM	GBR								FRA	FRANCE	FRA								0	1312	131	13	3	-5.8	1	1	1	-3.76344086021506	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170402	http://normangeestar.net/2017/04/01/key-weaponized-states-boycott-united-nations-talks-for-nuclear-weapons-ban/
642684971	20170402	201704	2017	2017.2521	MED	MAGAZINE						MED			ITACVL	PIEDMONT	ITA					CVL			1	190	190	19	4	-10.0	3	1	3	-10.0238663484487	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	Canada	CA	CA	60	-95	CA	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	20170402	http://www.donate.jta.org/2017/03/30/news-opinion/politics/2-charged-with-hate-crime-for-attack-on-arab-teacher-outside-aipac-conference
642684981	20170402	201704	2017	2017.2521	MED	MAGAZINE						MED			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	1	1	1	-10.0238663484487	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	1	Canada	CA	CA	60	-95	CA	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	20170402	http://www.donate.jta.org/2017/03/30/news-opinion/politics/2-charged-with-hate-crime-for-attack-on-arab-teacher-outside-aipac-conference
642685071	20170402	201704	2017	2017.2521	OPP	ACTIVIST						OPP			ISR	ISRAEL	ISR								1	044	044	04	1	2.5	3	1	3	-10.0238663484487	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170402	http://www.donate.jta.org/2017/03/30/news-opinion/politics/2-charged-with-hate-crime-for-attack-on-arab-teacher-outside-aipac-conference
642685327	20170402	201704	2017	2017.2521	USA	UNITED STATES	USA								PRK	NORTH KOREA	PRK								1	012	012	01	1	-0.4	1	1	1	-1.59151193633952	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170402	http://newsblaze.com/usnews/politics/north-korea-sixth-nuclear-test-chinese-president-for-us-visit_76738/
642686561	20170402	201704	2017	2017.2521											USA	LAWRENCE	USA								0	042	042	04	1	1.9	3	1	3	0.29722589167768	0							4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642686587	20170402	201704	2017	2017.2521											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	1	1	1	-0.76923076923077	0							1	China	CH	CH	35	105	CH	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170402	http://www.hdnews.net/hdn-ad-girls/image_2d22cea4-236f-592d-b990-0667474d1129.html
642686726	20170402	201704	2017	2017.2521	BUS	COMPANY						BUS			MIL	CAPTAIN						MIL			0	042	042	04	1	1.9	2	1	2	0.29722589167768	2	New Hampshire, United States	US	USNH	43.4108	-71.5653	NH	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	55.8333	-4.5	-2606148	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642686762	20170402	201704	2017	2017.2521	CAN	MONTREAL	CAN								USA	LAWRENCE	USA								0	042	042	04	1	1.9	5	1	5	0.29722589167768	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642686765	20170402	201704	2017	2017.2521	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	2	0.29722589167768	4	Fredericksburg, Ontario, Canada	CA	CA08	44.2167	-76.8667	-564965	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Fredericksburg, Ontario, Canada	CA	CA08	44.2167	-76.8667	-564965	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642686768	20170402	201704	2017	2017.2521	CAN	MONTREAL	CAN								USA	UNITED STATES	USA								0	080	080	08	2	5.0	1	1	1	0.29722589167768	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642686889	20170402	201704	2017	2017.2521	CVL	CITIZEN						CVL													1	051	051	05	1	3.4	1	1	1	1.09170305676856	3	Redlands, California, United States	US	USCA	34.0556	-117.183	252966	0							1	Mexico	MX	MX	23	-102	MX	20170402	http://www.redlandsdailyfacts.com/arts-and-entertainment/20170401/friends-of-ak-smiley-public-library-offer-lost-mines-of-the-old-west-in-silent-auction
642687040	20170402	201704	2017	2017.2521	GBR	BRITISH	GBR								USA	NEW HAMPSHIRE	USA								1	042	042	04	1	1.9	1	1	1	0.29722589167768	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	55.8333	-4.5	-2606148	2	New Hampshire, United States	US	USNH	43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH	43.4108	-71.5653	NH	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642687042	20170402	201704	2017	2017.2521	GBR	BRITISH	GBR								USA	NEW YORK	USA								1	051	051	05	1	3.4	1	1	1	0.29722589167768	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	55.8333	-4.5	-2606148	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170402	http://www.geneamusings.com/search?updated-max=2017-03-31T14:48:00-07:00&max-results=10
642687045	20170402	201704	2017	2017.2521	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	120	120	12	3	-4.0	1	1	1	1.09170305676856	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170402	http://www.redlandsdailyfacts.com/arts-and-entertainment/20170401/friends-of-ak-smiley-public-library-offer-lost-mines-of-the-old-west-in-silent-auction
642687046	20170402	201704	2017	2017.2521	GBR	BRITISH	GBR								USA	AMERICAN	USA								0	120	120	12	3	-4.0	2	1	2	1.09170305676856	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Redlands, California, United States	US	USCA	34.0556	-117.183	252966	3	Redlands, California, United States	US	USCA	34.0556	-117.183	252966	20170402	http://www.redlandsdailyfacts.com/arts-and-entertainment/20170401/friends-of-ak-smiley-public-library-offer-lost-mines-of-the-old-west-in-silent-auction
642687047	20170402	201704	2017	2017.2521	GBR	BRITISH	GBR								USA	AMERICAN	USA								0	120	120	12	3	-4.0	2	1	2	1.09170305676856	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170402	http://www.redlandsdailyfacts.com/arts-and-entertainment/20170401/friends-of-ak-smiley-public-library-offer-lost-mines-of-the-old-west-in-silent-auction
