636886832	20170315	201703	2017	2017.2055	GOV	SPECIAL ENVOY						GOV			USA	UNITED STATES	USA								0	043	043	04	1	2.8	5	4	5	0.31974226444933	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170315	http://www.sify.com/finance/as-ministers-meet-on-scrapped-pacific-trade-deal-decisions-elusive-news-international-rdpddzggddgag.html
636887335	20170315	201703	2017	2017.2055	KOR	SOUTH KOREA	KOR								USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	0	1	South Korea	KS	KS	37	127.5	KS	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636887336	20170315	201703	2017	2017.2055	KOR	SOUTH KOREA	KOR								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	2	1	2	0	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	South Korea	KS	KS	37	127.5	KS	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://english.donga.com/Home/3/all/26/871961/1
636887337	20170315	201703	2017	2017.2055	KOR	SOUTH KOREA	KOR								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	4	1	4	0	1	South Korea	KS	KS	37	127.5	KS	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636887448	20170315	201703	2017	2017.2055	LEG	SENATOR						LEG			CAN	CANADA	CAN								1	100	100	10	3	-5.0	16	15	16	-1.50610501318275	1	Canada	CA	CA	60	-95	CA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	1	Canada	CA	CA	60	-95	CA	20170315	http://www.vancouversun.com/business/congress+urges+gettough+approach+with+canada+hearing+trump+trade+pick/13115408/story.html
636887525	20170315	201703	2017	2017.2055	LEG	CONGRESS						LEG			USA	UNITED STATES	USA								0	071	071	07	2	7.4	20	20	20	-2.03562340966921	1	Mexico	MX	MX	23	-102	MX	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	1	Mexico	MX	MX	23	-102	MX	20170315	http://abc6onyourside.com/news/nation-world/democrats-threaten-government-shutdown-over-border-wall
636887656	20170315	201703	2017	2017.2055	MEX	MEXICAN	MEX																		1	010	010	01	1	0.0	18	5	18	-1.493489659293	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	0							1	United States	US	US	38	-97	US	20170315	http://wibqam.com/news/articles/2017/mar/14/small-mexican-company-wants-to-light-trumps-border-wall/
636887674	20170315	201703	2017	2017.2055	MEX	MEXICO CITY	MEX								GOV	PRESIDENT						GOV			1	012	012	01	1	-0.4	12	2	12	-1.23171390259145	1	United States	US	US	38	-97	US	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	4	Puebla, Puebla, Mexico	MX	MX21	19.05	-98.2	-1690063	20170315	http://wibqam.com/news/articles/2017/mar/14/small-mexican-company-wants-to-light-trumps-border-wall/
636887682	20170315	201703	2017	2017.2055	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	248	105	248	-2.70081614585345	1	Mexico	MX	MX	23	-102	MX	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	20170315	http://hosted.ap.org/dynamic/stories/U/US_SUPREME_COURT_GORSUCH_ENVIRONMENT?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-14-19-23-38
636887683	20170315	201703	2017	2017.2055	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	012	012	01	1	-0.4	28	13	28	-2.48501481071015	1	Mexico	MX	MX	23	-102	MX	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	20170315	http://www.waff.com/story/34843058/gorsuchs-environment-record-neither-a-clear-friend-nor-foe
636887684	20170315	201703	2017	2017.2055	MEX	MEXICAN	MEX								USA	AMERICAN	USA								0	020	020	02	1	3.0	26	26	26	-2.0549704307371	1	Mexico	MX	MX	23	-102	MX	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	20170315	http://abc6onyourside.com/news/nation-world/democrats-threaten-government-shutdown-over-border-wall
636888311	20170315	201703	2017	2017.2055	UAF	TERRORIST						UAF			GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	1	1	1	-1.32575757575758	1	Mexico	MX	MX	23	-102	MX	3	Marion County, Iowa, United States	US	USIA	41.3333	-93.1002	465251	3	Marion County, Iowa, United States	US	USIA	41.3333	-93.1002	465251	20170315	http://www.desmoinesregister.com/story/opinion/columnists/rekha-basu/2017/03/14/basu-steve-king-reappears-remind-us-hes-one-setting-iowa-back/99168566/
636888392	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA																		1	011	011	01	1	-0.1	12	2	8	1.3896515118237	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							1	Canada	CA	CA	60	-95	CA	20170315	http://www.mycentralnebraska.com/2017/03/13/author-who-penned-dating-profile-for-husband-has-died/
636888543	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	2	1	2	3.49650349650349	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	0							1	India	IN	IN	20	77	IN	20170315	http://ca.hellomagazine.com/celebrities/02017031434083/priyanka-chopra-celebrates-holi-on-the-tonight-show
636888709	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA																		1	138	138	13	3	-7.0	47	29	47	1.45357968668683	1	Canada	CA	CA	60	-95	CA	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170315	http://www.1023xlc.com/syndicated-article/?id=326130
636888791	20170315	201703	2017	2017.2055	USA	NORTH DAKOTA	USA								BUS	INDUSTRY						BUS			0	051	051	05	1	3.4	4	1	4	-1.10573600552868	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	4	Rice Lake, Ontario, Canada	CA	CA08	44.1667	-78.1667	-572208	4	Rice Lake, Ontario, Canada	CA	CA08	44.1667	-78.1667	-572208	20170315	http://thecirclenews.org/index.php?option=com_content&task=view&id=1446&Itemid=1
636888792	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								BUS	INDUSTRY						BUS			0	051	051	05	1	3.4	1	1	1	-1.10573600552868	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	4	Rice Lake, Ontario, Canada	CA	CA08	44.1667	-78.1667	-572208	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	20170315	http://thecirclenews.org/index.php?option=com_content&task=view&id=1446&Itemid=1
636888808	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	114	114	11	3	-2.0	1	1	1	-3.21637426900584	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	1	Canada	CA	CA	60	-95	CA	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170315	http://www.babalublog.com/2017/03/14/trudeaus-praise-for-fidel-caused-trouble-for-canadian-diplomats/
636888810	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	114	114	11	3	-2.0	61	21	61	-1.54865465880448	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170315	http://www.vancouversun.com/business/congress+urges+gettough+approach+with+canada+hearing+trump+trade+pick/13115408/story.html
636888811	20170315	201703	2017	2017.2055	USA	PENNSYLVANIA	USA								CAN	CANADIAN	CAN								0	114	114	11	3	-2.0	70	19	70	-1.52782386548746	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	1	Canada	CA	CA	60	-95	CA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170315	http://www.vancouversun.com/business/congress+urges+gettough+approach+with+canada+hearing+trump+trade+pick/13115408/story.html
636888814	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CHL	CHILE	CHL								0	111	111	11	3	-2.0	20	4	20	0.31974226444933	1	United States	US	US	38	-97	US	1	Chile	CI	CI	-30	-71	CI	1	China	CH	CH	35	105	CH	20170315	http://www.sify.com/finance/as-ministers-meet-on-scrapped-pacific-trade-deal-decisions-elusive-news-international-rdpddzggddgag.html
636888816	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	26	4	26	1.54430328367902	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636888818	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CHN	CHINA	CHN								0	111	111	11	3	-2.0	20	4	20	0.31974226444933	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170315	http://www.sify.com/finance/as-ministers-meet-on-scrapped-pacific-trade-deal-decisions-elusive-news-international-rdpddzggddgag.html
636888820	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CHNGOV	CHINESE	CHN					GOV			1	036	036	03	1	4.0	6	1	6	-2.85714285714286	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://macaudailytimes.com.mo/tillerson-heads-asia-north-korea-tensions-high.html
636888821	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CHNGOV	CHINA	CHN					GOV			0	043	043	04	1	2.8	10	3	10	0.526942147656983	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://www.chinadaily.com.cn/world/2017-03/15/content_28559327.htm
636888859	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								CVL	SMALL TOWN						CVL			0	010	010	01	1	0.0	1	1	1	-1.32575757575758	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	1	Mexico	MX	MX	23	-102	MX	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20170315	http://www.desmoinesregister.com/story/opinion/columnists/rekha-basu/2017/03/14/basu-steve-king-reappears-remind-us-hes-one-setting-iowa-back/99168566/
636888964	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								GOV	SPECIAL ENVOY						GOV			0	042	042	04	1	1.9	5	4	5	0.31974226444933	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170315	http://www.sify.com/finance/as-ministers-meet-on-scrapped-pacific-trade-deal-decisions-elusive-news-international-rdpddzggddgag.html
636888968	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								GOV	SECRETARY OF STATE						GOV			0	043	043	04	1	2.8	12	4	12	0.5179206628426	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://www.chinadaily.com.cn/world/2017-03/15/content_28559327.htm
636889042	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								KOR	SOUTH KOREA	KOR								1	036	036	03	1	4.0	4	1	4	0	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636889043	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	4	1	4	0	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636889101	20170315	201703	2017	2017.2055	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	010	010	01	1	0.0	4	1	4	-1.32575757575758	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170315	http://www.desmoinesregister.com/story/opinion/columnists/rekha-basu/2017/03/14/basu-steve-king-reappears-remind-us-hes-one-setting-iowa-back/99168566/
636889332	20170315	201703	2017	2017.2055	USAGOV	THE WHITE HOUSE	USA					GOV			KOR	SOUTH KOREA	KOR								1	036	036	03	1	4.0	4	1	4	0	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636889333	20170315	201703	2017	2017.2055	USAGOV	THE WHITE HOUSE	USA					GOV			KOR	SOUTH KOREA	KOR								1	036	036	03	1	4.0	2	1	2	0	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://english.donga.com/Home/3/all/26/871961/1
636889334	20170315	201703	2017	2017.2055	USAGOV	THE WHITE HOUSE	USA					GOV			KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	4	1	4	0	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://english.donga.com/Home/3/all/26/871961/1
636889335	20170315	201703	2017	2017.2055	USAGOV	THE WHITE HOUSE	USA					GOV			KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	2	1	2	0	1	South Korea	KS	KS	37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://english.donga.com/Home/3/all/26/871961/1
636889381	20170315	201703	2017	2017.2055	USAGOV	THE WHITE HOUSE	USA					GOV			USA	UNITED STATES	USA								0	120	120	12	3	-4.0	2	1	2	-1.70212765957447	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://www.dnaindia.com/world/report-highlights-the-trump-presidency-on-march-14-at-615-pm-edt2315-gmt-2353017
636889436	20170315	201703	2017	2017.2055	USAMED	ASSOCIATED PRESS	USA					MED			CHN	BEIJING	CHN								0	070	070	07	2	7.0	32	16	32	-4.85644593125468	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170315	http://www.theindependent.com/news/world/ap-interview-us-hails-un-plan-to-monitor-fentanyl-market/article_cfbebf5e-74c3-5988-8a60-00a5ce473724.html
636891696	20170308	201703	2017	2017.1863	USA	UNITED STATES	USA								COP	NATIONAL POLICE						COP			1	020	020	02	1	3.0	2	1	2	-4.17690417690417	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://www.sacbee.com/opinion/op-ed/soapbox/article138428878.html
636891701	20170308	201703	2017	2017.1863	USAGOV	THE WHITE HOUSE	USA					GOV			COP	NATIONAL POLICE						COP			1	020	020	02	1	3.0	2	1	2	-4.17690417690417	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170315	http://www.sacbee.com/opinion/op-ed/soapbox/article138428878.html
636891783	20170315	201703	2017	2017.2055											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	2	2	4.54960195958359	0							4	Wuhan, Hubei, China	CH	CH12	30.5833	114.267	-1930776	2	California, United States	US	USCA	36.17	-119.746	CA	20170315	http://www.ussharemarkets.com/story/119150/abbkine-scientific-announces-there-newly-improved-antibody-purification-protein-ag-kit.html
636892241	20170315	201703	2017	2017.2055	BUDMLN010	ALEPH				BUD					GRC	GREEK	GRC								1	1712	171	17	4	-9.2	3	1	3	0.34106412005457	4	Inverness, Highland, United Kingdom	UK	UKV3	57.4667	-4.23333	-2599537	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Inverness, Highland, United Kingdom	UK	UKV3	57.4667	-4.23333	-2599537	20170315	http://blog.pshares.org/index.php/stories-strangely-told-borges-bad-art-and-the-infinite-aleph/
636892360	20170315	201703	2017	2017.2055	CAN	CANADA	CAN																		0	010	010	01	1	0.0	1	1	1	-0.20408163265306	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	0							4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170315	https://www.theweathernetwork.com/news/articles/canada-to-have-its-very-own-maritimes-spaceport-by-2020/80292
636892416	20170315	201703	2017	2017.2055	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	010	010	01	1	0.0	6	2	6	-0.596758098114575	1	Canada	CA	CA	60	-95	CA	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR	34.9513	-92.3809	AR	20170315	http://www.princegeorgecitizen.com/washington-post/entertainment/the-bachelor-finale-turns-into-a-therapy-session-as-the-winners-seem-miserable-1.11788430
636892450	20170315	201703	2017	2017.2055	CHN	CHINA	CHN																		1	042	042	04	1	1.9	2	2	2	4.54960195958359	4	Wuhan, Hubei, China	CH	CH12	30.5833	114.267	-1930776	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170315	http://www.ussharemarkets.com/story/119150/abbkine-scientific-announces-there-newly-improved-antibody-purification-protein-ag-kit.html
636892564	20170315	201703	2017	2017.2055	COP	BORDER PATROL						COP			MEX	TIJUANA	MEX								1	020	020	02	1	3.0	32	4	32	-3.36341535967071	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170315	http://trib.com/news/national/photos-inside-a-us-mexico-border-drug-smuggling-tunnel/collection_e7ab263f-99b4-5d86-b072-7cd8d3ffccf2.html
636892575	20170315	201703	2017	2017.2055	COP	BORDER PATROL						COP			USA	CALIFORNIA	USA								1	042	042	04	1	1.9	10	1	10	-1.0989010989011	1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	1	Mexico	MX	MX	23	-102	MX	20170315	http://ktla.com/2017/03/14/el-centro-border-patrol-seizes-ultralight-aircraft/
636893151	20170315	201703	2017	2017.2055	GOV	KING						GOV			GBR	BRITISH	GBR								1	043	043	04	1	2.8	4	1	4	5.70175438596491	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170315	http://www.houstonpress.com/event/rodgers-and-hammersteins-the-king-and-i-9253581
636893179	20170315	201703	2017	2017.2055	GOV	ATTORNEY GENERAL						GOV			JUD	COUNSEL						JUD			0	051	051	05	1	3.4	2	1	2	6.47773279352226	4	Alert Bay, British Columbia, Canada	CA	CA02	50.5833	-126.917	-560015	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Alert Bay, British Columbia, Canada	CA	CA02	50.5833	-126.917	-560015	20170315	http://www.wltribune.com/news/416173984.html
636893232	20170315	201703	2017	2017.2055	GOV	ATTORNEY GENERAL						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	6.47773279352226	4	Alert Bay, British Columbia, Canada	CA	CA02	50.5833	-126.917	-560015	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Alert Bay, British Columbia, Canada	CA	CA02	50.5833	-126.917	-560015	20170315	http://www.wltribune.com/news/416173984.html
636893237	20170315	201703	2017	2017.2055	GOV	ADMINISTRATION						GOV			USA	UNITED STATES	USA								1	071	071	07	2	7.4	1	1	1	2.45231607629428	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170315	http://prensariotiretail.com/2017/03/15/snyder-ontario-leader-say-region-should-be-an-example-for.html
636893614	20170315	201703	2017	2017.2055	LEG	SENATE						LEG													0	020	020	02	1	3.0	1	1	1	-1.13452188006483	3	Great Lakes, Michigan, United States	US	USMI	45.6875	-84.4375	1783507	0							1	Mexico	MX	MX	23	-102	MX	20170315	http://www.detroitnews.com/story/news/politics/2017/03/14/peters-urges-trump-cut-coast-guard-aid/99186620/
