641736632	20170330	201703	2017	2017.2466	CAN	CANADIAN	CAN								USA	WISCONSIN	USA								1	036	036	03	1	4.0	2	1	2	10.1871101871102	4	Niagara Falls, Ontario, Canada	CA	CA08	43.1	-79.05	-570141	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	3	River Falls, Wisconsin, United States	US	USWI	44.8614	-92.6238	1572347	20170330	https://www.cheesetraveller.com/3-easy-vacation-destinations/
641736634	20170330	201703	2017	2017.2466	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	37	19	37	-1.25744434250258	1	Canada	CA	CA	60	-95	CA	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	1	Canada	CA	CA	60	-95	CA	20170330	http://www.cloverdalereporter.com/national/417500343.html
641736638	20170330	201703	2017	2017.2466	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	0841	084	08	2	7.0	4	4	4	-2.37296207690945	4	Guelph, Ontario, Canada	CA	CA08	43.55	-80.25	-565712	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	20170330	http://www.stcatharinesstandard.ca/2017/03/29/cat-that-went-missing-in-california-found-in-guelph
641736639	20170330	201703	2017	2017.2466	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	0841	084	08	2	7.0	4	4	4	-2.37296207690945	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	3	Watsonville, California, United States	US	USCA	36.9102	-121.757	1660138	4	Guelph, Ontario, Canada	CA	CA08	43.55	-80.25	-565712	20170330	http://www.stcatharinesstandard.ca/2017/03/29/cat-that-went-missing-in-california-found-in-guelph
641736640	20170330	201703	2017	2017.2466	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	090	090	09	2	-2.0	2	1	2	-5.85585585585586	4	Coquitlam, British Columbia, Canada	CA	CA02	49.2667	-122.783	-571568	2	Idaho, United States	US	USID	44.2394	-114.51	ID	4	Coquitlam, British Columbia, Canada	CA	CA02	49.2667	-122.783	-571568	20170330	http://www.cloverdalereporter.com/news/417458383.html
641736641	20170330	201703	2017	2017.2466	CAN	CANADIAN	CAN								USA	IDAHO	USA								1	090	090	09	2	-2.0	8	1	8	-5.85585585585586	4	Coquitlam, British Columbia, Canada	CA	CA02	49.2667	-122.783	-571568	2	Idaho, United States	US	USID	44.2394	-114.51	ID	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170330	http://www.cloverdalereporter.com/news/417458383.html
641736643	20170330	201703	2017	2017.2466	CAN	CANADA	CAN								afa	AFRICANS			afa						1	040	040	04	1	1.0	2	1	2	-4.16272469252602	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	United Kingdom	UK	UK	54	-2	UK	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170330	http://dissidentvoice.org/2017/03/canadas-little-known-but-once-flourishing-slave-trade/
641736644	20170330	201703	2017	2017.2466	CAN	CANADA	CAN								afa	AFRICANS			afa						1	040	040	04	1	1.0	6	1	6	-4.16272469252602	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170330	http://dissidentvoice.org/2017/03/canadas-little-known-but-once-flourishing-slave-trade/
641736651	20170330	201703	2017	2017.2466	CANGOV	CANADA	CAN					GOV			BUS	ENTREPRENEUR						BUS			1	040	040	04	1	1.0	38	38	38	0.934939012890219	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170330	http://hitsfm.net/abc-politics-news/b9706c45f82aa1fcf6fb430b23537460
641736652	20170330	201703	2017	2017.2466	CANGOV	CANADA	CAN					GOV			BUS	ENTREPRENEUR						BUS			1	040	040	04	1	1.0	82	42	82	0.956932993577189	1	Canada	CA	CA	60	-95	CA	1	Israel	IS	IS	31.5	34.75	IS	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://hitsfm.net/abc-politics-news/b9706c45f82aa1fcf6fb430b23537460
641736693	20170330	201703	2017	2017.2466	CHN	CHINESE	CHN								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	7	1	7	-2.83018867924529	4	Cheng Wei, Guangdong, China	CH	CH30	22.1313	112.146	10315392	4	Cheng Wei, Guangdong, China	CH	CH30	22.1313	112.146	10315392	1	United States	US	US	38	-97	US	20170330	https://www.wsj.com/articles/chinas-fearsome-dragons-1490828012
641736724	20170330	201703	2017	2017.2466	CHN	CHINESE	CHN								USA	UNITED STATES	USA								1	036	036	03	1	4.0	36	18	36	-3.85380775151498	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://antiguaobserver.com/state-department-employee-charged-in-making-contacts-with-chinese-agents/
641736725	20170330	201703	2017	2017.2466	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	8	2	8	-1.54977327810556	1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	20170330	http://breakingenergy.com/2017/03/29/solar-power-the-future-is-here-alternative-energy/
641736726	20170330	201703	2017	2017.2466	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	2	1	2	-0.3734827264239	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	20170330	http://breakingenergy.com/2017/03/29/solar-power-the-future-is-here-alternative-energy/
641736727	20170330	201703	2017	2017.2466	CHN	BEIJING	CHN								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	84	9	84	-2.85864934973185	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170330	http://macaudailytimes.com.mo/south-china-sea-duterte-us-didnt-send-armada-vs-man-made-islands.html
641736728	20170330	201703	2017	2017.2466	CHN	BEIJING	CHN								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	30	8	30	-2.43751981253174	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170330	http://macaudailytimes.com.mo/south-china-sea-duterte-us-didnt-send-armada-vs-man-made-islands.html
641736729	20170330	201703	2017	2017.2466	CHN	BEIJING	CHN								USA	UNITED STATES	USA								0	111	111	11	3	-2.0	10	5	10	-2.3916089077451	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170330	http://macaudailytimes.com.mo/south-china-sea-duterte-us-didnt-send-armada-vs-man-made-islands.html
641736738	20170330	201703	2017	2017.2466	CHNGOV	CHINA	CHN					GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	34	17	34	-4.09348765171447	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://antiguaobserver.com/state-department-employee-charged-in-making-contacts-with-chinese-agents/
641736842	20170330	201703	2017	2017.2466	COP	PRISON						COP													1	173	173	17	4	-5.0	43	8	43	-2.86304871459697	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	https://www.abqjournal.com/978762/us-charges-state-dept-employee-with-concealing-contacts-with-chinese-agents.html
641736988	20170330	201703	2017	2017.2466	CRM	CARTEL						CRM			USA	ARIZONA	USA								1	043	043	04	1	2.8	2	1	2	-1.56794425087108	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170330	http://www.slashfilm.com/michael-bay-el-chapo-movie/
641737503	20170330	201703	2017	2017.2466	GBR	UNITED KINGDOM	GBR								EUR	EUROPE	EUR								1	020	020	02	1	3.0	2	2	2	0.805380003240964	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170330	http://www.india.com/news/agencies/trump-wants-britain-to-remain-engaged-with-europe-1974773/
641737505	20170330	201703	2017	2017.2466	GBR	UNITED KINGDOM	GBR								EUR	EUROPEAN	EUR								1	046	046	04	1	7.0	8	4	8	-2.69358301614193	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170330	https://www.pri.org/stories/2017-03-29/young-lgbt-advocate-isn-t-your-average-brexiteer
641737568	20170330	201703	2017	2017.2466	GBR	UNITED KINGDOM	GBR								MED	NEWS AGENCY						MED			1	020	020	02	1	3.0	2	2	2	0.805380003240964	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://www.india.com/news/agencies/trump-wants-britain-to-remain-engaged-with-europe-1974773/
641737618	20170330	201703	2017	2017.2466	GBR	UNITED KINGDOM	GBR								USA	MASSACHUSETTS	USA								1	020	020	02	1	3.0	2	1	2	0.53191489361702	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170330	http://www.pamplinmedia.com/pt/9-news/352247-231957-local-teen-nadya-okamoto-runs-for-public-office-in-massachusetts
641737619	20170330	201703	2017	2017.2466	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	0.53191489361702	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Harvard University, Massachusetts, United States	US	USMA	42.3784	-71.1164	618399	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170330	http://www.pamplinmedia.com/pt/9-news/352247-231957-local-teen-nadya-okamoto-runs-for-public-office-in-massachusetts
641737620	20170330	201703	2017	2017.2466	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	020	020	02	1	3.0	3	1	3	0.53191489361702	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170330	http://www.pamplinmedia.com/pt/9-news/352247-231957-local-teen-nadya-okamoto-runs-for-public-office-in-massachusetts
641737625	20170330	201703	2017	2017.2466	GBR	BRITAIN	GBR								USAGOV	THE WHITE HOUSE	USA					GOV			0	050	050	05	1	3.5	1	1	1	-1.6780902859844	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://www.cogwriter.com/news/prophecy/rogue-state-donald-trumps-election-has-began-to-fulfill-at-least-7-predictive-warnings/
641737635	20170330	201703	2017	2017.2466	GBRGOV	UNITED KINGDOM	GBR					GOV			USA	UNITED STATES	USA								0	050	050	05	1	3.5	4	1	4	-1.6780902859844	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://www.cogwriter.com/news/prophecy/rogue-state-donald-trumps-election-has-began-to-fulfill-at-least-7-predictive-warnings/
641737636	20170330	201703	2017	2017.2466	GBRGOV	BRITAIN	GBR					GOV			USAGOV	THE WHITE HOUSE	USA					GOV			0	050	050	05	1	3.5	2	1	2	-1.6780902859844	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://www.cogwriter.com/news/prophecy/rogue-state-donald-trumps-election-has-began-to-fulfill-at-least-7-predictive-warnings/
641738006	20170330	201703	2017	2017.2466	GOV	GOVERNMENT OFFICIAL						GOV			USA	UNITED STATES	USA								0	010	010	01	1	0.0	3	2	3	1.73908462893006	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://www.metro.us/news/brazil-eyeing-presidential-visit-to-white-house-sources/krjqcC---QOmNsYYe2Mamgf6Ii3hkkA/
641738021	20170330	201703	2017	2017.2466	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	036	036	03	1	4.0	34	17	34	-4.09348765171447	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://antiguaobserver.com/state-department-employee-charged-in-making-contacts-with-chinese-agents/
641738152	20170330	201703	2017	2017.2466	HLH	NURSE						HLH			GBR	LONDON	GBR								1	015	015	01	1	0.0	692	166	691	-12.4189868613437	3	Cincinnati, Ohio, United States	US	USOH	39.162	-84.4569	1066650	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Cincinnati, Ohio, United States	US	USOH	39.162	-84.4569	1066650	20170330	http://www.theintelligencer.com/news/crime/article/Angel-of-Death-serial-killer-badly-beaten-in-11036512.php
641738516	20170330	201703	2017	2017.2466	ITACOP	RIVIERA	ITA					COP			USA	NEW YORK	USA								1	020	020	02	1	3.0	1	1	1	-6.05187319884726	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170330	http://www.jpost.com/Breaking-News/Mexican-state-attorney-general-arrested-in-San-Diego-on-drug-charges-485583
641738539	20170330	201703	2017	2017.2466	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-6.7378252168112	1	United Kingdom	UK	UK	54	-2	UK	2	Montana, United States	US	USMT	46.9048	-110.326	MT	1	United Kingdom	UK	UK	54	-2	UK	20170330	http://www.johnsoncitypress.com/Technology/2017/03/29/Unreal-when-it-targets-you-Faceless-trolls-attack-online.html
641738686	20170330	201703	2017	2017.2466	JUD	PROSECUTOR						JUD			JEWCVL	JEWISH				JEW		CVL			1	130	130	13	3	-4.4	120	39	120	-8.21892087666893	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170330	http://www.thedailystar.com/news/state/man-accused-of-threatening-jewish-centers-appears-in-court/article_0c618b71-3023-53d7-a8a6-fdaef5e80280.html
641738754	20170330	201703	2017	2017.2466	JUDJUD	MAGISTRATE						JUD	JUD		JUD	MAGISTRATE						JUD			0	1053	105	10	3	-5.0	28	14	28	-3.06201370033035	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170330	http://www.mynbc5.com/article/veteran-state-dept-employee-accused-of-misleading-fbi-in-china-case/9204543
641739087	20170330	201703	2017	2017.2466	MEDCRM	MEDIA						MED	CRM		USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-4.77031802120141	1	Russia	RS	RS	60	100	RS	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170330	http://www.zerohedge.com/news/2017-03-29/paul-craig-roberts-adam-schiff-traitor-humanity
641739089	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX																		1	020	020	02	1	3.0	1	1	1	-1.56794425087108	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170330	http://www.slashfilm.com/michael-bay-el-chapo-movie/
641739102	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX																		0	1821	182	18	4	-9.0	2	2	2	-6.27962966862502	1	Mexico	MX	MX	23	-102	MX	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170330	http://breaking911.com/mexican-man-cleared-raping-17-year-old-girl-didnt-enjoy-2/
641739104	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX																		1	193	193	19	4	-10.0	2	1	2	2.02020202020202	1	Mexico	MX	MX	23	-102	MX	0							3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170330	http://dayandadream.com/2017/03/29/fat-tony-brought-third-ward-mexico-city/
641739108	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX								MEXGOV	MEXICO	MEX					GOV			1	192	192	19	4	-9.5	2	1	2	-4.34782608695652	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170330	http://digital.vpr.net/post/delaney-ironic-admiration-0
641739111	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX								USA	OREGON	USA								0	173	173	17	4	-5.0	895	296	895	-2.09665821417154	4	Michoacan, Tabasco, Mexico	MX	MX27	17.9167	-93.8833	-1683491	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170330	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_ARREST_SEATTLE?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-29-19-35-13
641739112	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1381	302	1381	-2.08980894114279	4	Morelia, Michoacáde Ocampo, Mexico	MX	MX16	19.7	-101.117	-1684316	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170330	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_ARREST_SEATTLE?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-29-19-35-13
641739113	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	173	173	17	4	-5.0	500	302	500	-2.08980894114279	4	Morelia, Michoacáde Ocampo, Mexico	MX	MX16	19.7	-101.117	-1684316	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170330	http://hosted.ap.org/dynamic/stories/U/US_IMMIGRATION_ARREST_SEATTLE?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-29-19-35-13
641739114	20170330	201703	2017	2017.2466	MEX	MEXICO	MEX								USA	OREGON	USA								0	173	173	17	4	-5.0	146	52	146	-1.68683189815847	3	Portland, Oregon, United States	US	USOR	45.5235	-122.676	1136645	5	Baja California Sur, Baja California Sur, Mexico	MX	MX03	25.8333	-111.833	-1652190	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170330	http://www.newschannel10.com/story/35019991/mexican-man-freed-after-arrest-despite-protected-status
641739117	20170330	201703	2017	2017.2466	MEXCOP	MEXICO	MEX					COP			USA	NEW YORK	USA								1	020	020	02	1	3.0	1	1	1	-6.05187319884726	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	20170330	http://www.jpost.com/Breaking-News/Mexican-state-attorney-general-arrested-in-San-Diego-on-drug-charges-485583
641739118	20170330	201703	2017	2017.2466	MEXCRM	MEXICO	MEX					CRM			USA	UNITED STATES	USA								1	043	043	04	1	2.8	6	1	6	-1.56794425087108	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170330	http://www.slashfilm.com/michael-bay-el-chapo-movie/
641739119	20170330	201703	2017	2017.2466	MEXCRM	MEXICO	MEX					CRM			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-1.56794425087108	4	Sinaloa, Tabasco, Mexico	MX	MX27	18.4917	-93.75	6226960	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170330	http://www.slashfilm.com/michael-bay-el-chapo-movie/
641739465	20170330	201703	2017	2017.2466	PHL	MANILA	PHL								USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	2	4	-2.77028342840451	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	1	United States	US	US	38	-97	US	4	Nanyang, Henan, China	CH	CH09	33.8302	112.486	10541456	20170330	http://www.bbc.co.uk/news/world-asia-39252503
641739467	20170330	201703	2017	2017.2466	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	070	070	07	2	7.0	4	2	4	-2.77028342840451	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	4	Nanyang, Henan, China	CH	CH09	33.8302	112.486	10541456	1	United States	US	US	38	-97	US	20170330	http://www.bbc.co.uk/news/world-asia-39252503
641739658	20170330	201703	2017	2017.2466	RUSGOV	VLADIMIR PUTIN	RUS					GOV													0	010	010	01	1	0.0	1	1	1	-2.32067510548523	3	Capitol Hill, District of Columbia, United States	US	USDC	38.889	-77.0003	529313	0							1	India	IN	IN	20	77	IN	20170330	http://www.themalaymailonline.com/world/article/us-senator-warns-of-russian-interference-in-french-election
641739659	20170330	201703	2017	2017.2466	RUSGOV	VLADIMIR PUTIN	RUS					GOV													0	010	010	01	1	0.0	7	2	7	-2.09930468889285	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	India	IN	IN	20	77	IN	20170330	http://www.themalaymailonline.com/world/article/us-senator-warns-of-russian-interference-in-french-election
641739660	20170330	201703	2017	2017.2466	RUSGOV	VLADIMIR PUTIN	RUS					GOV													1	010	010	01	1	0.0	32	5	32	-2.32054352232515	1	United States	US	US	38	-97	US	0							1	India	IN	IN	20	77	IN	20170330	https://www.pri.org/stories/2017-03-29/russians-are-actively-involved-french-elections-warns-senior-us-senator
641739948	20170330	201703	2017	2017.2466	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	8	4	8	-5.39579333088613	3	Las Vegas, Nevada, United States	US	USNV	36.175	-115.137	847388	0							4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170330	http://hosted.ap.org/dynamic/stories/U/US_BELLAGIO_BURGLARY?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-29-19-34-20
