633374907	20170304	201703	2017	2017.1753	CHN	CHINA	CHN								CVL	CITIZEN						CVL			1	130	130	13	3	-4.4	2	1	2	-3.52673492605233	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEw/china-warns-citizens-over-travel-to-south-korea.html
633374917	20170304	201703	2017	2017.1753	CHN	BEIJING	CHN								KOR	SOUTH KOREA	KOR								0	036	036	03	1	4.0	6	1	6	-2.47716185219661	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTE0/we-will-repeal-obamacare-once-and-for-all-mike-pence.html
633374927	20170304	201703	2017	2017.1753	CHN	BEIJING	CHN								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	4	1	4	-2.18200044700658	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTE0/we-will-repeal-obamacare-once-and-for-all-mike-pence.html
633375098	20170304	201703	2017	2017.1753	COP	POLICE						COP			ITA	BRESCIA	ITA								1	173	173	17	4	-5.0	6	1	6	-3.41296928327645	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	4	Middlesex, United Kingdom (general), United Kingdom	UK	UK00	51.5	-0.416667	-2603031	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170304	http://cambridge.wickedlocal.com/news/20170303/arrest-warrant-issued-for-suspect-in-everett-homicide
633375255	20170304	201703	2017	2017.1753	CVL	MIGRANT						CVL			GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	18	8	18	-2.67695082268761	3	Mexican Consulate, Arizona, United States	US	USAZ	31.344	-109.554	22138	1	Mexico	MX	MX	23	-102	MX	3	Mexican Consulate, Arizona, United States	US	USAZ	31.344	-109.554	22138	20170304	http://www.fox8live.com/story/34662248/mexico-launches-nationwide-effort-in-us-to-help-migrants
633375256	20170304	201703	2017	2017.1753	CVL	MIGRANT						CVL			GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	26	12	26	-3.077882188318	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	1	Mexico	MX	MX	23	-102	MX	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170304	http://www.miamiherald.com/news/article136248673.html
633375257	20170304	201703	2017	2017.1753	CVL	MIGRANT						CVL			GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	98	46	98	-2.98040696197628	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	1	Mexico	MX	MX	23	-102	MX	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170304	http://hosted.ap.org/dynamic/stories/U/US_MEXICAN_IMMIGRANT_CENTERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-03-18-36-43
633375357	20170304	201703	2017	2017.1753	DEU	BERLIN	DEU								USAGOV	UNITED STATES	USA					GOV			0	036	036	03	1	4.0	2	1	2	-2.17155266015201	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTE0/we-will-repeal-obamacare-once-and-for-all-mike-pence.html
633375358	20170304	201703	2017	2017.1753	DEU	BERLIN	DEU								USAGOV	UNITED STATES	USA					GOV			0	036	036	03	1	4.0	8	1	8	-2.61297285838412	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEz/trump-wants-investigation-against-another-democrat-over-russia-ties.html
633375359	20170304	201703	2017	2017.1753	DEU	BERLIN	DEU								USAGOV	UNITED STATES	USA					GOV			1	036	036	03	1	4.0	2	1	2	-2.63157894736842	1	Russia	RS	RS	60	100	RS	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEy/trump-says-039-pathetic-039-that-democrats-haven-039-t-still-approved-his-full-cabinet.html
633376283	20170304	201703	2017	2017.1753	IND	NEW DELHI	IND								GOV	ATTORNEY GENERAL						GOV			0	051	051	05	1	3.4	6	1	6	-2.33185994712719	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEy/trump-says-039-pathetic-039-that-democrats-haven-039-t-still-approved-his-full-cabinet.html
633376284	20170304	201703	2017	2017.1753	IND	NEW DELHI	IND								GOV	ATTORNEY GENERAL						GOV			0	051	051	05	1	3.4	2	1	2	-3.52673492605233	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	1	Egypt	EG	EG	27	30	EG	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEw/china-warns-citizens-over-travel-to-south-korea.html
633376288	20170304	201703	2017	2017.1753	IND	NEW DELHI	IND								USA	UNITED STATES	USA								1	1014	101	10	3	-5.0	2	1	2	-2.19244823386114	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEz/trump-wants-investigation-against-another-democrat-over-russia-ties.html
633376289	20170304	201703	2017	2017.1753	IND	NEW DELHI	IND								USA	UNITED STATES	USA								0	1014	101	10	3	-5.0	2	1	2	-2.17155266015201	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTE0/we-will-repeal-obamacare-once-and-for-all-mike-pence.html
633376335	20170304	201703	2017	2017.1753	IRQ	IRAQ	IRQ								USA	UNITED STATES	USA								0	051	051	05	1	3.4	3	3	3	-2.80146163215591	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170304	http://www.seattlepi.com/news/article/Al-Qaida-puts-Steve-Bannon-on-the-cover-of-its-10975745.php
633376666	20170304	201703	2017	2017.1753	KOR	SOUTH KOREA	KOR								CHN	BEIJING	CHN								0	043	043	04	1	2.8	4	1	4	-2.18200044700658	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTE0/we-will-repeal-obamacare-once-and-for-all-mike-pence.html
633376939	20170304	201703	2017	2017.1753	MEX	MEXICAN	MEX																		1	010	010	01	1	0.0	69	12	69	-6.10847902146412	3	Imperial Beach, California, United States	US	USCA	32.5839	-117.113	1660788	0							4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170304	http://www.stltoday.com/news/national/mexican-sewage-spill-flares-us-noses-and-tempers/article_b11bc849-b52d-5a4e-8157-7194ac75f2d0.html
633376941	20170304	201703	2017	2017.1753	MEX	MEXICO	MEX																		0	020	020	02	1	3.0	98	48	50	-2.78840769851804	1	Mexico	MX	MX	23	-102	MX	0							3	Mexican Consulate, Arizona, United States	US	USAZ	31.344	-109.554	22138	20170304	http://www.fox8live.com/story/34662248/mexico-launches-nationwide-effort-in-us-to-help-migrants
633376952	20170304	201703	2017	2017.1753	MEX	MEXICO	MEX								CVL	MIGRANT						CVL			1	020	020	02	1	3.0	10	5	10	-3.13417171470139	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	1	Mexico	MX	MX	23	-102	MX	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170304	http://www.miamiherald.com/news/article136248673.html
633376957	20170304	201703	2017	2017.1753	MEX	MEXICO	MEX								GOV	GOVERNMENT						GOV			0	080	080	08	2	5.0	64	32	64	-5.88020283437117	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Imperial Beach, California, United States	US	USCA	32.5839	-117.113	1660788	3	Imperial Beach, California, United States	US	USCA	32.5839	-117.113	1660788	20170304	http://wcfcourier.com/news/national/mexican-sewage-spill-flares-us-noses-and-tempers/article_6d56782b-8411-569c-896d-0ab928808322.html
633376958	20170304	201703	2017	2017.1753	MEX	MEXICAN	MEX								GOV	CONSULATE						GOV			0	131	131	13	3	-5.8	55	52	55	-3.02132709625168	1	Mexico	MX	MX	23	-102	MX	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	Mexico	MX	MX	23	-102	MX	20170304	http://hosted.ap.org/dynamic/stories/U/US_MEXICAN_IMMIGRANT_CENTERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-03-18-36-43
633376960	20170304	201703	2017	2017.1753	MEX	MEXICAN	MEX								GOV	CONSULATE						GOV			0	131	131	13	3	-5.8	48	47	48	-2.7756230986547	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170304	http://www.fox8live.com/story/34662248/mexico-launches-nationwide-effort-in-us-to-help-migrants
633376966	20170304	201703	2017	2017.1753	MEX	MEXICAN	MEX								USA	CALIF	USA								1	090	090	09	2	-2.0	6	1	6	-11.5384615384615	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Imperial Beach, California, United States	US	USCA	32.5839	-117.113	1660788	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	20170304	http://www.washingtontimes.com/news/2017/mar/3/mexican-sewage-spill-flares-us-noses-and-tempers/
633377171	20170304	201703	2017	2017.1753	NMR	NORTH AMERICA	NMR								CAN	CANADA	CAN								0	111	111	11	3	-2.0	2	1	2	-4.14937759336099	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170304	http://www.theprovince.com/opinion/columnists/douglas+todd+evangelist+franklin+graham+hits+perfect+storm/13033891/story.html
633377173	20170304	201703	2017	2017.1753	NMR	NORTH AMERICA	NMR								CAN	CANADA	CAN								0	190	190	19	4	-10.0	2	1	2	-4.14937759336099	1	United States	US	US	38	-97	US	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170304	http://www.theprovince.com/opinion/columnists/douglas+todd+evangelist+franklin+graham+hits+perfect+storm/13033891/story.html
633377175	20170304	201703	2017	2017.1753	NMR	NORTH AMERICA	NMR								MED	MEDIA						MED			1	040	040	04	1	1.0	1	1	1	0.80213903743316	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170304	http://www.producer.com/2017/03/merger-u-s-farm-bill-trade-and-hybrid-wheat-major-topics-at-commodity-classic/
633377243	20170304	201703	2017	2017.1753	PAK	ISLAMABAD	PAK								CHN	CHINA	CHN								0	050	050	05	1	3.5	6	1	6	-2.33185994712719	4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEy/trump-says-039-pathetic-039-that-democrats-haven-039-t-still-approved-his-full-cabinet.html
633377244	20170304	201703	2017	2017.1753	PAK	ISLAMABAD	PAK								CHN	CHINA	CHN								0	050	050	05	1	3.5	2	1	2	-3.52673492605233	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Islamabad, Islamabad, Pakistan	PK	PK08	33.7	73.1667	-2762812	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEw/china-warns-citizens-over-travel-to-south-korea.html
633377246	20170304	201703	2017	2017.1753	PAK	ISLAMABAD	PAK								CHN	CHINA	CHN								0	090	090	09	2	-2.0	4	1	4	-2.82986683567359	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEw/china-warns-citizens-over-travel-to-south-korea.html
633377280	20170304	201703	2017	2017.1753	PAKGOV	PAKISTAN	PAK					GOV			PAK	PAKISTAN	PAK								1	190	190	19	4	-10.0	2	1	2	-5.02793296089385	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Kurram Agency, Federally Administered Tribal Areas, Pakistan	PK	PK01	33.7102	70.3401	-2766911	1	India	IN	IN	20	77	IN	20170304	https://www.thenews.com.pk/print/190015-Drones-return
633377810	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	8	2	8	-4.98753117206983	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	China	CH	CH	35	105	CH	20170304	http://www.klik1240.com/news/congressman-i-regret-using-a-derogatory-term-while-comparing-town-halls-to-maoist-china/
633377836	20170304	201703	2017	2017.1753	USA	NEBRASKA	USA																		1	010	010	01	1	0.0	7	1	7	-1.96078431372549	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							1	India	IN	IN	20	77	IN	20170304	http://www.rigzone.com/news/oil_gas/a/148726/Oklahoma_Native_American_Tribe_Sues_Energy_Companies_For_Quake_Damage
633377894	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	102	93	102	-3.0846866529415	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	0							1	Mexico	MX	MX	23	-102	MX	20170304	http://hosted.ap.org/dynamic/stories/U/US_MEXICAN_IMMIGRANT_CENTERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-03-18-36-43
633377994	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	25	25	25	-6.75599542964199	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	0							1	United Kingdom	UK	UK	54	-2	UK	20170304	http://www.timesenterprise.com/cnhi_network/the-deadly-connection-between-prescription-painkillers-and-the-economy/article_8666c074-139f-5612-846c-67b18038dd06.html
633378405	20170304	201703	2017	2017.1753	USA	AMERICAN	USA								EDU	SCHOOL						EDU			1	193	193	19	4	-10.0	2	1	2	-5.60747663551401	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Olathe, Kansas, United States	US	USKS	38.8814	-94.8191	479198	3	Olathe, Kansas, United States	US	USKS	38.8814	-94.8191	479198	20170304	http://newspaperpost.com/2017/03/03/aft%D0%B5r-kansas-sh%D0%BE%D0%BEting-a-c%D0%BEmmunit%D1%83-in-f%D0%B5ar/
633378419	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	2	1	2	-2.17155266015201	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTE0/we-will-repeal-obamacare-once-and-for-all-mike-pence.html
633378426	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	36	8	36	-2.67695082268761	3	Mexican Consulate, Arizona, United States	US	USAZ	31.344	-109.554	22138	1	Mexico	MX	MX	23	-102	MX	3	Mexican Consulate, Arizona, United States	US	USAZ	31.344	-109.554	22138	20170304	http://www.fox8live.com/story/34662248/mexico-launches-nationwide-effort-in-us-to-help-migrants
633378427	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	18	8	18	-2.67695082268761	3	Mexican Consulate, Arizona, United States	US	USAZ	31.344	-109.554	22138	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170304	http://www.fox8live.com/story/34662248/mexico-launches-nationwide-effort-in-us-to-help-migrants
633378428	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	52	12	52	-3.077882188318	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	1	Mexico	MX	MX	23	-102	MX	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170304	http://www.miamiherald.com/news/article136248673.html
633378429	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	26	12	26	-3.077882188318	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170304	http://www.miamiherald.com/news/article136248673.html
633378430	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	192	45	192	-3.01361533066125	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	1	Mexico	MX	MX	23	-102	MX	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170304	http://hosted.ap.org/dynamic/stories/U/US_MEXICAN_IMMIGRANT_CENTERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-03-18-36-43
633378431	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	96	45	96	-3.01361533066125	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170304	http://hosted.ap.org/dynamic/stories/U/US_MEXICAN_IMMIGRANT_CENTERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-03-18-36-43
633378432	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	30	14	30	-3.09356120568903	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	Miami, Florida, United States	US	USFL	25.7743	-80.1937	295004	20170304	http://www.miamiherald.com/news/article136248673.html
633378433	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			0	012	012	01	1	-0.4	96	45	96	-3.01361533066125	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	20170304	http://hosted.ap.org/dynamic/stories/U/US_MEXICAN_IMMIGRANT_CENTERS?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-03-03-18-36-43
633378615	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								MED	MEDIA						MED			1	040	040	04	1	1.0	1	1	1	0.80213903743316	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170304	http://www.producer.com/2017/03/merger-u-s-farm-bill-trade-and-hybrid-wheat-major-topics-at-commodity-classic/
633378630	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								MEX	MEXICAN	MEX								1	010	010	01	1	0.0	24	12	24	-6.10847902146412	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Imperial Beach, California, United States	US	USCA	32.5839	-117.113	1660788	3	Imperial Beach, California, United States	US	USCA	32.5839	-117.113	1660788	20170304	http://www.stltoday.com/news/national/mexican-sewage-spill-flares-us-noses-and-tempers/article_b11bc849-b52d-5a4e-8157-7194ac75f2d0.html
633378632	20170304	201703	2017	2017.1753	USA	CALIFORNIA	USA								MEX	TIJUANA	MEX								0	0214	021	02	1	3.4	141	29	141	-5.80079544090198	2	California, United States	US	USCA	36.17	-119.746	CA	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170304	http://wcfcourier.com/news/national/mexican-sewage-spill-flares-us-noses-and-tempers/article_6d56782b-8411-569c-896d-0ab928808322.html
633378634	20170304	201703	2017	2017.1753	USA	WASHINGTON	USA								MEX	MEXICO	MEX								0	120	120	12	3	-4.0	1	1	1	3.77049180327869	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170304	http://scienceblogs.com/thepumphandle/2017/03/03/labor-enviro-community-coalition-wins-stronger-california-oil-refinery-regulations-and-showcases-a-winning-strategy-for-worker-and-community-health/
633378637	20170304	201703	2017	2017.1753	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	192	192	19	4	-9.5	31	31	31	-5.87878451883108	3	Tijuana River, California, United States	US	USCA	32.5553	-117.129	255756	4	Tijuana, Baja California, Mexico	MX	MX02	32.5333	-117.017	-1705741	3	Tijuana River, California, United States	US	USCA	32.5553	-117.129	255756	20170304	http://wcfcourier.com/news/national/mexican-sewage-spill-flares-us-noses-and-tempers/article_6d56782b-8411-569c-896d-0ab928808322.html
633378666	20170304	201703	2017	2017.1753	USA	NEW YORK	USA								OPP	PROTESTER						OPP			0	081	081	08	2	5.0	24	1	24	-2.63057869185848	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	1	Egypt	EG	EG	27	30	EG	20170304	http://www.aninews.in/newsdetail-NA/MzAyNTEy/trump-says-039-pathetic-039-that-democrats-haven-039-t-still-approved-his-full-cabinet.html
