630317389	20170223	201702	2017	2017.1452											MEXGOVMIL	MEXICO	MEX					GOV	MIL		0	040	040	04	1	1.0	2	1	2	-4.45795339412361	0							1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://abcnews.go.com/International/tillerson-kelly-visit-mexico-amid-tension-deportation-guidelines/story?id=45656419
630317800	20170223	201702	2017	2017.1452	BGR	BULGARIA	BGR								CHN	GREAT WALL	CHN								0	043	043	04	1	2.8	3	3	3	2.32425670065027	1	Bulgaria	BU	BU	43	25	BU	1	United States	US	US	38	-97	US	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	20170223	https://www.boston.com/cars/cars/2017/02/22/chinas-thriving-suv-only-automaker-looks-to-global-growth
630317838	20170223	201702	2017	2017.1452	BUDMAH223	SOTO				BUD					GTM	GUATEMALA	GTM								1	174	174	17	4	-5.0	3	1	3	-3.05343511450382	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.salon.com/2017/02/22/dhs-chief-tells-guatemalans-us-wont-have-mass-deportations/
630317955	20170223	201702	2017	2017.1452	BUS	COMPANIES						BUS			MEX	MEXICO	MEX								1	040	040	04	1	1.0	6	1	6	3.84615384615385	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.wtol.com/story/34573419/michigan-lt-gov-calley-completes-trade-mission-to-mexico
630317957	20170223	201702	2017	2017.1452	BUS	COMPANIES						BUS			MEX	MEXICO	MEX								1	043	043	04	1	2.8	2	1	2	3.84615384615385	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.wtol.com/story/34573419/michigan-lt-gov-calley-completes-trade-mission-to-mexico
630318076	20170223	201702	2017	2017.1452	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	030	030	03	1	4.0	2	1	2	-2.62068965517241	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.burnabynow.com/opinion/columnists/opinion-time-is-ticking-for-a-softwood-lumber-deal-1.10251500
630318077	20170223	201702	2017	2017.1452	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	030	030	03	1	4.0	2	1	2	-2.62068965517241	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.burnabynow.com/opinion/columnists/opinion-time-is-ticking-for-a-softwood-lumber-deal-1.10251500
630318078	20170223	201702	2017	2017.1452	CAN	CANADA	CAN								USA	WASHINGTON	USA								0	050	050	05	1	3.5	1	1	1	-2.62068965517241	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.burnabynow.com/opinion/columnists/opinion-time-is-ticking-for-a-softwood-lumber-deal-1.10251500
630318081	20170223	201702	2017	2017.1452	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	111	111	11	3	-2.0	76	19	76	-1.72413793103449	4	Iroquois, Ontario, Canada	CA	CA08	44.85	-75.3167	-566648	3	Savannah River, South Carolina, United States	US	USSC	32.0377	-80.8501	1253486	4	Iroquois, Ontario, Canada	CA	CA08	44.85	-75.3167	-566648	20170223	http://www.ladysmithchronicle.com/national/414529443.html
630318138	20170223	201702	2017	2017.1452	CHN	GREAT WALL	CHN								BGR	BULGARIA	BGR								0	042	042	04	1	1.9	3	3	3	2.32425670065027	1	United States	US	US	38	-97	US	1	Bulgaria	BU	BU	43	25	BU	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	20170223	https://www.boston.com/cars/cars/2017/02/22/chinas-thriving-suv-only-automaker-looks-to-global-growth
630318170	20170223	201702	2017	2017.1452	CHN	BEIJING	CHN								USA	UNITED STATES	USA								1	030	030	03	1	4.0	70	9	70	-2.81621950114833	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	20170223	http://www.dnaindia.com/world/report-clampdown-on-north-korean-trade-squeezes-chinese-border-towns-2332034
630318194	20170223	201702	2017	2017.1452	CHRPRO230EDU	METHODIST				CHR	PRO	EDU			EDU	STUDENT						EDU			0	043	043	04	1	2.8	2	1	2	0.78125	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	University Of Illinois, Illinois, United States	US	USIL	40.1086	-88.2284	420156	20170223	http://www.ledger-enquirer.com/news/local/education/article134311919.html
630318402	20170223	201702	2017	2017.1452	CRM	ILLEGAL IMMIGRANT						CRM			USA	UNITED STATES	USA								0	100	100	10	3	-5.0	18	3	18	-5.60357465316544	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170223	http://www.dnaindia.com/world/report-us-homeland-security-chief-talks-migration-in-guatemala-2332040
630318454	20170223	201702	2017	2017.1452	CVL	SCIENTIST						CVL													1	040	040	04	1	1.0	8	1	8	-3.60082304526749	1	United States	US	US	38	-97	US	0							1	United Kingdom	UK	UK	54	-2	UK	20170223	https://nuclear-news.net/2013/04/23/uk-shocking-increase-in-respirtory-problems-due-to-nuclear-incidents-from-fukushima-and-the-budapest-medical-isotope-inst/
630318606	20170223	201702	2017	2017.1452	CVL	MIGRANT						CVL			USA	UNITED STATES	USA								1	174	174	17	4	-5.0	3	3	3	-5.60357465316544	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.dnaindia.com/world/report-us-homeland-security-chief-talks-migration-in-guatemala-2332040
630318609	20170223	201702	2017	2017.1452	CVL	MIGRANT						CVL			USAGOV	UNITED STATES	USA					GOV			1	174	174	17	4	-5.0	3	3	3	-5.60357465316544	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.dnaindia.com/world/report-us-homeland-security-chief-talks-migration-in-guatemala-2332040
630318727	20170223	201702	2017	2017.1452	EDU	STUDENT						EDU			CHRPRO230EDU	METHODIST				CHR	PRO	EDU			0	042	042	04	1	1.9	2	1	2	0.78125	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	University Of Illinois, Illinois, United States	US	USIL	40.1086	-88.2284	420156	20170223	http://www.ledger-enquirer.com/news/local/education/article134311919.html
630318847	20170223	201702	2017	2017.1452	ELI	RETIRED						ELI			MNCUSA	EXXON MOBIL	USA					MNC			1	186	186	18	4	-10.0	12	12	12	-3.95271688084868	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	https://lasvegassun.com/news/2017/feb/22/trump-sends-top-aides-to-mexico-amid-deep-strains/
630318848	20170223	201702	2017	2017.1452	ELI	RETIRED						ELI			MNCUSA	EXXON MOBIL	USA					MNC			1	186	186	18	4	-10.0	57	53	57	-3.78560876150094	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20170223	http://democratherald.com/news/world/trump-sends-top-aides-to-mexico-amid-deep-strains-with/article_69794100-3130-5db2-b5c6-d8154b6885b1.html
630318852	20170223	201702	2017	2017.1452	ELI	RETIRED						ELI			USA	UNITED STATES	USA								1	186	186	18	4	-10.0	24	12	24	-3.95271688084868	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	https://lasvegassun.com/news/2017/feb/22/trump-sends-top-aides-to-mexico-amid-deep-strains/
630318853	20170223	201702	2017	2017.1452	ELI	RETIRED						ELI			USA	UNITED STATES	USA								1	186	186	18	4	-10.0	114	53	114	-3.78560876150094	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20170223	http://democratherald.com/news/world/trump-sends-top-aides-to-mexico-amid-deep-strains-with/article_69794100-3130-5db2-b5c6-d8154b6885b1.html
630318885	20170223	201702	2017	2017.1452	EUR	EUROPE	EUR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	10	1	10	-1.08695652173913	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ	40.314	-74.5089	NJ	4	Wuhan, Hubei, China	CH	CH12	30.5833	114.267	-1930776	20170223	http://www.nature.com/news/inside-the-chinese-lab-poised-to-study-world-s-most-dangerous-pathogens-1.21487?WT.ec_id=NATURE-20170223&spJobID=1103683105&spMailingID=53480287&spReportId=MTEwMzY4MzEwNQS2&spUserID=MTg1NDY4MDEyMzYxS0
630319140	20170223	201702	2017	2017.1452	GOV	PRESIDENT						GOV													0	161	161	16	4	-4.0	2	1	2	0.4149377593361	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170223	http://uspolitics.einnews.com/pr_news/367804104/press-briefing-by-press-secretary-sean-spicer-2-22-2017-14
630319202	20170223	201702	2017	2017.1452	GOV	PRESIDENT						GOV			CRM	ILLEGAL IMMIGRANT						CRM			0	014	014	01	1	0.0	2	1	2	0.4149377593361	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://uspolitics.einnews.com/pr_news/367804104/press-briefing-by-press-secretary-sean-spicer-2-22-2017-14
630319300	20170223	201702	2017	2017.1452	GOV	SECRETARY OF STATE						GOV			MEX	MEXICO	MEX								1	042	042	04	1	1.9	29	8	29	-3.4056947440332	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.india.com/news/agencies/us-secretary-of-state-in-mexico-to-calm-tensions-1864042/
630319301	20170223	201702	2017	2017.1452	GOV	SECRETARY OF STATE						GOV			MEX	MEXICO	MEX								1	042	042	04	1	1.9	14	5	14	-4.02255918147578	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://hosted2.ap.org/CAANR/0260ea4c3e85456b80715585ba3c7b5b/Article_2017-02-22-LT--United%20States-Mexico/id-7c5db7c506e34e0f9799b7006fb18140
630319417	20170223	201702	2017	2017.1452	GOV	PRESIDENT						GOV			USAGOV	UNITED STATES	USA					GOV			0	040	040	04	1	1.0	8	4	8	-5.35839875143126	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.dnaindia.com/world/report-us-homeland-security-chief-talks-migration-in-guatemala-2332040
630319422	20170223	201702	2017	2017.1452	GOV	GOVERNMENT OFFICIAL						GOV			USAGOV	OBAMA	USA					GOV			0	160	160	16	4	-4.0	128	16	128	-1.28606825755234	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170223	https://www.sootoday.com/national-news/the-wednesday-news-briefing-an-at-a-glance-survey-of-some-top-stories-543381
630319471	20170223	201702	2017	2017.1452	GTM	GUATEMALA CITY	GTM																		1	030	030	03	1	4.0	4	2	4	-3.34927752864973	1	Mexico	MX	MX	23	-102	MX	0							1	United States	US	US	38	-97	US	20170223	http://www.oleantimesherald.com/news/world/guatemala-leader-says-dhs-chief-says-no-mass-deportations/article_9878ed70-783f-5f4f-bf11-5bdab9c136fd.html
630319477	20170223	201702	2017	2017.1452	GTM	GUATEMALA CITY	GTM																		1	174	174	17	4	-5.0	15	15	15	-3.83971512588876	1	United States	US	US	38	-97	US	0							1	Mexico	MX	MX	23	-102	MX	20170223	http://cumberlink.com/news/world/dhs-chief-tells-guatemalans-us-won-t-have-mass-deportations/article_5bc34288-a885-5ab6-b55d-1d978e4883f4.html
630319480	20170223	201702	2017	2017.1452	GTM	GUATEMALA	GTM								CRM	ILLEGAL IMMIGRANT						CRM			0	100	100	10	3	-5.0	6	3	6	-5.60357465316544	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170223	http://www.dnaindia.com/world/report-us-homeland-security-chief-talks-migration-in-guatemala-2332040
630319494	20170223	201702	2017	2017.1452	GTM	GUATEMALA	GTM								USA	UNITED STATES	USA								1	042	042	04	1	1.9	5	3	5	-3.10647633541034	4	Guatemala City, Guatemala, Guatemala	GT	GT07	14.6211	-90.5269	-1133206	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.salon.com/2017/02/22/dhs-chief-tells-guatemalans-us-wont-have-mass-deportations/
630319496	20170223	201702	2017	2017.1452	GTM	GUATEMALA	GTM								USA	UNITED STATES	USA								1	042	042	04	1	1.9	41	40	41	-4.04913850509394	1	Guatemala	GT	GT	15.5	-90.25	GT	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	20170223	http://cumberlink.com/news/world/dhs-chief-tells-guatemalans-us-won-t-have-mass-deportations/article_5bc34288-a885-5ab6-b55d-1d978e4883f4.html
630320152	20170223	201702	2017	2017.1452	LEG	CONGRESSMAN						LEG			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	1	1	1	-2.13523131672597	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.cincinnati.com/story/news/politics/2017/02/22/chabot-trump-media-not-enemy/98251426/
630320256	20170223	201702	2017	2017.1452	MED	MEDIA						MED													1	010	010	01	1	0.0	5	4	5	0.279857481401444	4	Monterrey, Nuevo LeóX, Mexico	MX	MX19	25.6667	-100.317	-1684228	0							1	United States	US	US	38	-97	US	20170223	http://www.dnaindia.com/world/report-mexico-presidential-frontrunner-might-halt-new-energy-contracts-adviser-2332051
630320272	20170223	201702	2017	2017.1452	MED	NEWSPAPER						MED													0	036	036	03	1	4.0	18	2	18	-2.04383058560536	1	Mexico	MX	MX	23	-102	MX	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170223	http://www.ccenterdispatch.com/news/national/article_ebe7fdaa-2ac4-5bd5-b59f-ad6bd4946708.html
630320365	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX																		0	042	042	04	1	1.9	51	9	51	-4.57746478873239	1	Mexico	MX	MX	23	-102	MX	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.9news.com/news/nation-now/foreign-minister-mexico-will-not-accept-unilateral-us-immigration-proposals/412780099
630320367	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX																		1	042	042	04	1	1.9	6	1	6	-0.78740157480315	1	United States	US	US	38	-97	US	0							1	Mexico	MX	MX	23	-102	MX	20170223	http://www.fronterasdesk.org/content/10589/rex-tillerson-jon-kelly-make-first-official-visit-mexico
630320371	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX																		1	070	070	07	2	7.0	16	8	16	-3.89101663934663	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	0							4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170223	http://www.hutchnews.com/news/national_world_news/trump-sends-top-aides-to-mexico-amid-deep-strains-with/article_715eade5-e161-53b0-860f-37e0ed5af7b4.html
630320375	20170223	201702	2017	2017.1452	MEX	MEXICAN	MEX																		0	161	161	16	4	-4.0	9	9	9	-4.57746478873239	1	Mexico	MX	MX	23	-102	MX	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.9news.com/news/nation-now/foreign-minister-mexico-will-not-accept-unilateral-us-immigration-proposals/412780099
630320377	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX																		1	186	186	18	4	-10.0	12	12	12	-3.95271688084868	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	https://lasvegassun.com/news/2017/feb/22/trump-sends-top-aides-to-mexico-amid-deep-strains/
630320378	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX																		1	186	186	18	4	-10.0	57	53	57	-3.78560876150094	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	0							2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20170223	http://democratherald.com/news/world/trump-sends-top-aides-to-mexico-amid-deep-strains-with/article_69794100-3130-5db2-b5c6-d8154b6885b1.html
630320386	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								BUS	COMPANIES						BUS			1	042	042	04	1	1.9	2	1	2	3.84615384615385	1	Mexico	MX	MX	23	-102	MX	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	Mexico	MX	MX	23	-102	MX	20170223	http://www.wtol.com/story/34573419/michigan-lt-gov-calley-completes-trade-mission-to-mexico
630320397	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								GOV	GOVERNMENT						GOV			0	120	120	12	3	-4.0	10	10	10	-3.94012705798482	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	https://lasvegassun.com/news/2017/feb/22/trump-sends-top-aides-to-mexico-amid-deep-strains/
630320404	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								MED	MEDIA						MED			1	010	010	01	1	0.0	5	4	5	0.279857481401444	1	United States	US	US	38	-97	US	4	Monterrey, Nuevo LeóX, Mexico	MX	MX19	25.6667	-100.317	-1684228	1	United States	US	US	38	-97	US	20170223	http://www.dnaindia.com/world/report-mexico-presidential-frontrunner-might-halt-new-energy-contracts-adviser-2332051
630320405	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								MED	MEDIA						MED			1	010	010	01	1	0.0	10	4	10	0.279857481401444	1	United States	US	US	38	-97	US	1	Uruguay	UY	UY	-33	-56	UY	4	Monterrey, Nuevo LeóX, Mexico	MX	MX19	25.6667	-100.317	-1684228	20170223	http://www.dnaindia.com/world/report-mexico-presidential-frontrunner-might-halt-new-energy-contracts-adviser-2332051
630320417	20170223	201702	2017	2017.1452	MEX	MEXICAN	MEX								MEXGOV	MEXICO	MEX					GOV			0	161	161	16	4	-4.0	9	9	9	-4.57746478873239	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170223	http://www.9news.com/news/nation-now/foreign-minister-mexico-will-not-accept-unilateral-us-immigration-proposals/412780099
630320421	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								NMR	NORTH AMERICA	NMR								0	0353	035	03	1	7.0	100	46	100	-3.88663609198057	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	20170223	http://democratherald.com/news/world/trump-sends-top-aides-to-mexico-amid-deep-strains-with/article_69794100-3130-5db2-b5c6-d8154b6885b1.html
630320422	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								NMR	NORTH AMERICA	NMR								0	0353	035	03	1	7.0	34	17	34	-3.5894604983523	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20170223	http://www.news-herald.com/general-news/20170222/trump-sends-top-aides-to-mexico-amid-deep-strains-with-us
630320425	20170223	201702	2017	2017.1452	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	013	013	01	1	0.4	3	3	3	-3.83182760852174	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	4	Mexico City, Distrito Federal, Mexico	MX	MX09	19.4342	-99.1386	-1658079	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20170223	http://democratherald.com/news/world/trump-sends-top-aides-to-mexico-amid-deep-strains-with/article_69794100-3130-5db2-b5c6-d8154b6885b1.html
