627940269	20170216	201702	2017	2017.1260	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	3.21637426900584	4	Snake River, British Columbia, Canada	CA	CA02	59.0333	-122.433	-573806	3	New River, West Virginia, United States	US	USWV	38.1618	-81.1965	1552301	4	Snake River, British Columbia, Canada	CA	CA02	59.0333	-122.433	-573806	20170216	http://www.clevescene.com/scene-and-heard/archives/2017/02/15/87-year-old-norwalk-womans-obit-smiling-now-not-to-be-living-during-the-trump-presidency
627940272	20170216	201702	2017	2017.1260	CAN	CANADA	CAN								USA	IDAHO	USA								1	043	043	04	1	2.8	120	14	120	0	1	Canada	CA	CA	60	-95	CA	2	Idaho, United States	US	USID	44.2394	-114.51	ID	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170216	http://www.khq.com/story/34515231/state-to-conduct-5-year-study-of-wolf-impacts-in-washington
627940277	20170216	201702	2017	2017.1260	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	186	186	18	4	-10.0	9	2	9	-4.00933517511807	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	20170216	http://www.huffingtonpost.com/entry/canada-us-refugee-agreement_us_58a1f8dfe4b03df370d8ebc1?5apuv8uz6uwlpiudi&ncid=inblnkushpmg00000009
627940278	20170216	201702	2017	2017.1260	CAN	CANADIAN	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	9	9	9	2.10112496287993	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://www.wlec.com/politics/trump-says-he-can-live-with-either-one-or-two-state-solution-in-israel-2/
627940318	20170216	201702	2017	2017.1260	CHN	CHINA	CHN								GOV	DIPLOMAT						GOV			1	043	043	04	1	2.8	2	1	2	3.47394540942928	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Delaware River, New Mexico, United States	US	USNM	32.0346	-104.022	897355	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170216	https://www.saatchiart.com/judithreeve
627940319	20170216	201702	2017	2017.1260	CHN	CHINA	CHN								KOR	SEOUL	KOR								0	112	112	11	3	-2.0	7	1	7	-4.11140583554377	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	37.5664	127	-716583	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://cameroonjournal.com/2016/09/10/why-china-wants-to-squeeze-north-korea-a-little-but-not-too-much/
627940320	20170216	201702	2017	2017.1260	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	112	112	11	3	-2.0	2	1	2	-4.11140583554377	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	20170216	http://cameroonjournal.com/2016/09/10/why-china-wants-to-squeeze-north-korea-a-little-but-not-too-much/
627940342	20170216	201702	2017	2017.1260	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-4.11140583554377	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	20170216	http://cameroonjournal.com/2016/09/10/why-china-wants-to-squeeze-north-korea-a-little-but-not-too-much/
627940343	20170216	201702	2017	2017.1260	CHN	CHINA	CHN								USA	WASHINGTON	USA								0	112	112	11	3	-2.0	7	1	7	-4.11140583554377	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://cameroonjournal.com/2016/09/10/why-china-wants-to-squeeze-north-korea-a-little-but-not-too-much/
627940711	20170216	201702	2017	2017.1260	CVL	IMMIGRANT						CVL			LAB	WORKER						LAB			1	020	020	02	1	3.0	1	1	1	2.36686390532545	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170216	http://profit.ndtv.com/news/tech-media-telecom/article-dont-expect-changes-in-h-1b-visa-rules-says-powerful-us-lawmaker-1659573?pfrom=Mostreadwidget_profit2016
627940990	20170216	201702	2017	2017.1260	EDUEDU	UNIVERSITY						EDU	EDU		SPY	INTELLIGENCE SERVICE						SPY			1	010	010	01	1	0.0	24	3	24	-2.81286708781463	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170216	https://www.coolum-news.com.au/news/michael-flynns-game-phones-nightmare-trump/3144185/
627940991	20170216	201702	2017	2017.1260	EDUEDU	UNIVERSITY						EDU	EDU		SPY	INTELLIGENCE SERVICE						SPY			1	010	010	01	1	0.0	6	3	6	-2.81286708781463	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170216	https://www.coolum-news.com.au/news/michael-flynns-game-phones-nightmare-trump/3144185/
627941127	20170216	201702	2017	2017.1260	FRA	PARIS	FRA								CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	3.21637426900584	4	Vienna, Wien, Austria	AU	AU09	48.2	16.3667	-1995499	4	Snake River, British Columbia, Canada	CA	CA02	59.0333	-122.433	-573806	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170216	http://www.clevescene.com/scene-and-heard/archives/2017/02/15/87-year-old-norwalk-womans-obit-smiling-now-not-to-be-living-during-the-trump-presidency
627941222	20170216	201702	2017	2017.1260	GBR	BRITISH	GBR								GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		1	043	043	04	1	2.8	14	7	14	-1.41721927662514	1	United Kingdom	UK	UK	54	-2	UK	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.fox8live.com/story/34509655/pentagon-boss-to-nato-nations-increase-military-spending
627941228	20170216	201702	2017	2017.1260	GBR	UNITED KINGDOM	GBR								IGOWSTNAT	NATO	WST	NAT				IGO			1	130	130	13	3	-4.4	2	1	2	0.54274084124831	4	Kidderminster, Worcestershire, United Kingdom	UK	UKQ4	52.3833	-2.25	-2599903	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Kidderminster, Worcestershire, United Kingdom	UK	UKQ4	52.3833	-2.25	-2599903	20170216	http://www.kidderminstershuttle.co.uk/news/national/15092201.US_defence_chief_urges_Nato_allies_to_pay_fair_share_in_military_spending/
627941232	20170216	201702	2017	2017.1260	GBR	UNITED KINGDOM	GBR								LAB	WORKER						LAB			1	036	036	03	1	4.0	4	2	4	-2.47476378220379	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170216	https://www.insurancenewsnet.com/oarticle/back-to-back-sessions-on-opioids-at-wcri-conference
627941233	20170216	201702	2017	2017.1260	GBR	UNITED KINGDOM	GBR								LAB	WORKER						LAB			1	036	036	03	1	4.0	8	2	8	-2.47476378220379	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170216	https://www.insurancenewsnet.com/oarticle/back-to-back-sessions-on-opioids-at-wcri-conference
627941247	20170216	201702	2017	2017.1260	GBR	UNITED KINGDOM	GBR								SAU	SAUDI ARABIA	SAU								0	0332	033	03	1	5.2	2	1	2	-9.95575221238943	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.thesleuthjournal.com/saudi-terror-bombing-yemen-trumps-war/
627941260	20170216	201702	2017	2017.1260	GBR	BRITAIN	GBR								USA	WASHINGTON	USA								0	172	172	17	4	-5.0	3	1	3	-9.95575221238943	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20170216	http://www.thesleuthjournal.com/saudi-terror-bombing-yemen-trumps-war/
627941270	20170216	201702	2017	2017.1260	GBRGOV	BRITISH	GBR					GOV			GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		1	043	043	04	1	2.8	42	7	42	-1.41721927662514	1	United Kingdom	UK	UK	54	-2	UK	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.fox8live.com/story/34509655/pentagon-boss-to-nato-nations-increase-military-spending
627941446	20170216	201702	2017	2017.1260	GOV	DIPLOMAT						GOV			CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	3.47394540942928	3	Delaware River, New Mexico, United States	US	USNM	32.0346	-104.022	897355	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170216	https://www.saatchiart.com/judithreeve
627941737	20170216	201702	2017	2017.1260	GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		BEL	BRUSSELS	BEL								1	046	046	04	1	7.0	56	7	56	-1.41721927662514	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	50.8333	4.33333	-1955538	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.fox8live.com/story/34509655/pentagon-boss-to-nato-nations-increase-military-spending
627941739	20170216	201702	2017	2017.1260	GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		GBR	BRITISH	GBR								1	042	042	04	1	1.9	14	7	14	-1.41721927662514	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.fox8live.com/story/34509655/pentagon-boss-to-nato-nations-increase-military-spending
627941740	20170216	201702	2017	2017.1260	GOVMIL	SECRETARY OF DEFENSE						GOV	MIL		GBRGOV	BRITISH	GBR					GOV			1	042	042	04	1	1.9	42	7	42	-1.41721927662514	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.fox8live.com/story/34509655/pentagon-boss-to-nato-nations-increase-military-spending
627941745	20170216	201702	2017	2017.1260	GOVMIL	DEFENCE SECRETARY						GOV	MIL		IGOWSTNAT	NATO	WST	NAT				IGO			1	130	130	13	3	-4.4	2	1	2	0.54274084124831	4	Kidderminster, Worcestershire, United Kingdom	UK	UKQ4	52.3833	-2.25	-2599903	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Kidderminster, Worcestershire, United Kingdom	UK	UKQ4	52.3833	-2.25	-2599903	20170216	http://www.kidderminstershuttle.co.uk/news/national/15092201.US_defence_chief_urges_Nato_allies_to_pay_fair_share_in_military_spending/
627941746	20170216	201702	2017	2017.1260	GOVMIL	DEFENCE SECRETARY						GOV	MIL		IGOWSTNAT	NATO	WST	NAT				IGO			1	130	130	13	3	-4.4	4	1	4	0.54274084124831	4	Kidderminster, Worcestershire, United Kingdom	UK	UKQ4	52.3833	-2.25	-2599903	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://www.kidderminstershuttle.co.uk/news/national/15092201.US_defence_chief_urges_Nato_allies_to_pay_fair_share_in_military_spending/
627941859	20170216	201702	2017	2017.1260	IGOEUREEC	THE EU	EUR	EEC				IGO			CVL	MIGRANT						CVL			1	020	020	02	1	3.0	2	1	2	-0.27739251040222	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170216	http://www.plenglish.com/index.php?o=rn&id=9348&SEO=european-union-points-out-differences-with-the-united-states
627942415	20170216	201702	2017	2017.1260	KNAGOV	QUEEN ELIZABETH II	KNA					GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	2.00235571260306	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	https://www.yahoo.com/news/white-house-tours-resume-7-230846574.html
627942416	20170216	201702	2017	2017.1260	KNAGOV	QUEEN ELIZABETH II	KNA					GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	6	1	6	2.00235571260306	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170216	https://www.yahoo.com/news/white-house-tours-resume-7-230846574.html
627942548	20170216	201702	2017	2017.1260	LEG	LAWMAKER						LEG			CVL	NON NATIVE						CVL			1	190	190	19	4	-10.0	10	4	10	-5.26315789473684	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20170216	http://news.wfsu.org/post/some-lawmakers-scrutinizing-budget-invasive-species-programs
627942578	20170216	201702	2017	2017.1260	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	046	046	04	1	7.0	2	1	2	-1.58371040723982	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170216	http://www.connectionnewspapers.com/news/2017/feb/15/false-prophets/
627942579	20170216	201702	2017	2017.1260	LEG	CONGRESS						LEG			MEX	MEXICO	MEX								1	046	046	04	1	7.0	2	1	2	-1.58371040723982	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://www.connectionnewspapers.com/news/2017/feb/15/false-prophets/
627942727	20170216	201702	2017	2017.1260	MED	WEBSITE						MED													1	192	192	19	4	-9.5	2	1	2	0	1	Mexico	MX	MX	23	-102	MX	0							2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20170216	http://www.milwaukeesun.com/index.php/sid/251752561
627942798	20170216	201702	2017	2017.1260	MEX	MEXICO	MEX																		1	055	055	05	1	7.0	1	1	1	-1.54738878143133	4	San Miguel De Allende, Guanajuato, Mexico	MX	MX11	20.9167	-100.75	-1699222	0							1	United States	US	US	38	-97	US	20170216	http://mexiconewsdaily.com/opinion/defend-your-country-dont-apologize-for-it/
627942803	20170216	201702	2017	2017.1260	MEX	MEXICO	MEX								CRM	GANG						CRM			1	120	120	12	3	-4.0	32	8	32	-3.78006872852233	1	Mexico	MX	MX	23	-102	MX	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170216	http://www.nbcsandiego.com/news/politics/Mexican-Immigrant-Dreamer-in-Seattle-Sues-US-Over-Arrest--413837923.html
627942806	20170216	201702	2017	2017.1260	MEX	MEXICO	MEX								LEG	CONGRESS						LEG			1	046	046	04	1	7.0	2	1	2	-1.58371040723982	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://www.connectionnewspapers.com/news/2017/feb/15/false-prophets/
627942807	20170216	201702	2017	2017.1260	MEX	MEXICO	MEX								LEG	CONGRESS						LEG			1	046	046	04	1	7.0	6	1	6	-1.58371040723982	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170216	http://www.connectionnewspapers.com/news/2017/feb/15/false-prophets/
627942808	20170216	201702	2017	2017.1260	MEX	MEXICO	MEX								LEG	CONGRESS						LEG			1	046	046	04	1	7.0	2	1	2	-1.58371040723982	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://www.connectionnewspapers.com/news/2017/feb/15/false-prophets/
627942845	20170216	201702	2017	2017.1260	MIL	ARMY						MIL													1	193	193	19	4	-10.0	1	1	1	3.21637426900584	4	Snake River, British Columbia, Canada	CA	CA02	59.0333	-122.433	-573806	0							2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170216	http://www.clevescene.com/scene-and-heard/archives/2017/02/15/87-year-old-norwalk-womans-obit-smiling-now-not-to-be-living-during-the-trump-presidency
627942905	20170216	201702	2017	2017.1260	MNCINDMED	INFOSYS	IND					MNC	MED		GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	1	1	1	2.36686390532545	1	India	IN	IN	20	77	IN	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170216	http://profit.ndtv.com/news/tech-media-telecom/article-dont-expect-changes-in-h-1b-visa-rules-says-powerful-us-lawmaker-1659573?pfrom=Mostreadwidget_profit2016
627943010	20170216	201702	2017	2017.1260	NGOCANREF	CANADIAN COUNCIL FOR REFUGEES	CAN					NGO	REF		USA	UNITED STATES	USA								1	186	186	18	4	-10.0	3	2	3	-4.00933517511807	1	United States	US	US	38	-97	US	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	20170216	http://www.huffingtonpost.com/entry/canada-us-refugee-agreement_us_58a1f8dfe4b03df370d8ebc1?5apuv8uz6uwlpiudi&ncid=inblnkushpmg00000009
627943780	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	16	10	16	-3.22478641208505	2	Washington, United States	US	USWA	47.3917	-121.571	WA	0							1	Mexico	MX	MX	23	-102	MX	20170216	http://www.fairfieldcitizenonline.com/news/crime/article/The-Latest-Activists-call-for-release-of-Seattle-10934893.php
627943850	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	-1.59186380720761	1	Canada	CA	CA	60	-95	CA	0							3	Morton County, North Dakota, United States	US	USND	46.7722	-101.262	1034207	20170216	http://www.truth-out.org/speakout/item/39504-february-22-at-standing-rock-a-last-beginning
627944008	20170216	201702	2017	2017.1260	USA	TEXAS	USA																		1	046	046	04	1	7.0	550	55	550	-0.65359477124183	2	Texas, United States	US	USTX	31.106	-97.6475	TX	0							1	Mexico	MX	MX	23	-102	MX	20170216	http://foxrochester.com/news/nation-world/your-voice-your-future-town-hall-the-border-wall
627944060	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA																		0	070	070	07	2	7.0	515	94	515	-3.07970948385141	3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	0							1	Mexico	MX	MX	23	-102	MX	20170216	http://herald-review.com/news/national/immigrant-workers-families-to-protest-by-staying-home/article_610e800f-d9c1-52d8-8156-896fcfd413a3.html
627944115	20170216	201702	2017	2017.1260	USA	ILLINOIS	USA																		0	100	100	10	3	-5.0	2	1	2	-0.56625141562854	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	0							1	Canada	CA	CA	60	-95	CA	20170216	http://www.petoskeynews.com/featured-pnr/pnr_topgallery/document-shows-pipeline-s-protective-coating-missing-in-points-in/article_970966b0-f3cb-11e6-85b7-53b133faaf36.html
627944180	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA																		0	160	160	16	4	-4.0	2	1	2	-1.59186380720761	1	Canada	CA	CA	60	-95	CA	0							3	Morton County, North Dakota, United States	US	USND	46.7722	-101.262	1034207	20170216	http://www.truth-out.org/speakout/item/39504-february-22-at-standing-rock-a-last-beginning
627944335	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	040	040	04	1	1.0	14	12	14	1.94484653542029	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170216	http://www.wlec.com/politics/trump-says-he-can-live-with-either-one-or-two-state-solution-in-israel-2/
627944336	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								1	040	040	04	1	1.0	10	9	10	2.01551106382223	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170216	http://www.wlec.com/politics/trump-says-he-can-live-with-either-one-or-two-state-solution-in-israel-2/
627944337	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	040	040	04	1	1.0	9	9	9	2.10112496287993	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170216	http://www.wlec.com/politics/trump-says-he-can-live-with-either-one-or-two-state-solution-in-israel-2/
627944338	20170216	201702	2017	2017.1260	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	042	042	04	1	1.9	2	1	2	3.21637426900584	3	New River, West Virginia, United States	US	USWV	38.1618	-81.1965	1552301	4	Snake River, British Columbia, Canada	CA	CA02	59.0333	-122.433	-573806	4	Snake River, British Columbia, Canada	CA	CA02	59.0333	-122.433	-573806	20170216	http://www.clevescene.com/scene-and-heard/archives/2017/02/15/87-year-old-norwalk-womans-obit-smiling-now-not-to-be-living-during-the-trump-presidency
627944341	20170216	201702	2017	2017.1260	USA	IDAHO	USA								CAN	CANADA	CAN								1	042	042	04	1	1.9	120	14	120	0	2	Idaho, United States	US	USID	44.2394	-114.51	ID	1	Canada	CA	CA	60	-95	CA	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170216	http://www.khq.com/story/34515231/state-to-conduct-5-year-study-of-wolf-impacts-in-washington
627944489	20170216	201702	2017	2017.1260	USA	WASHINGTON	USA								GBR	BRITAIN	GBR								0	172	172	17	4	-5.0	3	1	3	-9.95575221238943	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	24.6408	46.7728	-3093009	20170216	http://www.thesleuthjournal.com/saudi-terror-bombing-yemen-trumps-war/
