633850872	20170306	201703	2017	2017.1808	GBR	UNITED KINGDOM	GBR								USA	NEW YORK	USA								0	010	010	01	1	0.0	1	1	1	-0.99502487562189	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170306	http://highlandscurrent.com/2017/03/03/county-evaluates-impact-nuclear-plant-closure/
633850903	20170306	201703	2017	2017.1808	GOV	OFFICIAL SOURCE						GOV													1	010	010	01	1	0.0	7	3	7	-5.40431192214974	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	20170306	http://dnasyndication.com/dna/top_news/dna_english_news_and_features/This_time,_hate_bullet_hits_a_Sikh_in_US/DNMUM384436
633851096	20170306	201703	2017	2017.1808	GOV	GOVERNOR						GOV			MEX	MEXICO	MEX								1	043	043	04	1	2.8	4	1	4	0	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633851190	20170306	201703	2017	2017.1808	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	0	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	Mexico	MX	MX	23	-102	MX	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633851456	20170306	201703	2017	2017.1808	JEW	RABBI				JEW					USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-0.18518518518518	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170306	https://www.wsj.com/articles/in-israel-cuomo-offers-reassurances-amid-anti-semitic-acts-in-u-s-1488756555
633851706	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								GOV	GOVERNOR						GOV			1	042	042	04	1	1.9	4	1	4	0	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633851707	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								USA	UTAH	USA								1	042	042	04	1	1.9	2	1	2	0	1	Mexico	MX	MX	23	-102	MX	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	Mexico	MX	MX	23	-102	MX	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633851708	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								USA	UTAH	USA								1	042	042	04	1	1.9	2	1	2	0	1	Mexico	MX	MX	23	-102	MX	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633851709	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-3.05623471882641	1	Mexico	MX	MX	23	-102	MX	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170306	http://lmtribune.com/opinion/to-his-base-trump-s-message-communicates-fear/article_09a8cc18-bdea-5724-a83d-80f99e47d3a6.html
633851938	20170306	201703	2017	2017.1808	NGODEV	CARE INTERNATIONAL						NGO	DEV		GBR	LONDON	GBR								0	110	110	11	3	-2.0	6	2	6	-6.38888888888889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170306	http://www.couriermail.com.au/news/breaking-news/bianca-jagger-revolted-by-trump-invite/news-story/b5b1161822a9f7d1e89358fa1ce0230b?nk=18cd3d2c081fd21798b5ee53cf3559c9-1488757591
633852455	20170306	201703	2017	2017.1808	USA	AMERICAN	USA																		1	010	010	01	1	0.0	228	57	228	1.3458854247827	1	United States	US	US	38	-97	US	0							1	Canada	CA	CA	60	-95	CA	20170306	http://www.kxlh.com/story/34669672/is-the-canadian-dream-the-new-american-dream
633852483	20170306	201703	2017	2017.1808	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	114	57	114	1.3458854247827	1	Canada	CA	CA	60	-95	CA	0							1	United States	US	US	38	-97	US	20170306	http://www.kxlh.com/story/34669672/is-the-canadian-dream-the-new-american-dream
633852650	20170306	201703	2017	2017.1808	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	020	020	02	1	3.0	57	57	57	1.3458854247827	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170306	http://www.kxlh.com/story/34669672/is-the-canadian-dream-the-new-american-dream
633852651	20170306	201703	2017	2017.1808	USA	AMERICAN	USA								CANMIL	CANADIAN	CAN					MIL			0	090	090	09	2	-2.0	2	1	2	-2.45711636532221	3	Fort Worth, Texas, United States	US	USTX	32.7254	-97.3208	1380947	1	Canada	CA	CA	60	-95	CA	1	Malaysia	MY	MY	2.5	112.5	MY	20170306	http://thesaker.is/poroshenko-doesnt-want-another-maidan-sitrep/
633852652	20170306	201703	2017	2017.1808	USA	UNITED STATES	USA								CANMIL	CANADA	CAN					MIL			0	090	090	09	2	-2.0	1	1	1	-2.45711636532221	1	United Kingdom	UK	UK	54	-2	UK	3	Fort Worth, Texas, United States	US	USTX	32.7254	-97.3208	1380947	1	Malaysia	MY	MY	2.5	112.5	MY	20170306	http://thesaker.is/poroshenko-doesnt-want-another-maidan-sitrep/
633852733	20170306	201703	2017	2017.1808	USA	UNITED STATES	USA								GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	2	1	2	0	2	Utah, United States	US	USUT	40.1135	-111.854	UT	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	Mexico	MX	MX	23	-102	MX	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633852825	20170306	201703	2017	2017.1808	USA	UTAH	USA								MEX	MEXICO	MEX								1	043	043	04	1	2.8	2	1	2	0	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633852826	20170306	201703	2017	2017.1808	USA	UTAH	USA								MEX	MEXICO	MEX								1	043	043	04	1	2.8	2	1	2	0	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	Mexico	MX	MX	23	-102	MX	2	Utah, United States	US	USUT	40.1135	-111.854	UT	20170306	http://www.mcclatchydc.com/news/politics-government/national-politics/article136580278.html
633852828	20170306	201703	2017	2017.1808	USA	AMERICAN	USA								MIL	AIRCRAFT CARRIER						MIL			0	090	090	09	2	-2.0	4	1	4	-2.45711636532221	3	Fort Worth, Texas, United States	US	USTX	32.7254	-97.3208	1380947	1	Canada	CA	CA	60	-95	CA	1	Malaysia	MY	MY	2.5	112.5	MY	20170306	http://thesaker.is/poroshenko-doesnt-want-another-maidan-sitrep/
633852903	20170306	201703	2017	2017.1808	USA	AMERICAN	USA								USABUS	UNITED STATES	USA					BUS			0	042	042	04	1	1.9	1	1	1	-2.73609885260371	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	United States	US	US	38	-97	US	20170306	http://www.vanguardngr.com/2017/03/indian-garri-plastic-rice-brazilian-hair/
633852905	20170306	201703	2017	2017.1808	USA	UNITED STATES	USA								USABUS	UNITED STATES	USA					BUS			0	043	043	04	1	2.8	1	1	1	-2.73609885260371	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	United States	US	US	38	-97	US	20170306	http://www.vanguardngr.com/2017/03/indian-garri-plastic-rice-brazilian-hair/
633852963	20170306	201703	2017	2017.1808	USABUS	UNITED STATES	USA					BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-2.73609885260371	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	United States	US	US	38	-97	US	20170306	http://www.vanguardngr.com/2017/03/indian-garri-plastic-rice-brazilian-hair/
633852966	20170306	201703	2017	2017.1808	USABUS	UNITED STATES	USA					BUS			USA	AMERICAN	USA								0	043	043	04	1	2.8	1	1	1	-2.73609885260371	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	1	United States	US	US	38	-97	US	20170306	http://www.vanguardngr.com/2017/03/indian-garri-plastic-rice-brazilian-hair/
633852968	20170306	201703	2017	2017.1808	USABUS	UNITED STATES	USA					BUS			USA	AMERICAN	USA								0	060	060	06	2	6.0	1	1	1	-2.73609885260371	1	India	IN	IN	20	77	IN	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170306	http://www.vanguardngr.com/2017/03/indian-garri-plastic-rice-brazilian-hair/
633853006	20170306	201703	2017	2017.1808	USAGOV	UNITED STATES	USA					GOV			CAN	CANADA	CAN								0	0353	035	03	1	7.0	2	1	2	-1.04662226450999	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170306	http://www.gulf-times.com/story/535296/Laughing-in-the-dark
633853167	20170204	201702	2017	2017.0932											GOV	AMBASSADOR						GOV			0	042	042	04	1	1.9	3	1	3	-4.85537190082645	0							2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	India	IN	IN	20	77	IN	20170306	http://indianexpress.com/article/india/us-shooting-sikh-kent-indian-diplomats-open-channels-community-rallies-support-online-4556239/
633853174	20170204	201702	2017	2017.0932	GOV	AMBASSADOR						GOV													0	043	043	04	1	2.8	3	1	3	-4.85537190082645	2	Washington, United States	US	USWA	47.3917	-121.571	WA	0							1	India	IN	IN	20	77	IN	20170306	http://indianexpress.com/article/india/us-shooting-sikh-kent-indian-diplomats-open-channels-community-rallies-support-online-4556239/
633853243	20170305	201703	2017	2017.1781	GOV	CONSULATE						GOV			USA	HOUSTON	USA								1	042	042	04	1	1.9	4	2	4	1.86740752846325	1	India	IN	IN	20	77	IN	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	India	IN	IN	20	77	IN	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853244	20170305	201703	2017	2017.1781	GOV	CONSULATE						GOV			USA	HOUSTON	USA								1	043	043	04	1	2.8	13	3	13	1.83611616040343	1	India	IN	IN	20	77	IN	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Channelview, Texas, United States	US	USTX	29.7761	-95.1147	1373053	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853245	20170305	201703	2017	2017.1781	GOV	CONSULATE						GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	6	3	6	1.83611616040343	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	3	Channelview, Texas, United States	US	USTX	29.7761	-95.1147	1373053	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853256	20170305	201703	2017	2017.1781	USA	HOUSTON	USA								GOV	CONSULATE						GOV			1	042	042	04	1	1.9	10	2	10	1.86740752846325	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	India	IN	IN	20	77	IN	3	Channelview, Texas, United States	US	USTX	29.7761	-95.1147	1373053	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853257	20170305	201703	2017	2017.1781	USA	UNITED STATES	USA								GOV	CONSULATE						GOV			1	042	042	04	1	1.9	4	2	4	1.86740752846325	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	3	Channelview, Texas, United States	US	USTX	29.7761	-95.1147	1373053	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853258	20170305	201703	2017	2017.1781	USA	HOUSTON	USA								GOV	CONSULATE						GOV			1	043	043	04	1	2.8	4	2	4	1.86740752846325	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853374	20170306	201703	2017	2017.1808											GOV	AMBASSADOR						GOV			0	042	042	04	1	1.9	3	1	3	-4.85537190082645	0							2	Washington, United States	US	USWA	47.3917	-121.571	WA	1	India	IN	IN	20	77	IN	20170306	http://indianexpress.com/article/india/us-shooting-sikh-kent-indian-diplomats-open-channels-community-rallies-support-online-4556239/
633853428	20170306	201703	2017	2017.1808											MEX	MEXICO	MEX								0	040	040	04	1	1.0	1	1	1	-4.27957391141843	0							1	Mexico	MX	MX	23	-102	MX	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	20170306	http://www.castanet.net/edition/news-story-190685-5-.htm
633853429	20170306	201703	2017	2017.1808											MEX	MEXICO	MEX								0	040	040	04	1	1.0	1	1	1	-4.36781609195403	0							1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170306	http://www.castanet.net/edition/news-story-190682-5-.htm
633853483	20170306	201703	2017	2017.1808											USA	UNITED STATES	USA								1	011	011	01	1	-0.1	24	12	24	2.74457838861987	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	20170306	http://1049maxcountry.com/abc_health/for-the-dying-how-to-encourage-your-partner-to-find-love-again-abcid35873509/
633853491	20170306	201703	2017	2017.1808											USA	HOUSTON	USA								1	036	036	03	1	4.0	3	2	3	1.18409049443532	0							3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	India	IN	IN	20	77	IN	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853739	20170306	201703	2017	2017.1808	BUS	INDUSTRY						BUS			USA	THE US	USA								1	040	040	04	1	1.0	2	1	2	1.83908045977011	1	India	IN	IN	20	77	IN	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853740	20170306	201703	2017	2017.1808	BUS	INDUSTRY						BUS			USA	THE US	USA								1	040	040	04	1	1.0	4	2	4	1.86740752846325	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633853758	20170306	201703	2017	2017.1808	CAN	CANADA	CAN																		1	192	192	19	4	-9.5	80	10	80	-3.01666246138651	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	0							1	United States	US	US	38	-97	US	20170306	http://www.leaderpost.com/news/national/under+pressure+cabinet+braces+discussion+border+jumpers+that/13050208/story.html
633853761	20170306	201703	2017	2017.1808	CAN	CANADA	CAN								COP	PRISON						COP			0	173	173	17	4	-5.0	8	1	8	-4.32369500168623	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170306	http://www.castanet.net/edition/news-story-190685-5-.htm
633853898	20170306	201703	2017	2017.1808	CRM	ASSAILANT						CRM			USA	SEATTLE	USA								1	193	193	19	4	-10.0	9	3	9	-6.46645662249911	1	India	IN	IN	20	77	IN	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170306	http://in.newshub.org/fbi-investigating-shooting-seattle-area-sikh-man-possible-hate-crime-25644143.html
633853899	20170306	201703	2017	2017.1808	CRM	ASSAILANT						CRM			USA	UNITED STATES	USA								1	193	193	19	4	-10.0	4	2	4	-6.67720280746375	1	India	IN	IN	20	77	IN	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	1	India	IN	IN	20	77	IN	20170306	http://in.newshub.org/fbi-investigating-shooting-seattle-area-sikh-man-possible-hate-crime-25644143.html
633853924	20170306	201703	2017	2017.1808	CVL	COMMUNITY						CVL													1	193	193	19	4	-10.0	5	2	5	-6.11430528066465	4	Gurudwara, Haryana, India	IN	IN10	29.3925	76.9719	6231716	0							2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170306	http://www.dailymail.co.uk/news/article-4284562/Seattle-Sikh-leaders-respond-possible-hate-crime.html
633853947	20170306	201703	2017	2017.1808	CVL	COMMUNITY						CVL			SIK	SIKH				SIK					1	051	051	05	1	3.4	2	2	2	-6.11430528066465	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	4	Gurudwara, Haryana, India	IN	IN10	29.3925	76.9719	6231716	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170306	http://www.dailymail.co.uk/news/article-4284562/Seattle-Sikh-leaders-respond-possible-hate-crime.html
633854122	20170306	201703	2017	2017.1808	GBR	BRITISH	GBR								USA	AMERICAN	USA								1	043	043	04	1	2.8	20	1	20	0.92592592592593	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170306	http://iwradio.co.uk/2017/03/05/lord-sugar-to-us-president-donald-trump-make-me-new-us-apprentice-host/
633854124	20170306	201703	2017	2017.1808	GBR	BRITISH	GBR								USAGOV	THE US	USA					GOV			1	020	020	02	1	3.0	4	1	4	0.92592592592593	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170306	http://iwradio.co.uk/2017/03/05/lord-sugar-to-us-president-donald-trump-make-me-new-us-apprentice-host/
633854170	20170306	201703	2017	2017.1808	GOV	DIPLOMAT						GOV													0	012	012	01	1	-0.4	1	1	1	-4.85537190082645	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	0							1	India	IN	IN	20	77	IN	20170306	http://indianexpress.com/article/india/us-shooting-sikh-kent-indian-diplomats-open-channels-community-rallies-support-online-4556239/
633854195	20170306	201703	2017	2017.1808	GOV	AMBASSADOR						GOV													0	043	043	04	1	2.8	3	1	3	-4.85537190082645	2	Washington, United States	US	USWA	47.3917	-121.571	WA	0							1	India	IN	IN	20	77	IN	20170306	http://indianexpress.com/article/india/us-shooting-sikh-kent-indian-diplomats-open-channels-community-rallies-support-online-4556239/
633854654	20170306	201703	2017	2017.1808	MED	SPOKESMAN						MED			GOV	GOVERNMENT						GOV			0	012	012	01	1	-0.4	12	1	12	2.48825730194932	1	United States	US	US	38	-97	US	4	Okanagan, British Columbia, Canada	CA	CA02	50.3667	-119.35	-570573	1	United States	US	US	38	-97	US	20170306	http://www.castanet.net/edition/news-story-190678-2-.htm
633854658	20170306	201703	2017	2017.1808	MED	SPOKESMAN						MED			GOV	GOVERNMENT						GOV			0	071	071	07	2	7.4	12	1	12	2.48825730194932	1	United States	US	US	38	-97	US	4	Okanagan, British Columbia, Canada	CA	CA02	50.3667	-119.35	-570573	1	United States	US	US	38	-97	US	20170306	http://www.castanet.net/edition/news-story-190678-2-.htm
633854682	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX																		0	040	040	04	1	1.0	1	1	1	-4.27957391141843	1	Mexico	MX	MX	23	-102	MX	0							2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	20170306	http://www.castanet.net/edition/news-story-190685-5-.htm
633854683	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX																		0	040	040	04	1	1.0	13	7	13	-3.81851510670537	1	Mexico	MX	MX	23	-102	MX	0							2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170306	http://www.castanet.net/edition/news-story-190682-5-.htm
633854686	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX																		0	110	110	11	3	-2.0	1	1	1	3.80313199105146	1	United States	US	US	38	-97	US	0							1	Mexico	MX	MX	23	-102	MX	20170306	http://www.newsday.com/long-island/nassau/long-island-s-friendship-force-celebrates-cultures-with-food-fun-1.13212649
633854688	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								EDU	COLLEGE						EDU			0	090	090	09	2	-2.0	1	1	1	3.80313199105146	1	United States	US	US	38	-97	US	1	France	FR	FR	46	2	FR	1	Mexico	MX	MX	23	-102	MX	20170306	http://www.newsday.com/long-island/nassau/long-island-s-friendship-force-celebrates-cultures-with-food-fun-1.13212649
633854689	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-4.27957391141843	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	20170306	http://www.castanet.net/edition/news-story-190685-5-.htm
633854690	20170306	201703	2017	2017.1808	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	040	040	04	1	1.0	7	7	7	-3.85775089136599	1	Mexico	MX	MX	23	-102	MX	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170306	http://www.castanet.net/edition/news-story-190682-5-.htm
633855277	20170306	201703	2017	2017.1808	USA	THE US	USA								BUS	INDUSTRY						BUS			1	040	040	04	1	1.0	2	1	2	1.83908045977011	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	India	IN	IN	20	77	IN	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633855278	20170306	201703	2017	2017.1808	USA	THE US	USA								BUS	INDUSTRY						BUS			1	040	040	04	1	1.0	4	2	4	1.86740752846325	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170306	http://www.dnaindia.com/money/report-pradhan-visits-lyondellbasel-channelview-petrochemical-plant-2343594
633855286	20170306	201703	2017	2017.1808	USA	OREGON	USA								CAN	CANADIAN	CAN								0	173	173	17	4	-5.0	8	1	8	-4.32369500168623	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170306	http://www.castanet.net/edition/news-story-190685-5-.htm
633855288	20170306	201703	2017	2017.1808	USA	WASHINGTON	USA								CAN	CANADIAN	CAN								0	190	190	19	4	-10.0	8	1	8	-4.32369500168623	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170306	http://www.castanet.net/edition/news-story-190685-5-.htm
633855322	20170306	201703	2017	2017.1808	USA	AMERICAN	USA								GBR	BRITISH	GBR								1	042	042	04	1	1.9	20	1	20	0.92592592592593	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170306	http://iwradio.co.uk/2017/03/05/lord-sugar-to-us-president-donald-trump-make-me-new-us-apprentice-host/
