640474655	20170326	201703	2017	2017.2356	GOV	MINIST						GOV			CHN	CHINESE	CHN								0	071	071	07	2	7.4	1	1	1	-0.52420598211532	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170326	http://www.sundaytimes.lk/170326/columns/president-pm-reach-agreement-on-cabinet-reshuffle-234212.html
640474659	20170326	201703	2017	2017.2356	GOV	MINIST						GOV			CHNBUS	CHINESE	CHN					BUS			0	071	071	07	2	7.4	7	1	7	-0.52420598211532	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170326	http://www.sundaytimes.lk/170326/columns/president-pm-reach-agreement-on-cabinet-reshuffle-234212.html
640474746	20170326	201703	2017	2017.2356	GOV	GOVERNMENT						GOV			POLGOV	DONALD TUSK	POL					GOV			1	043	043	04	1	2.8	2	1	2	-1.38888888888889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://iwradio.co.uk/2017/03/25/uk-absence-from-eus-60th-anniversary-a-sad-moment-says-jean-claude-juncker/
640474865	20170326	201703	2017	2017.2356	IND	UTTAR PRADESH	IND																		1	160	160	16	4	-4.0	1	1	1	-2.91666666666666	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	0							1	United States	US	US	38	-97	US	20170326	http://www.nationalheraldindia.com/news/2017/03/25/yogi-ushers-in-jungle-raj-in-uttar-pradesh-shutting-down-meat-processing-units-without-even-show-cause-notice
640474866	20170326	201703	2017	2017.2356	IND	UTTAR PRADESH	IND								AFR	AFRICA	AFR								1	173	173	17	4	-5.0	2	1	2	-2.91666666666666	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	27.25	80.75	-2113996	1	United States	US	US	38	-97	US	20170326	http://www.nationalheraldindia.com/news/2017/03/25/yogi-ushers-in-jungle-raj-in-uttar-pradesh-shutting-down-meat-processing-units-without-even-show-cause-notice
640475360	20170326	201703	2017	2017.2356	NGOENV	GREENPEACE						NGO	ENV												0	030	030	03	1	4.0	2	2	2	-0.7843137254902	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							4	Calgary, Alberta, Canada	CA	CA01	51.0833	-114.083	-561990	20170326	http://www.mcphersonsentinel.com/news/20170324/trump-administration-approves-keystone-xl-pipeline
640475429	20170326	201703	2017	2017.2356	POLGOV	DONALD TUSK	POL					GOV			GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	2	1	2	-1.38888888888889	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://iwradio.co.uk/2017/03/25/uk-absence-from-eus-60th-anniversary-a-sad-moment-says-jean-claude-juncker/
640475906	20170326	201703	2017	2017.2356	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	4	1	4	-6.80958385876419	1	United States	US	US	38	-97	US	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170326	http://www.sundaytimes.lk/170326/columns/terrorism-strikes-innocents-die-233949.html
640475973	20170326	201703	2017	2017.2356	USA	TEXAS	USA								MEX	MEXICAN	MEX								1	1711	171	17	4	-9.2	8	1	8	-6.49350649350649	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170326	http://www.ktbb.com/post/?p=599962
640475975	20170326	201703	2017	2017.2356	USA	TEXAS	USA								MEX	MEXICAN	MEX								1	173	173	17	4	-5.0	36	3	28	-6.75758208652945	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170326	http://www.ktbb.com/post/?p=599962
640476085	20170326	201703	2017	2017.2356	USAGOV	UNITED STATES	USA					GOV													1	120	120	12	3	-4.0	2	1	2	-1.61476355247981	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	0							1	Canada	CA	CA	60	-95	CA	20170326	http://www.alternet.org/right-wing/4-compelling-tales-trump-voters-are-coming-painful-realization-theyve-been-conned
640476086	20170326	201703	2017	2017.2356	USAGOV	UNITED STATES	USA					GOV													1	120	120	12	3	-4.0	2	1	2	-1.61476355247981	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	0							1	Mexico	MX	MX	23	-102	MX	20170326	http://www.alternet.org/right-wing/4-compelling-tales-trump-voters-are-coming-painful-realization-theyve-been-conned
640477071	20170326	201703	2017	2017.2356											USA	NEW YORK	USA								1	040	040	04	1	1.0	17	5	17	-1.66228970460499	0							3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	Canada	CA	CA	60	-95	CA	20170326	http://www.msn.com/en-us/news/us/mourners-pack-church-streets-for-medic-struck-by-ambulance/ar-BByLZhJ
640477143	20170326	201703	2017	2017.2356	AGR	FISHER						AGR													0	010	010	01	1	0.0	6	2	6	1.73260411741952	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170326	http://www.41nbc.com/2017/03/25/stars-fans-honor-fisher-and-reynolds-at-public-memorial/
640477250	20170326	201703	2017	2017.2356	CAN	CANADA	CAN								GBR	BRITAIN	GBR								0	190	190	19	4	-10.0	1	1	1	-6.99663125161959	1	Canada	CA	CA	60	-95	CA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170326	http://www.castanet.net/edition/news-story-192676-5-.htm
640477261	20170326	201703	2017	2017.2356	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-2.09895052473764	1	Canada	CA	CA	60	-95	CA	3	Bechtelsville, Pennsylvania, United States	US	USPA	40.3734	-75.6291	1169074	3	Bechtelsville, Pennsylvania, United States	US	USPA	40.3734	-75.6291	1169074	20170326	http://www.dailylocal.com/general-news/20170325/immigration-forum-advises-calm-as-trump-policies-unfold
640477263	20170326	201703	2017	2017.2356	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	3	1	3	-1.72228202368138	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://www.wcvb.com/article/dueling-rallies-held-in-boston-supporting-against-president-trump/9185325
640477300	20170326	201703	2017	2017.2356	CHN	BEIJING	CHN								USA	AUSTIN	USA								0	020	020	02	1	3.0	16	1	16	-2.69360401034811	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170326	http://www.terradaily.com/pageone/terradaily-2017-03-24.html
640477302	20170326	201703	2017	2017.2356	CHN	CHINA	CHN								USA	HARTFORD	USA								1	043	043	04	1	2.8	3	1	3	-3.77358490566038	1	China	CH	CH	35	105	CH	2	Connecticut, United States	US	USCT	41.5834	-72.7622	CT	1	China	CH	CH	35	105	CH	20170326	http://fox61.com/2017/03/25/supreme-court-set-to-hear-case-on-41-5-million-verdict-monday/
640477303	20170326	201703	2017	2017.2356	CHN	BEIJING	CHN								USACRM	CHICAGO	USA					CRM			0	173	173	17	4	-5.0	12	1	12	-2.69360401034811	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170326	http://www.terradaily.com/pageone/terradaily-2017-03-24.html
640477619	20170326	201703	2017	2017.2356	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	017	017	01	1	0.0	2	1	2	-7.24381625441696	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Utah, United States	US	USUT	40.1135	-111.854	UT	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170326	http://www.wsgw.com/syndicated-article/?id=331993
640477621	20170326	201703	2017	2017.2356	GBRCOP	UNITED KINGDOM	GBR					COP			GBR	BRITISH	GBR								1	090	090	09	2	-2.0	4	2	4	-5.16474140610628	4	Streatham, Lambeth, United Kingdom	UK	UKH1	51.4167	-0.133333	-2608977	1	United States	US	US	38	-97	US	4	Streatham, Lambeth, United Kingdom	UK	UKH1	51.4167	-0.133333	-2608977	20170326	http://www.kxlf.com/story/34995702/london-attack-direct-hand-by-isis-unlikely-counterterrorism-expert-says
640477622	20170326	201703	2017	2017.2356	GBRCOP	UNITED KINGDOM	GBR					COP			GBR	BRITISH	GBR								1	090	090	09	2	-2.0	4	2	4	-5.16474140610628	4	Streatham, Lambeth, United Kingdom	UK	UKH1	51.4167	-0.133333	-2608977	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170326	http://www.kxlf.com/story/34995702/london-attack-direct-hand-by-isis-unlikely-counterterrorism-expert-says
640477743	20170326	201703	2017	2017.2356	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	4	2	4	0.122100122100125	1	Canada	CA	CA	60	-95	CA	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	20170326	http://www.freemalaysiatoday.com/category/business/2017/03/26/trump-greenlights-keystone-xl-pipeline-but-obstacles-loom/
640477926	20170326	201703	2017	2017.2356	LEG	LAWMAKER						LEG			CHN	CHINA	CHN								1	040	040	04	1	1.0	3	3	3	-4.65479351790257	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://www.grandrapidsmn.com/around_the_web/news/trump-briefs/article_dc479de4-d1d3-5ad3-907f-0e75432e7202.html
640477927	20170326	201703	2017	2017.2356	LEG	LAWMAKER						LEG			CHN	CHINA	CHN								1	040	040	04	1	1.0	3	3	3	-4.65479351790257	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	20170326	http://www.grandrapidsmn.com/around_the_web/news/trump-briefs/article_dc479de4-d1d3-5ad3-907f-0e75432e7202.html
640477929	20170326	201703	2017	2017.2356	LEG	LAWMAKER						LEG			CHN	CHINA	CHN								1	060	060	06	2	6.0	3	3	3	-4.65479351790257	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://www.grandrapidsmn.com/around_the_web/news/trump-briefs/article_dc479de4-d1d3-5ad3-907f-0e75432e7202.html
640477930	20170326	201703	2017	2017.2356	LEG	LAWMAKER						LEG			CHN	CHINA	CHN								1	060	060	06	2	6.0	3	3	3	-4.65479351790257	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://www.grandrapidsmn.com/around_the_web/news/trump-briefs/article_dc479de4-d1d3-5ad3-907f-0e75432e7202.html
640477938	20170326	201703	2017	2017.2356	LEG	LAWMAKER						LEG			USA	UNITED STATES	USA								1	010	010	01	1	0.0	3	3	3	-4.65479351790257	4	Anbang, Zhejiang, China	CH	CH02	30.5336	120.374	11006456	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170326	http://www.grandrapidsmn.com/around_the_web/news/trump-briefs/article_dc479de4-d1d3-5ad3-907f-0e75432e7202.html
640478160	20170326	201703	2017	2017.2356	RUS	RUSSIA	RUS								SYR	SYRIA	SYR								0	195	195	19	4	-10.0	1	1	1	-6.99663125161959	3	Rikers Island, New York, United States	US	USNY	40.7907	-73.881	962524	1	Canada	CA	CA	60	-95	CA	3	Rikers Island, New York, United States	US	USNY	40.7907	-73.881	962524	20170326	http://www.castanet.net/edition/news-story-192676-5-.htm
640478267	20170326	201703	2017	2017.2356	USA	NEW YORK	USA																		1	010	010	01	1	0.0	5	1	5	-2.04678362573099	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	0							1	United Kingdom	UK	UK	54	-2	UK	20170326	http://pix11.com/2017/03/25/vacant-brooklyn-lot-could-be-site-of-mass-grave-for-revolutionary-war-soldiers/
640478349	20170326	201703	2017	2017.2356	USA	AMERICAN	USA																		1	090	090	09	2	-2.0	3	1	3	-2.04678362573099	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	0							1	United Kingdom	UK	UK	54	-2	UK	20170326	http://pix11.com/2017/03/25/vacant-brooklyn-lot-could-be-site-of-mass-grave-for-revolutionary-war-soldiers/
640478351	20170326	201703	2017	2017.2356	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	4	4	4	1.04304111831328	2	Montana, United States	US	USMT	46.9048	-110.326	MT	0							1	Canada	CA	CA	60	-95	CA	20170326	http://helenair.com/news/politics/attendees-talk-trump-treatment-of-veterans-at-make-america-great/article_5349a7ab-02ee-5e00-8140-b71b299fe297.html
640478394	20170326	201703	2017	2017.2356	USA	UNITED STATES	USA								BRA	BRAZIL	BRA								0	172	172	17	4	-5.0	2	1	2	-2.69360401034811	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170326	http://www.terradaily.com/pageone/terradaily-2017-03-24.html
640478395	20170326	201703	2017	2017.2356	USA	WASHINGTON	USA								BRA	BRAZIL	BRA								0	172	172	17	4	-5.0	6	1	6	-2.69360401034811	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Brasilia, Distrito Federal, Brazil	BR	BR07	-15.7833	-47.9167	-631243	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170326	http://www.terradaily.com/pageone/terradaily-2017-03-24.html
640478470	20170326	201703	2017	2017.2356	USA	UNITED STATES	USA								JPN	JAPAN	JPN								0	060	060	06	2	6.0	10	1	10	-2.69360401034811	3	Berkeley, California, United States	US	USCA	37.8716	-122.273	1658037	4	Sendai, Miyagi, Japan	JA	JA24	38.2547	140.885	-242701	4	Dehradun, Uttaranchal, India	IN	IN39	30.3167	78.0333	-2094211	20170326	http://www.terradaily.com/pageone/terradaily-2017-03-24.html
640478504	20170326	201703	2017	2017.2356	USA	WASHINGTON	USA								NZL	WELLINGTON	NZL								0	020	020	02	1	3.0	4	1	4	-2.27094753328113	2	Washington, United States	US	USWA	47.3917	-121.571	WA	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	-41.3	174.783	-1521348	4	Sussex, East Sussex, United Kingdom	UK	UKE2	50.9167	-0.083333	-2609142	20170326	http://www.terradaily.com/pageone/terradaily-2017-03-24.html
640478547	20170326	201703	2017	2017.2356	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	2	1	2	-1.83946488294314	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	Canada	CA	CA	60	-95	CA	20170326	http://www.msn.com/en-us/news/us/mourners-pack-church-streets-for-medic-struck-by-ambulance/ar-BByLZhJ
640478548	20170326	201703	2017	2017.2356	USA	NEW YORK	USA								USAGOV	NEW YORK CITY	USA					GOV			1	040	040	04	1	1.0	4	1	4	-1.83946488294314	1	Canada	CA	CA	60	-95	CA	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	Canada	CA	CA	60	-95	CA	20170326	http://www.msn.com/en-us/news/us/mourners-pack-church-streets-for-medic-struck-by-ambulance/ar-BByLZhJ
640478610	20170326	201703	2017	2017.2356	USAGOV	INTERNAL REVENUE SERVICE	USA					GOV			OPP	PROTESTER						OPP			1	012	012	01	1	-0.4	8	1	8	-2.92875689316053	1	Mexico	MX	MX	23	-102	MX	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170326	http://mobile.wnd.com/2017/03/a-black-man-on-a-mission-can-do-amazing-things/
640478614	20170326	201703	2017	2017.2356	USAGOV	UNITED STATES	USA					GOV			USA	NEW YORK	USA								1	040	040	04	1	1.0	1	1	1	-1.83946488294314	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	Canada	CA	CA	60	-95	CA	20170326	http://www.msn.com/en-us/news/us/mourners-pack-church-streets-for-medic-struck-by-ambulance/ar-BByLZhJ
640480416	20170326	201703	2017	2017.2356											USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-1.89061444969615	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170326	http://mobilesyrup.com/2017/03/25/drone-restrictions-canada-recreational-grounded/
640480443	20170326	201703	2017	2017.2356											USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	4	4	0.670101640854842	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170326	http://m.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11825750
640480476	20170326	201703	2017	2017.2356											USAAGR	UNITED STATES	USA					AGR			1	043	043	04	1	2.8	4	4	4	0.670101640854842	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170326	http://m.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11825750
640480512	20170326	201703	2017	2017.2356	ARE	DUBAI	ARE								USAGOV	US OFFICIAL	USA					GOV			1	013	013	01	1	0.4	10	1	10	-2.38095238095238	1	United Kingdom	UK	UK	54	-2	UK	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	1	United Kingdom	UK	UK	54	-2	UK	20170326	http://www.bhatkallys.com/gulf/laptop-ban-hits-dubai-1-1m-weekend-travellers/
640480559	20170326	201703	2017	2017.2356	BUSEDU	BUSINESS						BUS	EDU												0	120	120	12	3	-4.0	2	1	2	-4.47570332480819	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	India	IN	IN	20	77	IN	20170326	http://blogs.timesofindia.indiatimes.com/men-and-ideas/why-trumps-pro-war-aide-quotes-the-gita/
640480574	20170326	201703	2017	2017.2356	CAN	CANADA	CAN								USA	NORTH CAROLINA	USA								0	160	160	16	4	-4.0	6	1	6	-3.3464112624048	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	20170326	http://www.cadillacnews.com/ap_story/michigan/20170325_ap_423b0db52e284741bb4d3d3b57e1b240.html
640480575	20170326	201703	2017	2017.2356	CAN	CANADA	CAN								USA	NORTH CAROLINA	USA								0	160	160	16	4	-4.0	4	1	4	-3.3464112624048	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	3	Detroit, Michigan, United States	US	USMI	42.3314	-83.0458	1617959	20170326	http://www.cadillacnews.com/ap_story/michigan/20170325_ap_423b0db52e284741bb4d3d3b57e1b240.html
640480588	20170326	201703	2017	2017.2356	CHN	CHINA	CHN								BRA	BRAZIL	BRA								1	081	081	08	2	5.0	2	1	2	-4.93630573248407	1	United States	US	US	38	-97	US	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20170326	http://www.asahi.com/ajw/articles/AJ201703260016.html
640480614	20170326	201703	2017	2017.2356	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	045	045	04	1	5.0	2	1	2	-2.660406885759	4	Yangtang, Jiangxi, China	CH	CH03	28.2745	118.135	10550780	1	United States	US	US	38	-97	US	4	Yangtang, Jiangxi, China	CH	CH03	28.2745	118.135	10550780	20170326	http://news.xinhuanet.com/english/2017-03/26/c_136157714.htm
640480615	20170326	201703	2017	2017.2356	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	045	045	04	1	5.0	2	1	2	-2.660406885759	4	Yangtang, Jiangxi, China	CH	CH03	28.2745	118.135	10550780	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170326	http://news.xinhuanet.com/english/2017-03/26/c_136157714.htm
640480853	20170326	201703	2017	2017.2356	ELI	ACTOR						ELI			GBRAGR	UNITED KINGDOM	GBR					AGR			1	010	010	01	1	0.0	394	190	394	2.41112207412105	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170326	http://www.msnewsnow.com/story/34995373/reynolds-and-fisher-honored-with-humor-music-and-dance
640480977	20170326	201703	2017	2017.2356	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	7	6	7	1.5614467510169	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170326	http://m.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11825750
640480980	20170326	201703	2017	2017.2356	GBR	UNITED KINGDOM	GBR								USAAGR	UNITED STATES	USA					AGR			1	043	043	04	1	2.8	5	5	5	0.815801592404154	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170326	http://m.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11825750
640481201	20170326	201703	2017	2017.2356	JOR	AMMAN	JOR																		1	040	040	04	1	1.0	1	1	1	4.13016270337922	1	United States	US	US	38	-97	US	0							1	United Kingdom	UK	UK	54	-2	UK	20170326	http://www.jordantimes.com/news/local/educators-urged-promote-values-peace-coexistence
640481346	20170326	201703	2017	2017.2356	MEX	MEXICO	MEX								USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	-1.32575757575758	1	Mexico	MX	MX	23	-102	MX	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	Mexico	MX	MX	23	-102	MX	20170326	https://www.thewrap.com/jean-rouverol-butler-blacklisted-screenwriter-dies-100/
