614537260	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	020	020	02	1	3.0	2	1	2	-2.72391505078486	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614537281	20170106	201701	2017	2017.0164	USA	THE US	USA								CAN	CALGARY	CAN								1	060	060	06	2	6.0	10	1	10	-1.89393939393939	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	20170106	http://www.ch-aviation.com/portal/news/52172-newleaf-cancels-phoenix-az-flights-blaming-rival-westjet
614537283	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	013	013	01	1	0.4	1	1	1	-8.61538461538464	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170106	http://www.hrc.org/blog/hrc-mourns-mesha-caldwell-first-reported-trans-murder-victim-of-2017
614537285	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	046	046	04	1	7.0	3	1	3	1.25	1	United States	US	US	38	-97	US	4	Baijie, Chongqing, China	CH	CH33	29.2978	106.513	-1897267	1	United States	US	US	38	-97	US	20170106	http://www.chinadaily.com.cn/cndy/2017-01/06/content_27876482.htm
614537286	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	046	046	04	1	7.0	1	1	1	1.25	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Baijie, Chongqing, China	CH	CH33	29.2978	106.513	-1897267	20170106	http://www.chinadaily.com.cn/cndy/2017-01/06/content_27876482.htm
614537288	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	051	051	05	1	3.4	4	1	4	1.25	1	United States	US	US	38	-97	US	4	Baijie, Chongqing, China	CH	CH33	29.2978	106.513	-1897267	4	Baijie, Chongqing, China	CH	CH33	29.2978	106.513	-1897267	20170106	http://www.chinadaily.com.cn/cndy/2017-01/06/content_27876482.htm
614537333	20170106	201701	2017	2017.0164	USA	MASSACHUSETTS	USA								COP	TROOPER						COP			1	173	173	17	4	-5.0	1	1	1	-3.33333333333333	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170106	http://ripr.org/post/wyatt-escapee-apprehended-somerville-ma
614537427	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	031	031	03	1	5.2	2	1	2	-2.72391505078486	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614537431	20170106	201701	2017	2017.0164	USA	WASHINGTON	USA								GBR	UNITED KINGDOM	GBR								0	050	050	05	1	3.5	16	8	16	1.25248136062516	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.businesstimes.com.sg/government-economy/british-prime-minister-theresa-may-to-visit-donald-trump-in-spring
614537432	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	192	192	19	4	-9.5	4	1	4	3.04347826086957	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170106	https://www.bostonglobe.com/metro/2017/01/05/olddoctor/y1PKWcAIGk03gC2DtwShIP/story.html
614537494	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								HLH	HOSPITAL						HLH			1	0874	087	08	2	10.0	2	1	2	3.04347826086957	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170106	https://www.bostonglobe.com/metro/2017/01/05/olddoctor/y1PKWcAIGk03gC2DtwShIP/story.html
614537602	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								MEX	MEXICAN	MEX								1	0874	087	08	2	10.0	4	4	4	-0.904576449991382	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.dailymail.co.uk/wires/afp/article-4093052/Trump-deposed-lawsuit-against-celebrity-chef-Andres.html
614537632	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								0	020	020	02	1	3.0	1	1	1	-1.21261115602264	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	Iran	IR	IR	32	53	IR	1	China	CH	CH	35	105	CH	20170106	http://www.afr.com/news/world/north-america/donald-trump-is-wrong-on-russian-hacking-say-us-spy-chiefs-20170105-gtmuhn
614537798	20170106	201701	2017	2017.0164	USAEDU	UNITED STATES	USA					EDU			USA	UNITED STATES	USA								1	020	020	02	1	3.0	6	1	6	-0.36101083032491	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170106	http://www.eastwestcenter.org/about-ewc/directory/gretchen.donehower
614537821	20170106	201701	2017	2017.0164	USAGOV	OBAMA	USA					GOV													0	031	031	03	1	5.2	2	1	2	-2.72391505078486	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614537842	20170106	201701	2017	2017.0164	USAGOV	OBAMA	USA					GOV			BUS	COMPANY						BUS			0	031	031	03	1	5.2	2	1	2	-2.72391505078486	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614537867	20170106	201701	2017	2017.0164	USAGOV	US OFFICIAL	USA					GOV			MEX	MEXICAN	MEX								0	061	061	06	2	6.4	8	8	8	-4.23004911806703	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614537868	20170106	201701	2017	2017.0164	USAGOV	US OFFICIAL	USA					GOV			MEX	MEXICAN	MEX								0	061	061	06	2	6.4	8	8	8	-4.23004911806703	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614537869	20170106	201701	2017	2017.0164	USAGOV	US OFFICIAL	USA					GOV			MEXCRM	MEXICAN	MEX					CRM			0	061	061	06	2	6.4	48	8	48	-4.23004911806703	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614537931	20170106	201701	2017	2017.0164	USAJUD	UNITED STATES	USA					JUD			CHN	CHINA	CHN								1	013	013	01	1	0.4	1	1	1	-8.61538461538464	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	1	China	CH	CH	35	105	CH	2	Mississippi, United States	US	USMS	32.7673	-89.6812	MS	20170106	http://www.hrc.org/blog/hrc-mourns-mesha-caldwell-first-reported-trans-murder-victim-of-2017
614539885	20161207	201612	2016	2016.9233	MEX	MEXICO	MEX								USA	OHIO	USA								0	010	010	01	1	0.0	2	2	2	-1.46082337317397	1	Mexico	MX	MX	23	-102	MX	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	20170106	http://www.newsobserver.com/news/politics-government/national-politics/article124667854.html
